root_cause_cluster_id,repo_name,pr_number,cluster_key_within_pr,alert_n,rule_n,rules_json,files_json,root_cause_category,mechanism_subcategory,disposition,change_operation,violated_relation,cause_statement,evidence_summary,confidence
rccluster-e822cd95457f9e562fdb,airbytehq/airbyte,62455,proxy-test-side-effect-result-bindings,6,1,"[""py/unused-local-variable""]","[""airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,definition_use,"Five proxy tests bind Client construction and one installation test binds _install_ca_certificate even though the tests rely only on those calls' effects and mock assertions, not the returned objects or path.","test_proxy_certificate_support.py:21,39,51,60,72,92 and the following assertions.",high
rccluster-f28c9a375f9e6350e6bd,analogdotnow/Analog,129,all-day-guard-collapses-date-branches,2,1,"[""js/trivial-conditional""]","[""packages/api/src/providers/microsoft-calendar/utils.ts""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"The Microsoft-event parser added !isAllDay to its rejection guard and then retained isAllDay ternaries for start and end, making both false branches unreachable and excluding timed events before parsing.","packages/api/src/providers/microsoft-calendar/utils.ts:62,65 and the preceding !isAllDay guard.",high
rccluster-ec04a777be200ddc33c2,analogdotnow/Analog,129,calendar-view-unused-infinite-query-import,1,1,"[""js/unused-local-variable""]","[""apps/web/src/components/calendar-view.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The calendar-view change added useInfiniteQuery to the React Query import but implemented the component with useQuery and useMutation only.,apps/web/src/components/calendar-view.tsx:4 and the head component body.,high
rccluster-ce30be509425f4b50aa6,analogdotnow/Analog,225,drag-hook-unused-selected-event,1,1,"[""js/unused-local-variable""]","[""apps/web/src/components/event-calendar/hooks/use-drag-to-create.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The drag-to-create hook added a selectedEventsAtom read but did not use selectedEvent in drag initialization or event creation.,use-drag-to-create.tsx:38 and the head hook body.,high
rccluster-7d54ea3b2b76810e349c,antiwork/gumroad,615,tempfile-initialization-before-ensure,1,1,"[""rb/uninitialized-local-variable""]","[""app/sidekiq/create_india_sales_report_job.rb""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The new report job initializes temp_file inside the begin block but closes it unconditionally in ensure, so an exception during Tempfile construction reaches a read before assignment.",app/sidekiq/create_india_sales_report_job.rb:97 and the earlier Tempfile.new assignment in the same begin/ensure region.,high
rccluster-976bf5893dce06dafe1f,apache/pinot,16030,segment-name-parse-exception-guard-removed,2,1,"[""java/uncaught-number-format-exception""]","[""pinot-common/src/main/java/org/apache/pinot/common/utils/LLCSegmentName.java""]",dependency_error_or_resource_mismanagement,missing_or_overbroad_failure_handling,,deletion_with_residue,exception_or_resource_lifecycle,"LLCSegmentName.of removed its numeric-parse try/catch while retaining two Integer.parseInt calls on externally supplied segment-name parts, allowing either malformed value to escape as NumberFormatException.",pinot-common/src/main/java/org/apache/pinot/common/utils/LLCSegmentName.java:80 and the removed try/catch around both parsed fields.,high
rccluster-db9f0fa8f1abd3dce27f,apache/pulsar,24542,empty-read-null-last-position,1,1,"[""java/dereferenced-value-may-be-null""]","[""managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,"The read-completion refactor removed the empty-result early return and invoked the helper with a null lastPosition, while the empty-batch path still dereferenced lastPosition to compute the next position.","OpReadEntry.java:70-95; readEntriesComplete passes null, entriesCount remains zero, and lastPosition.getNext() is then evaluated.",high
rccluster-e4e427eb5a2e12221550,apache/pulsar,24542,unused-read-helper-context-parameter,1,1,"[""java/unused-parameter""]","[""managed-ledger/src/main/java/org/apache/bookkeeper/mledger/impl/OpReadEntry.java""]",incomplete_change_coordination,unintegrated_element_in_new_code,,interface_or_schema_change,definition_use,The refactored internalReadEntriesComplete signature added ctx even though the helper body continued to use the operation's stored context and never consumed the parameter.,OpReadEntry.java:70 and the complete helper body.,high
rccluster-e3263fc58c5dd15ca23e,apache/pulsar,24542,unused-reader-thread-id,1,1,"[""java/local-variable-is-never-read""]","[""pulsar-broker/src/test/java/org/apache/pulsar/broker/delayed/bucket/BucketDelayedDeliveryTrackerThreadSafetyTest.java""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new concurrency test captured a readerId for each submitted reader task but generated all probe identifiers from writerId and loop counters instead.,BucketDelayedDeliveryTrackerThreadSafetyTest.java:337 and the submitted reader lambda.,high
rccluster-07412c67d2c3beb23667,axinc-ai/ailia-models,1704,boxes-landmarks-self-assignments,2,1,"[""py/redundant-assignment""]","[""face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,state_initialization_or_liveness,"The new post-processing function assigned boxes and landms_copy to themselves, creating statements with no state change.","functions.py:146,152 in the newly added 6DRepNet utility.",high
rccluster-9d0999d6a9a688a92f0b,axinc-ai/ailia-models,1704,converter-unused-numpy-import,1,1,"[""py/unused-import""]","[""face_recognition/6d_repnet_360/convert_to_onnx.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new conversion script imported NumPy but performed the conversion without referencing the np binding.,convert_to_onnx.py:4 and the complete new script.,high
rccluster-a246a58b05723adec57a,axinc-ai/ailia-models,1704,functions-unused-os-import,1,1,"[""py/unused-import""]","[""face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new geometry helper module imported os without implementing a filesystem or environment consumer.,utils_6d_repnet_360/functions.py:1 and the complete new file.,high
rccluster-0636c615dd36b0f63dda,axinc-ai/ailia-models,1704,main-model-unused-backend-imports,3,1,"[""py/unused-import""]","[""face_recognition/6d_repnet_360/6d_repnet_360.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new model entry point imported an alternative ONNX runtime and image/plot helpers while the implemented path used ailia.Net and cv2 directly.,"6d_repnet_360.py:10,19-20 and the complete new module's inference and image-loading paths.",high
rccluster-2676c2ae500c3091f674,axinc-ai/ailia-models,1704,translation-self-assignments,1,1,"[""py/redundant-assignment""]","[""face_recognition/6d_repnet_360/utils_6d_repnet_360/utils.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,state_initialization_or_liveness,The new translation branch assigned tdx and tdy back to themselves instead of transforming or replacing either value.,utils_6d_repnet_360/utils.py:66 and its tdx != None branch.,high
rccluster-1370a96abd97d063a696,axinc-ai/ailia-models,1704,unreachable-video-window-branch,1,1,"[""py/unreachable-statement""]","[""face_recognition/6d_repnet_360/6d_repnet_360.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,"The new video loop guarded its window-close branch with frame_shown even though that flag was never made true, and queried a window name different from the one displayed.",6d_repnet_360.py:148 and the preceding frame_shown initialization and cv2.imshow call.,high
rccluster-4538d5e5756c848b97ed,axinc-ai/ailia-models,1704,unused-batch-dimension,1,1,"[""py/unused-local-variable""]","[""face_recognition/6d_repnet_360/utils_6d_repnet_360/utils.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new utility extracted the batch dimension from v.shape but never connected that value to later shape or iteration logic.,utils_6d_repnet_360/utils.py:110 and the remainder of the function.,high
rccluster-b7935501c1cfc6af363b,blefnk/relivator-nextjs-template,59,billing-page-unconsumed-customer-state,1,1,"[""js/unused-local-variable""]","[""src/app/dashboard/billing/page.client.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new billing page creates and updates customerState but does not connect that state to rendering or any other behavior.,"src/app/dashboard/billing/page.client.tsx:36, its setCustomerState call, and the absence of a state read.",high
rccluster-5f45f9924101933b2577,browser-use/browser-use,2348,scroll-pages-text-not-connected,1,1,"[""py/unused-local-variable""]","[""browser_use/controller/service.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The scroll action constructs pages_text from the scrolled pages but the memory update continues to use the separate pages_scrolled path and never consumes the composed text.,browser_use/controller/service.py:524 and the following memory-string construction.,high
rccluster-79e675185f70a2fb43c8,bytebot-ai/bytebot,35,overwritten-initial-compression-quality,1,1,"[""js/useless-assignment-to-local""]","[""packages/bytebotd/src/mcp/compressor.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The compressor initialized quality from initialQuality, but every path reaching a read of quality first overwrote it in the loop or finalization logic.",packages/bytebotd/src/mcp/compressor.ts:41 and all subsequent assignments before the first effective read.,high
rccluster-15dbe5930e9ed62c8f86,bytebot-ai/bytebot,40,agent-processor-unused-default-model,1,1,"[""js/unused-local-variable""]","[""packages/bytebot-agent/src/agent/agent.processor.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The agent processor added DEFAULT_MODEL to its imports but selects models from task.model and BytebotAgentModel instead.,packages/bytebot-agent/src/agent/agent.processor.ts:6 and the modified model-selection logic.,high
rccluster-3b2f2ea3732334c063e3,bytebot-ai/bytebot,51,config-service-import-residue,1,1,"[""js/unused-local-variable""]","[""packages/bytebot-agent/src/agent/agent.processor.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The agent processor removed its ConfigService constructor dependency but retained the ConfigService import.,packages/bytebot-agent/src/agent/agent.processor.ts:25 and the constructor change.,high
rccluster-92e1e389203668c06b4c,calcom/cal.com,20580,routing-module-unused-redis-service,1,1,"[""js/unused-local-variable""]","[""apps/api/v2/src/modules/organizations/teams/routing-forms/organizations-teams-routing-forms.module.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new routing-forms Nest module imports RedisService but registers RedisModule and does not reference the service in its providers or module definition.,organizations-teams-routing-forms.module.ts:8 and the complete new module metadata.,high
rccluster-b8b8d7f137a67d188659,calcom/cal.com,20672,verification-token-rename-not-propagated,1,1,"[""js/unused-local-variable""]","[""apps/web/modules/auth/verify-view.tsx""]",incomplete_change_coordination,inconsistent_propagation_across_dependent_sites,,modification_or_replacement,definition_use,"The verification view renamed the query token binding from t to tParam to introduce the locale function t, but did not propagate tParam to the countdown/token consumer, leaving the query value unused.",apps/web/modules/auth/verify-view.tsx:122 and the renamed destructuring plus later locale-t usage.,high
rccluster-f810213003bd83b10a2f,calcom/cal.com,21590,privacy-view-unused-locale-hook,1,1,"[""js/unused-local-variable""]","[""packages/features/ee/teams/pages/team-settings-view.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The new PrivacySettingsView obtained the translation function from useLocale without using it in the component's rendered text.,team-settings-view.tsx:154 and the added PrivacySettingsView JSX.,high
rccluster-fe6123deb52d9e7febd3,calcom/cal.com,21652,removed-url-assertion-slug-residue,1,1,"[""js/unused-local-variable""]","[""apps/web/playwright/booking-pages.e2e.ts""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The booking test removed its toHaveURL(eventSlug) assertion but retained eventSlug in the test-data destructuring after its final use disappeared.,booking-pages.e2e.ts:251 and the deleted URL assertion.,high
rccluster-d145708e4daf4f28b9f5,calcom/cal.com,22034,billing-controller-unused-exception-import,1,1,"[""js/unused-local-variable""]","[""apps/api/v2/src/modules/billing/controllers/billing.controller.ts""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The billing-controller rewrite added BadRequestException to its imports but did not use that exception in the webhook implementation.,apps/api/v2/src/modules/billing/controllers/billing.controller.ts:11 and the modified controller body.,high
rccluster-4afdd3cab7ca039e6639,calcom/cal.com,22311,contact-form-unused-toast-mock,1,1,"[""js/unused-local-variable""]","[""apps/web/components/plain/__tests__/PlainContactForm.test.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new PlainContactForm test creates mockShowToast but neither supplies it to the component nor asserts calls against it.,apps/web/components/plain/__tests__/PlainContactForm.test.tsx:18 and the complete new test file.,high
rccluster-3a8b3fa415648034c90d,camunda/camunda,34932,unused-bootstrap-transfer-id-parameter,1,1,"[""java/unused-parameter""]","[""zeebe/snapshot/src/main/java/io/camunda/zeebe/snapshots/transfer/SnapshotTransferServiceImpl.java""]",incomplete_change_coordination,unintegrated_element_in_new_code,,interface_or_schema_change,definition_use,"The bootstrap snapshot method added transferId to its signature but did not connect the identifier to snapshot lookup, filtering, or transfer behavior.",zeebe/snapshot/src/main/java/io/camunda/zeebe/snapshots/transfer/SnapshotTransferServiceImpl.java:137 and the method body.,high
rccluster-b6010dfa5ac9115748fe,cartography-cncf/cartography,1614,mixed-entra-groups-import-forms,1,1,"[""py/import-and-import-from""]","[""tests/integration/cartography/intel/entra/test_groups.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,module_dependency,"The Entra group integration tests added both a module import and direct symbol imports from cartography.intel.entra.groups, creating two access paths for the same module.",tests/integration/cartography/intel/entra/test_groups.py:6 and the adjacent imports/usages.,high
rccluster-71d9667a292e53e97bec,cartography-cncf/cartography,1619,mixed-sqs-import-forms,1,1,"[""py/import-and-import-from""]","[""tests/integration/cartography/intel/aws/test_sqs.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,module_dependency,"The SQS integration tests retained the cartography.intel.aws.sqs module import while adding a direct sync import from the same module, creating two import paths.",tests/integration/cartography/intel/aws/test_sqs.py:4 and the adjacent imports/usages.,high
rccluster-7794b40c944965a43635,colinhacks/zod,4865,playground-effect-free-z-expression,1,1,"[""js/useless-expression""]","[""play.ts""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,The playground adds a standalone z expression whose evaluated value is discarded and has no side effect.,play.ts:3 and the complete expression statement.,high
rccluster-a7bcd19ab4a0c9665137,colinhacks/zod,4915,commented-description-render-residue,2,1,"[""js/unused-local-variable""]","[""packages/docs/app/(doc)/[[...slug]]/page.tsx""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,deletion_with_residue,definition_use,The documentation page commented out its DocsDescription rendering block but retained both the component import and the local description value that supplied it.,"packages/docs/app/(doc)/[[...slug]]/page.tsx:6,20 and the commented JSX block.",high
rccluster-1ce7b7fc832c74d3fa35,crewAIInc/crewAI,1818,planning-handler-unused-json-import,1,1,"[""py/unused-import""]","[""src/crewai/utilities/planning_handler.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The planning-handler implementation added json but performs its new parsing and model work without calling the module.,src/crewai/utilities/planning_handler.py:1 and the modified handler implementation.,high
rccluster-42cb5854bde1f3f26dce,crewAIInc/crewAI,1818,planning-test-unused-support-imports,3,1,"[""py/unused-import""]","[""tests/utilities/test_planning_handler.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The planning-handler test added Optional, MagicMock, and BaseModel imports while its implemented fixtures and assertions use none of those names.","tests/utilities/test_planning_handler.py:1,2,5 and the modified test module.",high
rccluster-e7f9ec27c33f5d8d0e96,crewAIInc/crewAI,1820,manager-delegation-unused-test-imports,2,1,"[""py/unused-import""]","[""tests/test_manager_llm_delegation.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new delegation tests imported MagicMock and Task but implemented the cases with Agent and TestAgentTool only.,"tests/test_manager_llm_delegation.py:1,5 and the complete new test file.",high
rccluster-676f93107e592e883d81,crewAIInc/crewAI,1820,optional-type-migration-residue,1,1,"[""py/unused-import""]","[""src/crewai/tools/agent_tools/base_agent_tools.py""]",incomplete_change_coordination,incomplete_cleanup_after_modification,,modification_or_replacement,definition_use,"The _execute annotation changed from Union[str, None] to Optional[str], but Union remained imported after its final reference was removed.",base_agent_tools.py:2 and the modified _execute signature.,high
rccluster-fbf942d6bbcc48cea487,crewAIInc/crewAI,1892,decorator-module-unused-introspection-imports,2,1,"[""py/unused-import""]","[""src/crewai/flow/persistence/decorators.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new persistence decorators imported inspect, Dict, and get_type_hints while implementing introspection through other asyncio, functools, and typing bindings.",decorators.py:26-37 and the complete new module.,high
rccluster-fbab78314095e93bb815,crewAIInc/crewAI,1892,duplicate-uuid-import-form,1,1,"[""py/unused-import""]","[""src/crewai/flow/flow.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,module_dependency,The flow module added import uuid while continuing to consume uuid4 through its direct from-import and never referencing the module binding.,src/crewai/flow/flow.py:3 and the direct uuid4 import/use.,high
rccluster-cf9f0641cf1859631616,crewAIInc/crewAI,1892,persistence-test-unused-type-imports,2,1,"[""py/unused-import""]","[""tests/test_flow_persistence.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new persistence tests imported Optional and FlowPersistence while the cases used SQLiteFlowPersistence and persist directly and added no Optional annotation.,"tests/test_flow_persistence.py:4,10 and the complete new test file.",high
rccluster-89c514861c1f8680bf59,crewAIInc/crewAI,1892,sqlite-unused-path-scaffold,2,1,"[""py/unused-import""]","[""src/crewai/flow/persistence/sqlite.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new SQLite persistence module imported os and tempfile while its storage path came exclusively from parameters and db_storage_path.,"sqlite.py:6,8 and the complete new implementation.",high
rccluster-de76ecb5e3434b89d7de,crewAIInc/crewAI,1892,unconditional-state-type-error,1,1,"[""py/unreachable-statement""]","[""src/crewai/flow/flow.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"The flow initialization change placed an unconditional TypeError after BaseModel handling, preventing the following initial_state-is-None and other state branches from executing.",src/crewai/flow/flow.py:591 and the preceding unconditional raise.,high
rccluster-8b8edc152f33518be1b9,crewAIInc/crewAI,1892,unused-persistence-state-typevars,2,1,"[""py/unused-global-variable""]","[""src/crewai/flow/persistence/__init__.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new persistence package declared StateType and DictStateType but neither exported nor referenced either TypeVar.,src/crewai/flow/persistence/__init__.py:17-18 and the package __all__ list.,high
rccluster-5eb1e7979705ab7101e0,crewAIInc/crewAI,1937,unused-skipped-task-output-fixtures,2,1,"[""py/unused-local-variable""]","[""tests/crew_test.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,new_code_addition,definition_use,Two new crew tests construct mock_skipped TaskOutput objects that are not passed into the crew under test or referenced by assertions.,"tests/crew_test.py:2137,2207 and the two surrounding tests.",high
rccluster-dec3ccb6080877ea62b5,crewAIInc/crewAI,2277,base-llm-unused-callable-import,1,1,"[""py/unused-import""]","[""src/crewai/llms/base_llm.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new base LLM module imported Callable but its interface annotations use only the other imported typing constructs.,src/crewai/llms/base_llm.py:2 and the complete new module.,high
rccluster-bbda2d2064d71f965629,crewAIInc/crewAI,2277,crew-unused-generic-tool-imports,2,1,"[""py/unused-import""]","[""src/crewai/crew.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The crew implementation added TypeVar and a LangchainBaseTool alias but did not define a type variable or reference the aliased tool type.,"src/crewai/crew.py:9,11 and the modified module.",high
rccluster-f6d096ed0c537bb0d139,crewAIInc/crewAI,2277,custom-llm-test-unused-mock-import,1,1,"[""py/unused-import""]","[""tests/custom_llm_test.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new custom-LLM test imported Mock but implemented its test doubles as custom LLM classes instead.,tests/custom_llm_test.py:2 and the complete new test module.,high
rccluster-180ee305463d69ae7ba6,crewAIInc/crewAI,2277,timeout-llm-loop-implicit-none,1,1,"[""py/mixed-returns""]","[""tests/custom_llm_test.py""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,new_code_addition,control_flow,The new TimeoutHandlingLLM.call returns strings on its handled paths but lets loop exhaustion fall through implicitly to None.,tests/custom_llm_test.py:238 and the complete call method.,high
rccluster-5979be4a3375d9355694,crewAIInc/crewAI,2335,security-config-unused-optional-import,1,1,"[""py/unused-import""]","[""src/crewai/security/security_config.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The security configuration added Optional to its typing imports but its annotations continue to use Dict and Any only.,src/crewai/security/security_config.py:13 and the module's annotations.,high
rccluster-883b0b40dd35a77c4936,crewAIInc/crewAI,2352,chromadb-test-unused-framework-imports,2,1,"[""py/unused-import""]","[""tests/utilities/test_chromadb_utils.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new ChromaDB utility tests imported four typing aliases and pytest but implemented the suite with unittest.TestCase and no annotations using those aliases.,"tests/utilities/test_chromadb_utils.py:2,4 and the complete new test module.",high
rccluster-8da92c9a6f0cfaa659fb,crewAIInc/crewAI,2476,unexercised-multimodal-crew,1,1,"[""py/unused-local-variable""]","[""tests/test_multimodal_validation.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new multimodal validation test constructed a Crew but never invoked kickoff or otherwise connected that instance to an assertion.,tests/test_multimodal_validation.py:46 and the remainder of the new test.,high
rccluster-a16efaab49bad2455970,crewAIInc/crewAI,2552,constants-test-unused-pytest,1,1,"[""py/unused-import""]","[""tests/cli/test_constants.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new constants tests imported pytest but used only plain test functions and built-in assertions.,tests/cli/test_constants.py:1 and the complete new test file.,high
rccluster-93d8beeac752ceb6ae33,crewAIInc/crewAI,2594,crew-copy-test-unused-support-imports,2,1,"[""py/unused-import""]","[""tests/crew_test.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The crew copy-with-memory test added tempfile and ShortTermMemory imports but neither creates a temporary resource nor references the memory type directly.,"tests/crew_test.py:6,23 and the added copy-with-memory tests.",high
rccluster-0b624cbc7b276742f642,crewAIInc/crewAI,2994,event-listener-import-cycle,1,1,"[""py/unsafe-cyclic-import""]","[""src/crewai/agents/agent_builder/base_agent_executor_mixin.py""]",dependency_error_or_resource_mismanagement,dependency_cycle_or_duplicate_path,,cross_file_propagation,module_dependency,"The mixin added a module-level import of event_listener, while event_listener imports that mixin before defining its singleton, creating an initialization-order cycle.",base_agent_executor_mixin.py:10 and crewai.utilities.events.event_listener's reciprocal import before the event_listener definition.,high
rccluster-7d37871321573431b938,crewAIInc/crewAI-tools,162,file-read-test-unused-pytest,1,1,"[""py/unused-import""]","[""tests/file_read_tool_test.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new file-read-tool test imported pytest but used only operating-system helpers and plain assertions.,tests/file_read_tool_test.py:2 and the complete new test module.,high
rccluster-6b81fac0baa8d9869b08,dagster-io/dagster,30864,mixed-dagster-import-style,1,1,"[""py/import-and-import-from""]","[""examples/docs_snippets/docs_snippets/concepts/ops_jobs_graphs/op_hooks.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,module_dependency,The docs snippet added a direct dagster symbol import even though the file already used the dagster-as-dg module binding.,op_hooks.py existing import dagster as dg and the added from dagster import build_hook_context.,high
rccluster-98dff30204cb718ba90e,dagster-io/dagster,30864,overwritten-valid-run-result,1,1,"[""py/multiple-definition""]","[""examples/docs_snippets/docs_snippets/guides/dagster/pythonic_config/pythonic_config.py""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,modification_or_replacement,state_initialization_or_liveness,The validated-config example stored the successful execution in op_result and immediately overwrote that binding with the failing execution before any read.,pythonic_config.py:373-380 in validated_schema_config.,high
rccluster-f1725d7609977a54a113,dagster-io/dagster,30864,unused-concurrency-time-import,1,1,"[""py/unused-import""]","[""examples/docs_snippets/docs_snippets/guides/operate/concurrency-pool-api.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new concurrency-pool snippet imported time but implemented no timing or sleeping operation.,concurrency-pool-api.py:1 and the complete new snippet.,high
rccluster-ff833753cef9196f142d,dagster-io/dagster,30864,unused-enum-job-result,1,1,"[""py/unused-local-variable""]","[""examples/docs_snippets/docs_snippets/guides/dagster/pythonic_config/pythonic_config.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,definition_use,The enum-config docs example bound execute_in_process to op_result even though the example neither asserted nor displayed the result.,pythonic_config.py:325-337 in enum_schema_config.,high
rccluster-69fb7769681f087fab58,dagster-io/dagster,30864,unused-optional-asset-result,1,1,"[""py/unused-local-variable""]","[""examples/docs_snippets/docs_snippets/guides/dagster/pythonic_config/pythonic_config.py""]",redundant_or_locally_inconsistent_construction,duplicate_or_redundant_operation,,modification_or_replacement,definition_use,The optional-config docs example bound materialize to asset_result but did not inspect or present the returned result.,pythonic_config.py:254-259 in optional_config.,high
rccluster-b206303c4250fbab4fef,dagster-io/dagster,30864,unused-scala-sequence-import,1,1,"[""py/unused-import""]","[""examples/docs_snippets/docs_snippets/guides/dagster/dagster_pipes/scalaspark/dagster_code.py""]",incomplete_change_coordination,unintegrated_element_in_new_code,,modification_or_replacement,definition_use,The Scala/Spark Dagster example added Sequence without adding an annotation or runtime reference to it.,dagster_code.py:3 and the head module body.,high
rccluster-ebf8eb1a619de5e26963,dailydotdev/apps,4632,post-guard-auth-ready-check,1,1,"[""js/trivial-conditional""]","[""packages/shared/src/features/onboarding/steps/FunnelOrganicSignup.tsx""]",control_state_or_dataflow_miscomposition,invalid_or_trivial_control_path,,modification_or_replacement,control_flow,"The effect added an isAuthReady conjunction after an earlier return already excluded the false state, making the inner check invariantly true.",FunnelOrganicSignup.tsx:143 and the preceding !isAuthReady early return in the same effect.,high
rccluster-9b814f6e9b77c61e1730,datopian/portaljs,1396,unrendered-partners-data,1,1,"[""js/unused-local-variable""]","[""site/pages/partners.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new partners page declares the partners data array but does not map, pass, or otherwise render the data.",site/pages/partners.tsx:74 and the complete new page component.,high
rccluster-cb8ee0a0c2bcc37d7251,different-ai/note-companion,297,duplicate-react-fc-import-form,1,1,"[""js/unused-local-variable""]","[""packages/plugin/views/ai-chat/tool-handlers/search-rename-handler.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,"The new search-rename handler imported the named FC type but annotated the component through React.FC, leaving the named binding unused.",packages/plugin/views/ai-chat/tool-handlers/search-rename-handler.tsx:1 and the component declaration.,high
rccluster-020929d5dfe384d29cd4,different-ai/note-companion,299,discarded-created-usage-assignment,1,1,"[""js/useless-assignment-to-local""]","[""packages/web/app/claim-offer/actions.ts""]",control_state_or_dataflow_miscomposition,state_initialization_or_liveness_gap,,new_code_addition,state_initialization_or_liveness,"The claim action assigns the result of createEmptyUserUsage back to usage after the existing read paths, and no subsequent statement consumes that assigned value.",packages/web/app/claim-offer/actions.ts:27 and the remainder of claimTokens.,high
rccluster-83db80e9eb4e59f739ec,different-ai/note-companion,300,audio-recorder-unused-loader-variant,1,1,"[""js/unused-local-variable""]","[""packages/plugin/views/assistant/ai-chat/audio-recorder.tsx""]",incomplete_change_coordination,unintegrated_element_in_new_code,,new_code_addition,definition_use,The new audio recorder imported Loader and Loader2 but rendered only Loader2.,audio-recorder.tsx:3 and the complete new component.,high
