alert_id,root_cause_cluster_id,repo_name,pr_number,rule_id,file_path,start_line
qalert-2c4957387e0595b195095746,rccluster-8235069c05ba7872d28e,HumanSignal/label-studio-ml-backend,782,py/unused-import,label_studio_ml/examples/timeseries_segmenter/neural_nets.py,9
qalert-2c4a08cb7244e765014ae93d,rccluster-10f751f4b3b869670ecc,nrwl/nx,31621,js/unused-local-variable,packages/react/src/executors/module-federation-dev-server/module-federation-dev-server.impl.ts,35
qalert-2cba6dbdd465feb40a98c13c,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/implementation/Utils.java,386
qalert-2d305da99041dfa5cef31891,rccluster-6b2884568fcb892ef9f6,AgentOps-AI/agentops,729,py/undefined-export,agentops/session/__init__.py,62
qalert-2d92707733ddffb77491013b,rccluster-944bddfd39ec545ec19a,Significant-Gravitas/AutoGPT,10340,py/import-and-import-from,autogpt_platform/backend/backend/server/routers/v1_test.py,14
qalert-2da040dcbb11cc1453893920,rccluster-1ccd63c89f60c5e2df09,CapSoftware/Cap,571,js/unused-local-variable,apps/web/app/s/[videoId]/_components/ShareHeader.tsx,5
qalert-2de187356df04e907bf5c054,rccluster-404a016a157b85aa076c,novuhq/novu,8335,js/unused-local-variable,apps/api/src/app/subscribers-v2/e2e/delete-subscriber.e2e.ts,46
qalert-2e32cb0a897a35045c48d3f1,rccluster-883b0b40dd35a77c4936,crewAIInc/crewAI,2352,py/unused-import,tests/utilities/test_chromadb_utils.py,2
qalert-2e45d30351ad947d5681e594,rccluster-c4172751de38c202fd0a,unsend-dev/unsend,164,js/unused-local-variable,apps/web/src/server/public-api/api/contacts/update-contact.ts,3
qalert-2eba96cf8fe540f95b867e0c,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,302
qalert-2ec6b24c18429a2f0a0cf890,rccluster-180ee305463d69ae7ba6,crewAIInc/crewAI,2277,py/mixed-returns,tests/custom_llm_test.py,238
qalert-2fec4387bd6b6e233a947f67,rccluster-1b7087f1f72c2b1a07b0,imbhargav5/rooks,1833,js/react/unused-or-undefined-state-property,packages/rooks/src/__tests__/useSuspenseNavigatorUserAgentData.spec.tsx,215
qalert-306674b6eaec0286d7d4cb72,rccluster-ec1c7358922de7df6034,getsentry/sentry,95801,py/cyclic-import,src/sentry/snuba/uptime_results.py,10
qalert-308f9b1e97237fb34e040900,rccluster-8235069c05ba7872d28e,HumanSignal/label-studio-ml-backend,782,py/unused-import,label_studio_ml/examples/timeseries_segmenter/neural_nets.py,10
qalert-311a4c6d0e86c8405e0a6a54,rccluster-cb5150b92331ab4fa4fb,HumanSignal/label-studio-ml-backend,782,py/file-not-closed,label_studio_ml/examples/timeseries_segmenter/tests/test_segmenter.py,133
qalert-3132ac67d02b9ca5c9a44427,rccluster-88c5dbf31e336f1c3c3f,dust-tt/dust,10572,js/unused-local-variable,x/henry/dust-apply/src/index.ts,165
qalert-3140ec99f6aff09697ccd66d,rccluster-4baad9bcf04f1e2777b5,wizarrrr/wizarr,579,py/return-or-yield-outside-function,app/services/media/jellyfin.py,144
qalert-3158ee4d72e6349558913936,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,175
qalert-328341e81fdde06aafded46f,rccluster-3bffb6939f0f6299299b,lostintangent/gistpad,389,js/unused-local-variable,src/repos/store/index.ts,5
qalert-32fb7d24565e465eec7aa152,rccluster-c9d422a50b23217192ac,elizaOS/eliza,4686,js/unused-local-variable,packages/cli/src/server/api/env.ts,5
qalert-33303c2560ea191a712b605b,rccluster-9362d24346a996593d23,mendableai/firecrawl,1877,js/unused-local-variable,apps/api/src/__tests__/snips/v2-crawl-prompt.test.ts,1
qalert-33b4b1f0151b036fd02b5dd1,rccluster-f7b342b341016f2db787,OpenHFT/Chronicle-Wire,1061,java/unknown-javadoc-parameter,src/main/java/net/openhft/chronicle/wire/WireOut.java,315
qalert-33be6ae819970b0afd337ece,rccluster-b8359a3456a64683ee2c,NewFuture/DDNS,495,py/imprecise-assert,tests/test_util_cache.py,180
qalert-33e9fa41f5bd80b89f847422,rccluster-4a22d9384427a1a2dd2e,novuhq/novu,8313,js/unused-local-variable,libs/application-generic/src/webhooks/usecases/send-webhook-message/send-webhook-message.usecase.ts,3
qalert-344f5b3db0d164037e5c22c4,rccluster-f504dbcb0461eb638a80,oraios/serena,286,py/unused-import,src/solidlsp/language_servers/terraform_ls.py,12
qalert-3494ef21d27a56d94435ecce,rccluster-4b224d821017ce974aa9,ruvnet/claude-flow,519,js/call-to-non-callable,src/mcp/claude-flow-tools.ts,18
qalert-34a733cb1ae4ce644866142c,rccluster-b8ec17a3dbc98742e165,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/components/SignInButton.tsx,4
qalert-3522f310a673ece65f2448ce,rccluster-ec9a8c49b9a4d3e55981,different-ai/note-companion,326,js/unused-local-variable,packages/plugin/inbox/index.ts,20
qalert-356d55143e61db9fdf9f73e4,rccluster-c0ccebf10555a6722576,elizaOS/eliza,4686,js/unused-local-variable,packages/cli/src/commands/create.ts,13
qalert-35a4be7f8570b759dbe8f90e,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,225
qalert-36091bb6ba96d57ed22a04da,rccluster-2611577cf49fad7c8c35,CapSoftware/Cap,574,js/unused-local-variable,apps/web/app/dashboard/caps/components/UploadCapButton.tsx,29
qalert-361fc58fcada4863d5e55b0b,rccluster-9738151c959887835c34,robinkarlberg/transfer.zip-web,39,js/unused-local-variable,next/src/app/(app)/app/(index)/branding/BrandProfileEditor.js,22
qalert-363a2389f05ca6a8a48c6686,rccluster-a9604cf7d8400df0792f,jxxghp/MoviePilot,4566,py/unused-import,app/helper/workflow.py,8
qalert-370fee4c7cd93017752955f1,rccluster-c94fc7a6f91664f23686,3rdIteration/btcrecover,611,py/unused-import,btcrecover/btcrseed.py,121
qalert-372f3d9827839cfb4905be52,rccluster-2e0de36a944dd4be5d0d,maybe-finance/maybe,2389,rb/useless-assignment-to-local,config/initializers/rack_attack.rb,5
qalert-375014f799afa1f971e69c28,rccluster-f6bf2ba1c3ba94450433,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/settings/license.tsx,6
qalert-379792ead9cc9aba9c25cbe1,rccluster-b3b2354e73257be11c4a,BerriAI/litellm,12551,py/unused-import,tests/test_litellm/llms/moonshot/test_moonshot_chat_transformation.py,15
qalert-37ea403d99b44a07a1310748,rccluster-e02a232baa5cbb850d6e,airbytehq/airbyte,56432,py/call/wrong-arguments,airbyte-integrations/connectors/source-box-data-extract/source_box_data_extract/box_api.py,122
qalert-37f8b888a31b4bdb0e0b18c8,rccluster-e24a41fa1c6091d95589,different-ai/note-companion,331,js/unused-local-variable,packages/mobile/app/(tabs)/settings.tsx,1
qalert-380e5b5a6323d2cb4f79e0a3,rccluster-7794b40c944965a43635,colinhacks/zod,4865,js/useless-expression,play.ts,3
qalert-3899446728af45d75f9b461b,rccluster-966d315e4762fa71c63e,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/upgrade.tsx,6
qalert-38fa7e138611f7f32052a477,rccluster-c4172751de38c202fd0a,unsend-dev/unsend,164,js/unused-local-variable,apps/web/src/server/public-api/api/emails/send-email.ts,3
qalert-398aeadb60155fee9ae98467,rccluster-1f8a2cedf5d51104b2a5,mrwadams/stride-gpt,72,py/multiple-definition,main.py,830
qalert-39be48646dcef268da582a4f,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,349
qalert-39e03be5f8e4f87bca0b5be1,rccluster-12ede7e31a3d5818d112,BerriAI/litellm,12551,py/unused-import,tests/test_litellm/llms/moonshot/test_moonshot_chat_transformation.py,17
qalert-39e482f7ea7878b4019348c7,rccluster-b966e1309497548975b7,MervinPraison/PraisonAI,1021,py/unused-local-variable,examples/python/agents/context-agent.py,166
qalert-3a0d2bb24e29ab1ba6a7c37f,rccluster-d125b087b52863875386,pdfme/pdfme,1059,js/trivial-conditional,packages/pdf-lib/src/api/svg.ts,823
qalert-3a2c62ba6becca14fec401c9,rccluster-b544eaddde307a22307f,microsoft/vscode,250672,js/unused-local-variable,src/vs/workbench/contrib/chat/browser/promptSyntax/contributions/createPromptCommand/utils/createPromptFile.ts,12
qalert-3bff5fcc41d8568984197a22,rccluster-e822cd95457f9e562fdb,airbytehq/airbyte,62455,py/unused-local-variable,airbyte-integrations/connectors/source-file/unit_tests/test_proxy_certificate_support.py,51
qalert-3c68315ab64f1400eee100a8,rccluster-169a531566ae7c745e3a,airbytehq/airbyte,56432,py/unused-import,airbyte-integrations/connectors/source-box-data-extract/source_box_data_extract/box_api.py,24
qalert-3cd5a6a3b9a534f4129ea45e,rccluster-5b2b2c997b9322f20ac8,mendableai/firecrawl,1557,js/unused-local-variable,apps/api/src/lib/generate-llmstxt/generate-llmstxt-supabase.ts,3
qalert-3d811b85d0a247cdeb58f92e,rccluster-778e45b31d2d6eec0447,robinkarlberg/transfer.zip-web,39,js/unused-local-variable,next/src/app/api/upload/[secretCode]/complete/route.js,3
qalert-3da699dc2b7e3863a568d57f,rccluster-13aca7f93fc27a24c916,getsentry/sentry,93304,py/cyclic-import,src/sentry/integrations/source_code_management/language_parsers.py,11
qalert-3dce11c0c13010935492e35d,rccluster-c5135556daa74b1478fa,prebid/Prebid.js,13243,js/unused-local-variable,test/spec/modules/afpBidAdapter_spec.js,1
qalert-3df81a80eef7c9468a96752d,rccluster-c2fe8b296146ba98c75b,OneKeyHQ/app-monorepo,6756,js/unused-local-variable,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,15
qalert-3e7468510c4f6d55fc2daa97,rccluster-21a15bfcf1c36b5d2934,lingodotdev/lingo.dev,708,js/unused-local-variable,packages/cli/src/cli/loaders/android.ts,160
qalert-3e7983806059269dd8f0660d,rccluster-d970f6936b9e388d56e1,jxxghp/MoviePilot,4566,py/unused-import,app/api/endpoints/workflow.py,13
qalert-3e8044b3d94d5fbc0f5652ce,rccluster-37d98c8832d2584f7ec2,OneKeyHQ/app-monorepo,6756,js/unused-local-variable,packages/kit/src/views/Discovery/pages/BookmarkListModal/index.tsx,5
qalert-3e97f1151f7505d83e3be673,rccluster-9db5fb2e5fdcb62e310d,mendableai/firecrawl,1735,js/unused-local-variable,apps/api/src/controllers/v1/__tests__/urlValidation.test.ts,2
qalert-3eba5d27ba8b733373d04c29,rccluster-a5f10db44c664f4edbcc,microsoft/ApplicationInsights-JS,2595,js/unused-local-variable,extensions/applicationinsights-dependencies-js/Tests/Unit/src/ajax.tests.ts,1589
qalert-3f09e2fb7d3add89b89de2a0,rccluster-ad22cdd9baa5004c0b70,stanford-crfm/levanter,1015,py/multiple-definition,src/levanter/layers/attention.py,1704
qalert-3f293488b82f5f7ea60df7c3,rccluster-c4172751de38c202fd0a,unsend-dev/unsend,164,js/unused-local-variable,apps/web/src/server/public-api/api/emails/batch-email.ts,3
qalert-3f4028862c315816300f9fa7,rccluster-b063871680ebd68aef14,onlook-dev/onlook,2169,js/unused-local-variable,apps/web/client/src/app/api/stripe/route.ts,32
qalert-3fd980e94129f023668d85c6,rccluster-302a1b104d201c23718c,microsoft/RD-Agent,975,py/unused-local-variable,rdagent/scenarios/data_science/proposal/exp_gen/proposal.py,1132
qalert-3ff1c1c058d7d5032b7bebfe,rccluster-5c3335fca4a7aaf31ec6,rsyslog/rsyslog,5665,cpp/implicit-function-declaration,plugins/fmpcre/fmpcre.c,97
qalert-3fffa92fc986dc76dcf6a2cb,rccluster-33ebb4e4319a6f1ee5a5,sam-goodwin/alchemy,251,js/trivial-conditional,alchemy/test/stripe/card.test.ts,79
qalert-4045ebe77852cfb24dc0b10f,rccluster-02b50ca330f83031e263,CapSoftware/Cap,567,js/unused-local-variable,apps/web/app/api/upload/[...route]/multipart.ts,18
qalert-4065f7ec73a88af5e2474b62,rccluster-89c514861c1f8680bf59,crewAIInc/crewAI,1892,py/unused-import,src/crewai/flow/persistence/sqlite.py,8
qalert-4153b9ef0a0dd8d768650b11,rccluster-d8d7f428b3f8a79e19cd,ucbepic/docetl,377,py/unused-import,tests/conftest.py,2
qalert-418b53bbd75a73fa3e2c7395,rccluster-8b8edc152f33518be1b9,crewAIInc/crewAI,1892,py/unused-global-variable,src/crewai/flow/persistence/__init__.py,17
qalert-418fdaf122171ab7b32d2bf6,rccluster-05469ccac37ed10f86cf,Codehagen/Badget,294,js/unused-local-variable,src/app/(marketing)/help/[slug]/page.tsx,8
qalert-4195e68c69914653ea9f3f39,rccluster-405b90bf7d928b38532c,onlook-dev/onlook,2088,js/unused-local-variable,apps/web/client/src/app/project/[id]/_components/editor-bar/panels/typography.tsx,36
qalert-41eeaf892e96ff23066c0f14,rccluster-33ebb4e4319a6f1ee5a5,sam-goodwin/alchemy,251,js/trivial-conditional,alchemy/test/stripe/card.test.ts,79
qalert-42032d2b96d373c0ed3511dc,rccluster-6d9022adede7f615bf88,TobikoData/sqlmesh,4667,py/empty-except,sqlmesh/lsp/completions.py,69
qalert-425aa1fa83b6bbbfe33d230b,rccluster-c64cb23b290a3efbf4ce,elizaOS/eliza,5565,js/unused-local-variable,scripts/pre-commit-lint.js,45
qalert-426e2a724cc4c982a40589a3,rccluster-88a5308b0e4293a04143,nrwl/nx,31621,js/unused-local-variable,packages/webpack/src/executors/webpack/webpack.impl.ts,26
qalert-429bdad798d24fe1b00da4a0,rccluster-bde5a73d37d8a1e0d137,HumanSignal/label-studio-ml-backend,782,py/unused-import,label_studio_ml/examples/timeseries_segmenter/tests/test_segmenter.py,7
qalert-42c080e5b738177cc7a44708,rccluster-d2b091029ef8c28e41fc,PythonNest/PyNest,107,py/unused-import,examples/guard_examples.py,11
qalert-42df6b0300fcd1e0796ff458,rccluster-bd787723ca271c6358de,mendableai/firecrawl,1557,js/automatic-semicolon-insertion,apps/api/src/lib/generate-llmstxt/generate-llmstxt-supabase.ts,44
qalert-42fefd1a59376806bc279856,rccluster-f792c5691a26c343dfc3,maybe-finance/maybe,2389,rb/useless-assignment-to-local,test/system/settings/api_keys_test.rb,74
qalert-43aae9ad5b2df36315bd643b,rccluster-10f751f4b3b869670ecc,nrwl/nx,31621,js/unused-local-variable,packages/rspack/src/executors/module-federation-ssr-dev-server/module-federation-ssr-dev-server.impl.ts,23
qalert-43ab591198accfb1e11dc82d,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,242
qalert-44d748cad6f8887f9a7c1dc5,rccluster-0adf8ec5f3acd80780f8,useautumn/autumn,95,js/unused-local-variable,vite/src/views/products/CreateProduct.tsx,9
qalert-452ad32ec58afb7aeece359d,rccluster-9bf17e0c7a128d837a26,Skyvern-AI/skyvern,2435,py/unsafe-cyclic-import,skyvern/forge/sdk/executor/factory.py,1
qalert-45778a1b78023f9d83fb391d,rccluster-9bf17e0c7a128d837a26,Skyvern-AI/skyvern,2435,py/cyclic-import,skyvern/services/workflow_service.py,9
qalert-465bc8d8a70bc495aa16fdef,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/LibraryCustomization.java,48
qalert-4752038a8739d2dc785da519,rccluster-4c07f93f0b1193770e4f,CapSoftware/Cap,561,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/settings/license.tsx,200
qalert-4777700458c1a72c76ae9fd8,rccluster-8d4e3632aaf38f356ec5,airbytehq/airbyte,52591,py/unused-import,airbyte-integrations/connectors/destination-milvus/integration_tests/milvus_integration_test.py,11
qalert-47781e47d74e455a687a1bdd,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ConstructorCustomization.java,44
qalert-47cf4497de175910d27a6936,rccluster-aa847c5567edd326f20a,CapSoftware/Cap,567,js/unused-local-variable,apps/web/app/api/utils.ts,7
qalert-484d47b3f22df3bf8c4f7dc6,rccluster-e4e9949175b7cf6bd6eb,Kiln-AI/Kiln,365,py/unused-import,libs/core/kiln_ai/adapters/extractors/test_extractor_runner.py,1
qalert-488cd2d1da4b274a76212514,rccluster-c60263040b2ced58fc05,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/settings/license.tsx,25
qalert-49390bf9fedc2e6d9197dd37,rccluster-d33d1e3da82bd2c6b2c7,vlm-run/vlmrun-hub,123,py/unused-import,vlmrun/hub/schemas/contrib/document/bank_check.py,1
qalert-498e69e40a5634ed43264708,rccluster-20824d112f87058a9a9c,getsentry/sentry,93709,py/uninitialized-local-variable,src/sentry/incidents/metric_alert_detector.py,112
qalert-49a729daeffdbdf1a9cd6ef2,rccluster-7e2b17f04e6a29a5480d,yysun/apprun,148,js/unused-local-variable,src/apprun.ts,67
qalert-49bac443d9ddc849f4e8820c,rccluster-ff2fb4790173f70e538c,different-ai/note-companion,343,js/unused-local-variable,packages/plugin/views/assistant/inbox-logs.tsx,20
qalert-4aac9d9050fb6c9c521af008,rccluster-c1fee75d53547900db79,Netflix/metaflow,2467,py/mixed-returns,metaflow/_vendor/typeguard/_functions.py,262
qalert-4b46d531fab3e1253e894616,rccluster-93b5fbef7dfa34cf01b7,OpenPipe/ART,161,py/unused-import,dev/tau-bench/run_rl.py,7
qalert-4bc83683eb831c0fbcb0777b,rccluster-3c15f2f67459bdd719ea,microsoft/azure-devops-mcp,248,js/unused-local-variable,src/tools/workitems.ts,9
qalert-4bf44f2f9f1faee8de7f163e,rccluster-dd496ef0d1e7fac95de8,willccbb/verifiers,161,py/empty-except,environments/toxicity_explanation/toxicity_explanation.py,132
qalert-4d31f9838419503f3083d1f5,rccluster-2d7f558feb806419a72d,streamich/memfs,1124,js/unused-local-variable,src/core/Link.ts,6
qalert-4d37fe52432d6ff10b2f3bed,rccluster-cf9f0641cf1859631616,crewAIInc/crewAI,1892,py/unused-import,tests/test_flow_persistence.py,4
qalert-4ddbcf923fcdae0596e7270d,rccluster-5cf09cff87ef2f239901,dust-tt/dust,10572,js/unused-local-variable,front/hooks/useChangeMembersRoles.ts,7
qalert-4e1088e24a5caad74754800e,rccluster-1a8c59efdc71651f6460,willccbb/verifiers,166,py/empty-except,environments/tau2_bench/tau2_bench.py,188
qalert-4ea000f27f2c9f44fe89fb58,rccluster-ad22cdd9baa5004c0b70,stanford-crfm/levanter,1015,py/multiple-definition,src/levanter/layers/attention.py,1703
qalert-4edc850e96d2e1a3e294f609,rccluster-3c06393fe7df6d3f4c40,CapSoftware/Cap,574,js/unused-local-variable,apps/web/app/dashboard/caps/Caps.tsx,15
qalert-4ef16f3e2227714ae7d8ede3,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,601
qalert-4f0452a207ae661f195b831f,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PropertyCustomization.java,75
qalert-4fd2796e0242eff3b45dfccc,rccluster-d4bcf049622d96ebcd07,keephq/keep,5015,py/unused-import,tests/test_smtp_provider.py,7
qalert-5056d6af56372c057621f2d5,rccluster-ce60046af478a081dc45,ryokun6/ryos,66,js/unused-local-variable,src/apps/terminal/components/TerminalAppComponent.tsx,20
qalert-50ac954f40e4d61d4383bb0e,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PropertyCustomization.java,77
qalert-50f0a9173cb144e2bc25a0d6,rccluster-966d315e4762fa71c63e,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/upgrade.tsx,10
qalert-5110cc1022128022d0d8ce9e,rccluster-3db8c83bc83367996804,hasanharman/form-builder,79,js/unused-local-variable,app/(static)/templates/[category]/page.tsx,10
qalert-511d03322ade73ccb4519952,rccluster-bbb181e33e7f33f41ca2,willccbb/verifiers,166,py/empty-except,environments/tau2_bench/tau2_bench.py,380
qalert-5150b2f52ff8fbf8fb1cd0be,rccluster-d6f2bf95d17bb56404a5,Codehagen/Badget,295,js/unused-local-variable,src/actions/plaid-actions.ts,217
qalert-518d691a1dd2fd590e610706,rccluster-07412c67d2c3beb23667,axinc-ai/ailia-models,1704,py/redundant-assignment,face_recognition/6d_repnet_360/utils_6d_repnet_360/functions.py,152
qalert-525326a333d16f846b0956b9,rccluster-bc612226925d74ac81cc,airbytehq/airbyte,56389,py/unused-import,airbyte-integrations/connectors/destination-glassflow/destination_glassflow/run.py,8
qalert-530e9d938c8ede01c7fe97b8,rccluster-3a2cbcf9125ba2eacc2e,microsoft/ApplicationInsights-JS,2583,js/unused-local-variable,AISKU/Tests/Unit/src/IAnalyticsConfig.Tests.ts,5
qalert-5345f584292cd818768dda6d,rccluster-a5f10db44c664f4edbcc,microsoft/ApplicationInsights-JS,2595,js/unused-local-variable,extensions/applicationinsights-dependencies-js/Tests/Unit/src/ajax.tests.ts,132
qalert-5381f910df401f0524732fc7,rccluster-da4df3e97d1b525dd540,different-ai/note-companion,300,js/unused-local-variable,packages/web/app/api/(newai)/chat/route.ts,1
qalert-53b6c14b96057f3b1d74ca14,rccluster-ce06651f1a0df4480509,lingodotdev/lingo.dev,700,js/unused-local-variable,packages/cli/src/cli/loaders/mdx2/locked-patterns.ts,5
qalert-53e690f9b578250f400f6309,rccluster-b56b192b439bdbbc8474,BeehiveInnovations/zen-mcp-server,95,py/repeated-import,tools/base.py,710
qalert-542c7dc700b727300c0f3331,rccluster-cf9f0641cf1859631616,crewAIInc/crewAI,1892,py/unused-import,tests/test_flow_persistence.py,10
qalert-544f7310e16f5acdce4a9df7,rccluster-012d7ea222586df1203c,elie222/inbox-zero,494,js/unused-local-variable,apps/web/components/SideNav.tsx,6
qalert-54811949dba8fbc48d615e9a,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PackageCustomization.java,59
qalert-551351325ef32e7a38b0f54d,rccluster-36837d2e4cc90b4c6f6e,goat-sdk/goat,174,js/unused-local-variable,typescript/packages/plugins/coingecko/src/request.ts,1
qalert-55305bdd3d98bdbd41037c3e,rccluster-d2e7d48c08bffbd2490e,jxxghp/MoviePilot,4577,py/empty-except,app/helper/memory.py,226
qalert-55902537a6f2d36c0e88012a,rccluster-20a914f6644a19001103,ucbepic/docetl,378,py/unused-import,tests/test_output_modes.py,10
qalert-55944a33f8895668e316e759,rccluster-103c68d7c83bc5dfd7a1,OneKeyHQ/app-monorepo,6756,js/unused-local-variable,packages/kit/src/views/AccountManagerStacks/components/AccountEdit/AccountRenameButton.tsx,31
qalert-559f1110570fe9df4ec92955,rccluster-8e01d19092c7c04012b9,CapSoftware/Cap,574,js/unused-local-variable,apps/web/actions/video/upload.ts,69
qalert-55d6feca02c016c8a647a5d0,rccluster-3a2cbcf9125ba2eacc2e,microsoft/ApplicationInsights-JS,2583,js/unused-local-variable,AISKU/Tests/Unit/src/IAnalyticsConfig.Tests.ts,59
qalert-55eb8802ea884bdc19653e0c,rccluster-11c82171a693b6530e46,pdfme/pdfme,1059,js/redundant-operation,packages/pdf-lib/src/utils/elements/Ellipse.ts,79
qalert-568f9b3bc537dacdd459343c,rccluster-84b8ccd42469eacd4aa0,microsoft/typespec,7426,java/deprecated-call,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/ClassCustomization.java,554
qalert-56c7d475df684d8e1bf401a3,rccluster-f0a555838f128311f134,vgmtrans/vgmtrans,612,cpp/commented-out-code,src/main/formats/KonamiSnes/KonamiSnesSeq.cpp,1004
qalert-57bddf6e6e9a7551458f8adb,rccluster-f7b342b341016f2db787,OpenHFT/Chronicle-Wire,1061,java/unknown-javadoc-parameter,src/main/java/net/openhft/chronicle/wire/WireOut.java,317
qalert-57c0eabe51f2c90f454d1c43,rccluster-5cdcd2d18989e1172b27,jina-ai/node-DeepResearch,2,js/automatic-semicolon-insertion,src/tools/query-rewriter.ts,95
qalert-57d325da55132103b5b8aec9,rccluster-302a1b104d201c23718c,microsoft/RD-Agent,975,py/inheritance/signature-mismatch,rdagent/scenarios/data_science/proposal/exp_gen/proposal.py,906
qalert-5852925d4f6b648675b2754c,rccluster-69b3cd42ea5991b799d4,langbot-app/LangBot,1418,py/missing-call-to-init,pkg/provider/modelmgr/requesters/modelscopechatcmpl.py,17
qalert-58c8060bcbb9ef10e8b801b2,rccluster-0636c615dd36b0f63dda,axinc-ai/ailia-models,1704,py/unused-import,face_recognition/6d_repnet_360/6d_repnet_360.py,10
qalert-59223098bd9f0631b0567fe7,rccluster-00d6228c9571aeecfd48,nrwl/nx,31621,js/unused-local-variable,packages/react/src/generators/stories/stories.ts,21
qalert-5a2159a61cdf71c8255f9507,rccluster-79e675185f70a2fb43c8,bytebot-ai/bytebot,35,js/useless-assignment-to-local,packages/bytebotd/src/mcp/compressor.ts,41
qalert-5a50392490478f83a83b4cfe,rccluster-ef74b2faf8fcf590e0fa,elizaOS/eliza,5565,js/unused-local-variable,packages/cli/tests/commands/test-utils.ts,6
qalert-5a5fbdfcb0c9d0274058203a,rccluster-d6a17903fe0c1f7c6d9d,langbot-app/LangBot,1418,py/unreachable-statement,pkg/provider/modelmgr/requesters/modelscopechatcmpl.py,110
qalert-5a67fef6365dd5f4fff9a971,rccluster-21fb698b8728966835e9,mendableai/firecrawl,1851,js/automatic-semicolon-insertion,apps/api/src/controllers/v2/crawl-status.ts,249
qalert-5a9b1e3d203a07e6b3800e8b,rccluster-6a0d5f3e3b897c3b4705,microsoft/typespec,7426,java/missing-override-annotation,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/implementation/ls/EclipseLanguageClient.java,201
qalert-5ab2a87c804355c13812e578,rccluster-ea3a9f206c4bb70e111c,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/routes/(window-chrome)/settings/license.tsx,200
qalert-5ab42b76f4aa0da50a178de2,rccluster-6f99608447c03fd3c812,unclecode/crawl4ai,1152,py/exit-from-finally,crawl4ai/utils.py,1200
qalert-5aefd97a9c6e469742cd76a9,rccluster-bbda2d2064d71f965629,crewAIInc/crewAI,2277,py/unused-import,src/crewai/crew.py,11
qalert-5bd0cefb0aae62ff1ac89659,rccluster-bf7e2604ffdc4cb38ede,different-ai/note-companion,300,js/unused-local-variable,packages/plugin/views/assistant/ai-chat/chat.tsx,15
qalert-5c09363b04abf846678b9a37,rccluster-3be08b86f241796b2944,Kiln-AI/Kiln,361,py/call/wrong-named-argument,libs/core/kiln_ai/adapters/data_gen/test_data_gen_task.py,307
