scenario,repo_name,pr_number,group,ai,task_type,repo_language,log1p_changed_kloc,overlap_weight,introduced_quality_any,introduced_quality_alerts,introduced_security_any,introduced_security_alerts
baseline,onlook-dev/onlook,1915,human,0,feat,TypeScript,0.004987541511039074,1.0,0,0,0,0
baseline,tokens-studio/figma-plugin,3288,human,0,fix,TypeScript,0.01882175424058776,1.0,0,0,0,0
baseline,tegnike/aituber-kit,404,human,0,feat,TypeScript,0.06859279146561172,1.0,1,3,0,0
baseline,crewAIInc/crewAI,2570,human,0,fix,Python,0.07788653865707122,1.0,1,3,0,0
baseline,crewAIInc/crewAI,2595,human,0,feat,Python,0.005982071677547464,1.0,0,0,0,0
baseline,reown-com/appkit,4230,human,0,feat,TypeScript,0.08065790301745447,1.0,0,0,0,0
baseline,Azure/azure-sdk-for-js,32501,human,0,refactor,TypeScript,0.17479329037316305,1.0,0,0,0,0
baseline,OpenPipe/ART,111,human,0,fix,Python,2.4216117994156865,1.0,0,0,0,0
baseline,openai/openai-agents-js,58,human,0,fix,TypeScript,0.7476353658440151,1.0,0,0,0,0
baseline,Significant-Gravitas/AutoGPT,10139,human,0,fix,Python,0.1231021971339834,1.0,0,0,0,0
baseline,sakaiproject/sakai,13692,human,0,fix,Java,0.013902905168991422,1.0,0,0,0,0
baseline,anyproto/anytype-ts,1419,human,0,feat,TypeScript,0.645531326618282,1.0,1,1,1,1
baseline,mlflow/mlflow,16001,human,0,fix,Python,0.014888612493750654,1.0,0,0,0,0
baseline,antiwork/gumroad,138,human,0,feat,Ruby,0.006975613736425242,1.0,0,0,0,0
baseline,calcom/cal.com,19058,human,0,fix,TypeScript,0.017839918128331,1.0,0,0,0,0
baseline,ckan/ckan,8726,human,0,fix,Python,0.005982071677547464,1.0,0,0,0,0
baseline,onlook-dev/onlook,1901,human,0,fix,TypeScript,5.146325188811445,1.0,0,0,0,0
baseline,onlook-dev/onlook,1882,human,0,feat,TypeScript,0.11422114409002286,1.0,0,0,0,0
baseline,gridaco/grida,241,human,0,feat,TypeScript,4.04489167850257,1.0,1,9,0,0
baseline,CapSoftware/Cap,286,human,0,feat,TypeScript,0.7561219797213337,1.0,1,4,0,0
baseline,marimo-team/marimo,5476,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
baseline,microsoft/vscode,248158,human,0,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
baseline,gptme/gptme,511,human,0,feat,Python,0.06203539091945264,1.0,0,0,0,0
baseline,remotion-dev/remotion,5022,human,0,feat,TypeScript,1.0966102859974365,1.0,0,0,0,0
baseline,catatsuy/private-isu,681,human,0,fix,JavaScript,0.005982071677547464,1.0,0,0,0,0
baseline,goat-sdk/goat,266,human,0,fix,TypeScript,0.05921185963184608,1.0,0,0,0,0
baseline,liam-hq/liam,1037,human,0,feat,TypeScript,0.09075436326846414,1.0,0,0,0,0
baseline,microsoft/vscode,241236,human,0,fix,TypeScript,0.012916225266546328,1.0,0,0,0,0
baseline,wix/react-native-ui-lib,3478,human,0,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
baseline,NangoHQ/nango,3659,human,0,feat,TypeScript,0.1406311297397456,1.0,0,0,0,0
baseline,different-ai/note-companion,378,human,0,fix,TypeScript,0.6130211360806604,1.0,1,4,1,2
baseline,microsoft/vscode-mssql,18928,human,0,fix,TypeScript,0.07881118042428978,1.0,0,0,0,0
baseline,marimo-team/marimo,5399,human,0,fix,Python,0.06485097231961631,1.0,0,0,0,0
baseline,microsoft/typespec,5971,human,0,fix,Java,0.030529205034822874,1.0,0,0,0,0
baseline,onlook-dev/onlook,1284,human,0,fix,TypeScript,0.004987541511039074,1.0,0,0,0,0
baseline,getsentry/sentry,83085,human,0,fix,Python,0.11332868530700317,1.0,0,0,0,0
baseline,Kiln-AI/Kiln,258,human,0,feat,Python,0.36672427979173383,1.0,0,0,1,1
baseline,gofiber/fiber,3320,human,0,refactor,Go,0.005982071677547464,1.0,0,0,0,0
baseline,marimo-team/marimo,4890,human,0,feat,Python,0.014888612493750654,1.0,0,0,0,0
baseline,analogdotnow/Analog,147,human,0,feat,TypeScript,0.11600367575630613,1.0,0,0,0,0
baseline,PrunaAI/pruna,174,human,0,fix,Python,0.005982071677547464,1.0,0,0,0,0
baseline,assistant-ui/assistant-ui,1398,human,0,feat,TypeScript,0.02566774674857779,1.0,0,0,0,0
baseline,irsyadadl/intentui,389,human,0,fix,TypeScript,0.011928570865273802,1.0,0,0,0,0
baseline,cartography-cncf/cartography,1571,human,0,feat,Python,0.44532664153329504,1.0,1,1,0,0
baseline,mlflow/mlflow,14364,human,0,fix,Python,0.02566774674857779,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2720,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2940,human,0,feat,Python,0.01587334915629015,1.0,0,0,0,0
baseline,NangoHQ/nango,4244,human,0,feat,TypeScript,0.3140805463063118,1.0,0,0,0,0
baseline,Kanaries/graphic-walker,450,human,0,fix,TypeScript,0.27990188513281866,1.0,1,1,0,0
baseline,afadil/wealthfolio,244,human,0,feat,TypeScript,0.3611648492115844,1.0,0,0,0,0
baseline,a16z/halmos,486,human,0,fix,Python,0.019802627296179712,1.0,0,0,0,0
baseline,mlflow/mlflow,15985,human,0,feat,Python,0.028587456851912555,1.0,0,0,0,0
baseline,promptfoo/promptfoo,4459,human,0,fix,TypeScript,0.19638881400539013,1.0,0,0,0,0
baseline,openops-cloud/openops,286,human,0,fix,TypeScript,0.14928170271575444,1.0,0,0,0,0
baseline,calcom/cal.com,18635,human,0,fix,TypeScript,0.1231021971339834,1.0,0,0,0,0
baseline,PrefectHQ/prefect,18386,human,0,feat,Python,0.028587456851912555,1.0,0,0,0,0
baseline,Codehagen/Badget,290,human,0,feat,TypeScript,1.5282278570085572,1.0,1,1,0,0
baseline,crewAIInc/crewAI-tools,345,human,0,feat,Python,0.19556678354397528,1.0,0,0,0,0
baseline,modelcontextprotocol/inspector,425,human,0,fix,TypeScript,0.013902905168991422,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2370,human,0,fix,Python,0.003992021269537453,1.0,0,0,0,0
baseline,box/box-ui-elements,4036,human,0,feat,JavaScript,0.1510028735365274,1.0,0,0,0,0
baseline,remotion-dev/remotion,5051,human,0,fix,TypeScript,0.06765864847381481,1.0,0,0,0,0
baseline,browserbase/stagehand,690,human,0,feat,TypeScript,0.05638033343610764,1.0,1,2,0,0
baseline,temporalio/temporal,7103,human,0,feat,Go,0.1231021971339834,1.0,0,0,0,0
baseline,mlflow/mlflow,16125,human,0,feat,Python,0.08250122151174369,1.0,0,0,0,0
baseline,goat-sdk/goat,287,human,0,refactor,TypeScript,0.010939940038334364,1.0,0,0,0,0
baseline,roboflow/inference,1331,human,0,fix,Python,0.02176149178151269,1.0,0,0,0,0
baseline,marimo-team/marimo,4666,human,0,fix,Python,0.007968169649176874,1.0,0,0,0,0
baseline,antiwork/gumroad,291,human,0,fix,Ruby,0.007968169649176874,1.0,0,0,0,0
baseline,devitocodes/devito,2555,human,0,feat,Python,0.04114194333117518,1.0,0,0,0,0
baseline,janbjorge/pgqueuer,401,human,0,fix,Python,0.7738050835773997,1.0,0,0,0,0
baseline,liam-hq/liam,854,human,0,feat,TypeScript,0.302324349188651,1.0,0,0,0,0
baseline,BerriAI/litellm,10903,human,0,feat,Python,0.0916671885258238,1.0,0,0,0,0
baseline,onlook-dev/onlook,1179,human,0,fix,TypeScript,0.07232066157962612,1.0,0,0,1,1
baseline,microsoft/typespec,7362,human,0,fix,Java,0.001998002662673056,1.0,0,0,0,0
baseline,mtrojnar/osslsigncode,429,human,0,fix,C,0.1231021971339834,1.0,0,0,0,0
baseline,arikchakma/maily.to,148,human,0,fix,TypeScript,0.004987541511039074,1.0,0,0,0,0
baseline,a16z/halmos,456,human,0,feat,Python,0.1578580846155803,1.0,0,0,0,0
baseline,appsmithorg/appsmith,39939,human,0,feat,TypeScript,0.4363175715909291,1.0,0,0,0,0
baseline,RooCodeInc/Roo-Code,4115,human,0,refactor,TypeScript,0.2911759617060367,1.0,0,0,0,0
baseline,thirdweb-dev/js,7459,human,0,feat,TypeScript,0.05259245011917058,1.0,0,0,0,0
baseline,mendableai/firecrawl,1196,human,0,feat,TypeScript,0.045928931888399804,1.0,0,0,0,0
baseline,elie222/inbox-zero,303,human,0,fix,TypeScript,0.02176149178151269,1.0,0,0,0,0
baseline,lightdash/lightdash,13306,human,0,fix,TypeScript,0.008959741371471904,1.0,0,0,0,0
baseline,bytebot-ai/bytebot,33,human,0,feat,TypeScript,1.2116433106301556,1.0,0,0,0,0
baseline,wix/react-native-ui-lib,3502,human,0,refactor,TypeScript,0.008959741371471904,1.0,0,0,0,0
baseline,sam-goodwin/alchemy,155,human,0,feat,TypeScript,0.4272265998896771,1.0,0,0,0,0
baseline,leonardsellem/n8n-mcp-server,41,human,0,feat,TypeScript,0.054488185284069734,1.0,0,0,0,0
baseline,sam-goodwin/alchemy,84,human,0,fix,TypeScript,0.7626732432085555,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2424,human,0,feat,Python,0.045928931888399804,1.0,0,0,0,0
baseline,mendableai/firecrawl,1707,human,0,feat,TypeScript,0.49713229663398817,1.0,0,0,0,0
baseline,liam-hq/liam,577,human,0,feat,TypeScript,0.1831545430978465,1.0,0,0,0,0
baseline,liam-hq/liam,2216,human,0,fix,TypeScript,0.002995508979798479,1.0,0,0,0,0
baseline,amantus-ai/vibetunnel,33,human,0,feat,TypeScript,0.06203539091945264,1.0,0,0,0,0
baseline,pdfme/pdfme,920,human,0,fix,TypeScript,0.04688358589885042,1.0,0,0,0,0
baseline,bespokelabsai/curator,540,human,0,fix,Python,1.0392160787114533,1.0,1,7,1,1
baseline,liam-hq/liam,1453,human,0,refactor,TypeScript,0.5411608235620636,1.0,0,0,0,0
baseline,liam-hq/liam,1859,human,0,feat,TypeScript,1.1052568313867783,1.0,0,0,0,0
baseline,buildbuddy-io/buildbuddy,8537,human,0,feat,Go,0.001998002662673056,1.0,0,0,0,0
baseline,julep-ai/julep,1153,human,0,feat,Python,0.7710337192170165,1.0,0,0,1,2
baseline,liam-hq/liam,548,human,0,fix,TypeScript,0.030529205034822874,1.0,0,0,0,0
baseline,julep-ai/julep,1367,human,0,feat,Python,1.084513364288608,1.0,0,0,0,0
baseline,kubetail-org/kubetail,267,human,0,feat,Go,0.010939940038334364,1.0,0,0,0,0
baseline,onlook-dev/onlook,1779,human,0,fix,TypeScript,0.22154226994723591,1.0,1,1,0,0
baseline,bentoml/BentoML,5190,human,0,fix,Python,0.0295588022415444,1.0,0,0,0,0
baseline,onnx/onnx,7023,human,0,fix,Python,0.003992021269537453,1.0,0,0,0,0
baseline,keephq/keep,3797,human,0,fix,Python,0.006975613736425242,1.0,0,0,0,0
baseline,box/box-ui-elements,4090,human,0,fix,JavaScript,0.07045846364856141,1.0,0,0,0,0
baseline,microsoft/vscode,245908,human,0,fix,TypeScript,0.002995508979798479,1.0,0,0,0,0
baseline,liam-hq/liam,1464,human,0,feat,TypeScript,0.20048886074940359,1.0,0,0,0,0
baseline,akto-api-security/akto,2566,human,0,fix,Java,0.0246926125903715,1.0,0,0,0,0
baseline,bespokelabsai/curator,345,human,0,refactor,Python,0.2507587183471831,1.0,1,4,0,0
baseline,prebid/Prebid.js,13339,human,0,feat,JavaScript,0.5323914016805512,1.0,0,0,0,0
baseline,prebid/Prebid.js,12688,human,0,feat,JavaScript,0.0344014267173324,1.0,0,0,0,0
baseline,antiwork/gumroad,89,human,0,feat,Ruby,0.2783890255401883,1.0,0,0,0,0
baseline,onlook-dev/onlook,1645,human,0,feat,TypeScript,0.10616019582839063,1.0,0,0,0,0
baseline,liam-hq/liam,428,human,0,fix,TypeScript,0.0168571170664229,1.0,0,0,0,0
baseline,gofiber/fiber,3373,human,0,feat,Go,0.2783890255401883,1.0,0,0,0,0
baseline,liam-hq/liam,1730,human,0,feat,TypeScript,0.5630384952129249,1.0,0,0,0,0
baseline,artsy/force,15591,human,0,feat,TypeScript,0.007968169649176874,1.0,0,0,0,0
baseline,onlook-dev/onlook,1377,human,0,refactor,TypeScript,0.002995508979798479,1.0,0,0,0,0
baseline,allenai/reward-bench,242,human,0,feat,Python,0.22394323148477407,1.0,0,0,0,0
baseline,mendableai/firecrawl,1595,human,0,feat,TypeScript,0.054488185284069734,1.0,0,0,0,0
baseline,writer/writer-framework,773,human,0,fix,Python,0.10526051065749295,1.0,0,0,0,0
baseline,crewAIInc/crewAI-tools,316,human,0,feat,Python,0.036331929247390274,1.0,0,0,0,0
baseline,goat-sdk/goat,450,human,0,feat,TypeScript,0.5844477636366044,1.0,0,0,0,0
baseline,antiwork/gumroad,275,human,0,feat,Ruby,0.6486726904581158,1.0,0,0,0,0
baseline,TobikoData/sqlmesh,4427,human,0,feat,Python,0.4388998841944018,1.0,1,1,0,0
baseline,wix/react-native-ui-lib,3512,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,novuhq/novu,8128,human,0,refactor,TypeScript,0.5353230953663781,1.0,1,6,0,0
baseline,rsyslog/rsyslog,5589,human,0,fix,C,0.001998002662673056,1.0,0,0,0,0
baseline,box/box-ui-elements,4052,human,0,fix,JavaScript,0.036331929247390274,1.0,0,0,0,0
baseline,box/box-ui-elements,4016,human,0,fix,JavaScript,0.38662202030668447,1.0,0,0,0,0
baseline,box/box-ui-elements,4144,human,0,feat,JavaScript,0.32497785719547784,1.0,0,0,0,0
baseline,calcom/cal.com,20114,human,0,feat,TypeScript,0.01587334915629015,1.0,0,0,0,0
baseline,mlflow/mlflow,15902,human,0,feat,Python,0.30158497762077235,1.0,0,0,0,0
baseline,mlflow/mlflow,15786,human,0,fix,Python,0.039220713153281295,1.0,0,0,0,0
baseline,liam-hq/liam,629,human,0,feat,TypeScript,0.02273948696948943,1.0,0,0,0,0
baseline,bentoml/BentoML,5249,human,0,fix,Python,0.01587334915629015,1.0,0,0,0,0
baseline,DataDog/dd-trace-go,3128,human,0,fix,Go,0.05638033343610764,1.0,0,0,0,0
baseline,CapSoftware/Cap,548,human,0,feat,TypeScript,0.012916225266546328,1.0,0,0,0,0
baseline,promptfoo/promptfoo,2664,human,0,fix,TypeScript,0.22234323114344062,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2170,human,0,feat,Python,0.036331929247390274,1.0,0,0,0,0
baseline,reown-com/appkit,3961,human,0,feat,TypeScript,0.13540463700620295,1.0,0,0,0,0
baseline,Skyvern-AI/skyvern,1543,human,0,feat,Python,0.03343477608623739,1.0,0,0,0,0
baseline,onlook-dev/onlook,1232,human,0,feat,TypeScript,0.2295231582782488,1.0,0,0,0,0
baseline,liam-hq/liam,602,human,0,feat,TypeScript,0.1406311297397456,1.0,0,0,0,0
baseline,wizarrrr/wizarr,605,human,0,refactor,Python,0.06015392281974709,1.0,1,2,0,0
baseline,prebid/Prebid.js,13205,human,0,feat,JavaScript,0.039220713153281295,1.0,0,0,0,0
baseline,onlook-dev/onlook,1489,human,0,feat,TypeScript,0.1873090983049937,1.0,1,3,0,0
baseline,onlook-dev/onlook,1279,human,0,feat,TypeScript,0.08709470685093376,1.0,0,0,0,0
baseline,appsmithorg/appsmith,39841,human,0,feat,TypeScript,0.07881118042428978,1.0,0,0,0,0
baseline,akto-api-security/akto,2203,human,0,fix,Java,0.014888612493750654,1.0,1,1,0,0
baseline,CapSoftware/Cap,367,human,0,feat,TypeScript,0.01587334915629015,1.0,0,0,0,0
baseline,julep-ai/julep,1007,human,0,fix,Python,0.04210117601863539,1.0,0,0,0,0
baseline,goat-sdk/goat,426,human,0,fix,TypeScript,0.04783732941416013,1.0,0,0,0,0
baseline,remotion-dev/remotion,5179,human,0,feat,TypeScript,0.45552430798090127,1.0,0,0,0,0
baseline,liam-hq/liam,1136,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,onlook-dev/onlook,1902,human,0,fix,TypeScript,5.145509950804155,1.0,1,1,0,0
baseline,antiwork/shortest,407,human,0,feat,TypeScript,0.21672298351128702,1.0,0,0,0,0
baseline,liam-hq/liam,1986,human,0,refactor,TypeScript,0.8518588717147662,1.0,0,0,0,0
baseline,cline/cline,1967,human,0,feat,TypeScript,1.2029723039923526,1.0,1,2,0,0
baseline,crewAIInc/crewAI,2408,human,0,fix,Python,0.06297479916138844,1.0,0,0,0,0
baseline,liam-hq/liam,1087,human,0,fix,TypeScript,0.04210117601863539,1.0,0,0,0,0
baseline,yamadashy/repomix,336,human,0,feat,TypeScript,0.7333289701927772,1.0,1,3,0,0
baseline,AgentOps-AI/agentops,981,human,0,fix,Python,0.12044615307586716,1.0,0,0,0,0
baseline,novuhq/novu,7595,human,0,fix,TypeScript,0.002995508979798479,1.0,0,0,0,0
baseline,OneKeyHQ/app-monorepo,7073,human,0,feat,TypeScript,0.04305948946044697,1.0,0,0,1,1
baseline,Helicone/helicone,3711,human,0,feat,TypeScript,0.020782539182528505,1.0,0,0,0,0
baseline,promptfoo/promptfoo,2707,human,0,fix,TypeScript,0.01587334915629015,1.0,0,0,0,0
baseline,seasonedcc/remix-forms,360,human,0,fix,TypeScript,0.04114194333117518,1.0,0,0,0,0
baseline,featureform/enrichmcp,32,human,0,feat,Python,0.054488185284069734,1.0,0,0,0,0
baseline,mark3labs/mcp-go,13,human,0,fix,Go,0.050693114315518116,1.0,0,0,0,0
baseline,microsoft/vscode-mssql,18821,human,0,fix,TypeScript,0.20130685670503531,1.0,0,0,0,0
baseline,calcom/cal.com,20331,human,0,fix,TypeScript,0.10885440491208209,1.0,0,0,0,0
baseline,jlowin/fastmcp,769,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
baseline,calcom/cal.com,19304,human,0,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
baseline,keephq/keep,3665,human,0,fix,Python,0.013902905168991422,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2573,human,0,fix,Python,0.003992021269537453,1.0,0,0,0,0
baseline,twentyhq/twenty,10415,human,0,feat,TypeScript,0.23269776411902143,1.0,0,0,1,1
baseline,microsoft/vscode,242228,human,0,fix,TypeScript,0.011928570865273802,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2182,human,0,fix,Python,0.009950330853168083,1.0,0,0,0,0
baseline,AmoyLab/Unla,84,human,0,feat,TypeScript,0.11955923505763925,1.0,0,0,0,0
baseline,liam-hq/liam,892,human,0,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
baseline,Skyvern-AI/skyvern,2750,human,0,feat,Python,0.008959741371471904,1.0,0,0,0,0
baseline,calcom/cal.com,20081,human,0,fix,TypeScript,0.009950330853168083,1.0,0,0,0,0
baseline,Skyvern-AI/skyvern,2300,human,0,refactor,Python,0.010939940038334364,1.0,0,0,0,0
baseline,Azure/azure-storage-azcopy,3010,human,0,feat,Go,1.6989129188617031,1.0,1,2,0,0
baseline,OneKeyHQ/app-monorepo,7229,human,0,fix,TypeScript,0.027615167032973367,1.0,0,0,0,0
baseline,amantus-ai/vibetunnel,18,human,0,feat,TypeScript,1.0553567799971524,1.0,0,0,0,0
baseline,microsoft/react-native-windows,14428,human,0,feat,C++,0.0760346862759976,1.0,0,0,0,0
baseline,onlook-dev/onlook,1963,human,0,feat,TypeScript,0.1705863005755337,1.0,1,1,0,0
baseline,calcom/cal.com,20476,human,0,fix,TypeScript,0.07325046173959267,1.0,0,0,0,0
baseline,stack-auth/stack-auth,670,human,0,fix,TypeScript,0.0168571170664229,1.0,0,0,0,0
baseline,jina-ai/node-DeepResearch,31,human,0,fix,TypeScript,0.032467190137501496,1.0,0,0,0,0
baseline,rsyslog/rsyslog,5595,human,0,fix,C,0.009950330853168083,1.0,0,0,0,0
baseline,yamadashy/repomix,313,human,0,feat,TypeScript,1.0188473201992472,1.0,0,0,0,0
baseline,microsoft/vscode-pull-request-github,6582,human,0,fix,TypeScript,0.0009995003330835331,1.0,0,0,0,0
baseline,calcom/cal.com,21147,human,0,feat,TypeScript,0.07510747248680541,1.0,1,1,0,0
baseline,go-vikunja/vikunja,671,human,0,fix,Go,0.003992021269537453,1.0,0,0,0,0
baseline,pterm/pterm,709,human,0,feat,Go,0.0639133257436528,1.0,0,0,0,0
baseline,yamadashy/repomix,353,human,0,feat,TypeScript,0.7309245448939752,1.0,0,0,0,0
baseline,mtrojnar/osslsigncode,423,human,0,feat,C,0.4989554511955033,1.0,0,0,0,0
baseline,AgentOps-AI/agentops,811,human,0,feat,Python,0.924258901523332,1.0,0,0,0,0
baseline,huggingface/huggingface_hub,3005,human,0,feat,Python,0.3400373027857091,1.0,0,0,0,0
baseline,getsentry/sentry-javascript,14887,human,0,feat,TypeScript,0.2615947376884625,1.0,0,0,0,0
baseline,goat-sdk/goat,470,human,0,fix,TypeScript,0.011928570865273802,1.0,0,0,0,0
baseline,lingodotdev/lingo.dev,543,human,0,fix,TypeScript,0.0295588022415444,1.0,0,0,0,0
baseline,mendableai/firecrawl,1409,human,0,feat,TypeScript,0.036331929247390274,1.0,0,0,0,0
baseline,onyx-dot-app/onyx,4956,human,0,fix,Python,0.0295588022415444,1.0,0,0,0,0
baseline,crewAIInc/crewAI,1903,human,0,fix,Python,0.010939940038334364,1.0,0,0,0,0
baseline,liam-hq/liam,2190,human,0,refactor,TypeScript,0.01882175424058776,1.0,0,0,0,0
baseline,remotion-dev/remotion,5093,human,0,fix,TypeScript,0.28367405105424215,1.0,0,0,0,0
baseline,goat-sdk/goat,461,human,0,fix,TypeScript,0.18813794211539445,1.0,0,0,0,0
baseline,promptfoo/promptfoo,2526,human,0,fix,TypeScript,0.02566774674857779,1.0,0,0,0,0
baseline,Kanaries/graphic-walker,437,human,0,fix,TypeScript,0.04305948946044697,1.0,1,1,0,0
baseline,microsoft/vscode,240745,human,0,feat,TypeScript,0.05921185963184608,1.0,0,0,0,0
baseline,box/box-ui-elements,4034,human,0,feat,JavaScript,0.009950330853168083,1.0,0,0,0,0
baseline,goat-sdk/goat,417,human,0,fix,TypeScript,0.012916225266546328,1.0,0,0,0,0
baseline,liam-hq/liam,539,human,0,fix,TypeScript,0.1578580846155803,1.0,0,0,0,0
baseline,mlflow/mlflow,15250,human,0,feat,Python,2.858078108255196,1.0,0,0,0,0
baseline,microsoft/vscode,239134,human,0,fix,TypeScript,0.003992021269537453,1.0,0,0,0,0
baseline,liam-hq/liam,1763,human,0,fix,TypeScript,0.16466662155523387,1.0,0,0,0,0
baseline,commaai/opendbc,1857,human,0,refactor,Python,0.014888612493750654,1.0,0,0,0,0
baseline,Azure/azure-storage-fuse,1785,human,0,fix,Go,0.001998002662673056,1.0,0,0,0,0
baseline,microsoft/vscode,250057,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,bytebot-ai/bytebot,18,human,0,feat,TypeScript,0.9574326752053302,1.0,0,0,0,0
baseline,seasonedcc/remix-forms,283,human,0,fix,TypeScript,0.5417427264007122,1.0,0,0,0,0
baseline,microsoft/HydraLab,698,human,0,feat,Java,0.5822156198526637,1.0,1,1,1,2
baseline,mlflow/mlflow,14632,human,0,feat,Python,0.21672298351128702,1.0,0,0,0,0
baseline,rsyslog/rsyslog,5625,human,0,fix,C,0.007968169649176874,1.0,0,0,0,0
baseline,openai/openai-realtime-agents,69,human,0,refactor,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,microsoft/onnxruntime,24627,human,0,refactor,C++,0.017839918128331,1.0,0,0,0,0
baseline,remotion-dev/remotion,5109,human,0,fix,TypeScript,0.2956502421009578,1.0,0,0,0,0
baseline,wix/react-native-ui-lib,3554,human,0,fix,TypeScript,0.004987541511039074,1.0,0,0,0,0
baseline,liam-hq/liam,838,human,0,feat,TypeScript,1.013054400306463,1.0,0,0,0,0
baseline,RooCodeInc/Roo-Code,1751,human,0,feat,TypeScript,1.1857069955190436,1.0,0,0,0,0
baseline,gofiber/fiber,3359,human,0,feat,Go,0.22474227267790678,1.0,0,0,0,0
baseline,calcom/cal.com,19343,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,dropseed/plain,47,human,0,refactor,Python,1.22759166992457,1.0,0,0,0,0
baseline,liam-hq/liam,2231,human,0,feat,TypeScript,0.31481073984003355,1.0,0,0,0,0
baseline,SoftFever/OrcaSlicer,9643,human,0,fix,C++,0.04879016416943201,1.0,0,0,0,0
baseline,OneKeyHQ/app-monorepo,6645,human,0,fix,TypeScript,0.008959741371471904,1.0,0,0,0,0
baseline,antiwork/shortest,336,human,0,fix,TypeScript,0.008959741371471904,1.0,0,0,0,0
baseline,strawberry-graphql/strawberry,3907,human,0,refactor,Python,0.007968169649176874,1.0,0,0,0,0
baseline,promptfoo/promptfoo,4113,human,0,fix,TypeScript,0.08617769624105233,1.0,0,0,0,0
baseline,Skyvern-AI/skyvern,1542,human,0,refactor,Python,0.03343477608623739,1.0,0,0,0,0
baseline,tokens-studio/figma-plugin,3320,human,0,fix,TypeScript,0.0246926125903715,1.0,0,0,0,0
baseline,AgentOps-AI/agentops,819,human,0,feat,Python,1.358409157630355,1.0,0,0,0,0
baseline,whitphx/stlite,1213,human,0,feat,TypeScript,0.14842000511827327,1.0,0,0,0,0
baseline,crewAIInc/crewAI,2582,human,0,feat,Python,0.8717116884761877,1.0,1,3,0,0
baseline,comet-ml/opik,1311,human,0,feat,Python,0.055434706888100586,1.0,0,0,0,0
baseline,objectionary/eo,4325,human,0,fix,Java,0.061095099359810875,1.0,0,0,0,0
baseline,razimantv/mazegenerator,12,human,0,feat,C++,0.4983481022548781,1.0,0,0,0,0
baseline,onlook-dev/onlook,1938,human,0,feat,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,opengisch/QField,6349,human,0,fix,C++,0.013902905168991422,1.0,0,0,0,0
baseline,crewAIInc/crewAI,3058,human,0,feat,Python,0.316998126785834,1.0,0,0,0,0
baseline,mlflow/mlflow,14689,human,0,fix,Python,0.036331929247390274,1.0,0,0,0,0
baseline,analogdotnow/Analog,119,human,0,fix,TypeScript,0.010939940038334364,1.0,0,0,0,0
baseline,rsyslog/rsyslog,5720,human,0,fix,C,0.002995508979798479,1.0,0,0,0,0
baseline,BerriAI/litellm,10456,human,0,feat,Python,0.023716526617316044,1.0,0,0,0,0
baseline,liam-hq/liam,1997,human,0,fix,TypeScript,0.001998002662673056,1.0,0,0,0,0
baseline,lingodotdev/lingo.dev,866,human,0,fix,TypeScript,0.012916225266546328,1.0,0,0,0,0
baseline,openai/openai-agents-python,386,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
baseline,blorm-network/ZerePy,62,human,0,feat,Python,0.01882175424058776,1.0,1,1,0,0
baseline,sourcebot-dev/sourcebot,331,human,0,feat,TypeScript,0.07510747248680541,1.0,0,0,0,0
baseline,celestiaorg/celestia-core,1997,human,0,fix,Go,0.036331929247390274,1.0,0,0,0,0
baseline,langchain-ai/langsmith-sdk,1641,human,0,fix,Python,0.004987541511039074,1.0,0,0,0,0
baseline,roboflow/inference,1129,human,0,fix,Python,0.1501426584297195,1.0,0,0,0,0
baseline,OHIF/Viewers,4791,human,0,fix,TypeScript,0.30895420772732063,1.0,0,0,0,0
baseline,miurla/morphic,421,human,0,feat,TypeScript,0.045928931888399804,1.0,0,0,0,0
baseline,jina-ai/node-DeepResearch,61,human,0,fix,TypeScript,0.0916671885258238,1.0,0,0,0,0
baseline,tinygrad/tinygrad,10074,human,0,fix,Python,0.001998002662673056,1.0,0,0,0,0
baseline,Azure/azure-sdk-for-js,34088,human,0,fix,TypeScript,0.005982071677547464,1.0,0,0,0,0
baseline,AgentOps-AI/agentops,1018,human,0,feat,Python,0.6026752773958697,1.0,0,0,0,0
