batch_id,sample_order,scale_order,scale_extra_order,size_stratum,repo_id,repo_name,language,stars,pr_id,pr_number,agent,created_at,merged_at,keyword_hit,task_type,task_confidence
scale5000,,,,,34526884,ant-design/ant-design,TypeScript,95512,3238006552,54403,Copilot,2025-07-17T03:54:39Z,2025-07-17T05:47:22Z,fix,fix,10
scale5000,,,,,166018537,elixir-lsp/vscode-elixir-ls,TypeScript,571,3134989901,468,OpenAI_Codex,2025-06-10T22:35:38Z,2025-06-10T22:39:25Z,fix,fix,10
scale5000,,,,,17631024,mihneadb/node-directory-tree,JavaScript,536,3117950607,132,OpenAI_Codex,2025-06-04T13:58:26Z,2025-06-04T14:50:10Z,fix,fix,10
scale5000,,,,,509436902,PriorLabs/TabPFN,Python,4181,3176977180,341,OpenAI_Codex,2025-06-25T21:11:49Z,2025-06-26T07:23:10Z,fix,fix,10
scale5000,,,,,136202695,mlflow/mlflow,Python,21402,3272051898,16927,Copilot,2025-07-29T04:47:04Z,2025-07-29T05:24:21Z,feat,feat,9
scale5000,,,,,517126881,lumen-notes/lumen,TypeScript,525,3125477823,497,OpenAI_Codex,2025-06-06T17:55:29Z,2025-06-09T17:00:50Z,feat,feat,9
scale5000,,,,,958026130,featureform/enrichmcp,Python,583,3151619436,73,OpenAI_Codex,2025-06-16T23:47:42Z,2025-06-17T17:17:12Z,fix,fix,10
scale5000,,,,,732798198,github-copilot-resources/copilot-metrics-viewer,TypeScript,508,3210124941,227,Copilot,2025-07-07T20:08:15Z,2025-07-08T03:50:56Z,fix,fix,10
scale5000,,,,,689765175,different-ai/note-companion,TypeScript,696,2759788051,303,Devin,2024-12-26T13:38:36Z,2024-12-26T13:39:57Z,feat,feat,10
scale5000,,,,,828119367,yamadashy/repomix,TypeScript,18206,3091563647,601,Devin,2025-05-26T15:40:28Z,2025-05-26T15:45:40Z,feat,feat,9
scale5000,,,,,832879402,Kiln-AI/Kiln,Python,4015,3130798860,354,OpenAI_Codex,2025-06-09T16:28:18Z,2025-06-10T04:14:10Z,fix,fix,10
scale5000,,,,,134777298,microsoft/vscode-pull-request-github,TypeScript,2421,3184590998,7139,Copilot,2025-06-28T05:09:17Z,2025-06-30T06:03:27Z,feat,feat,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3272569623,2750,Devin,2025-07-29T07:59:29Z,2025-07-30T06:44:42Z,refactor,refactor,10
scale5000,,,,,496005961,stanford-crfm/levanter,Python,628,3223379169,1051,OpenAI_Codex,2025-07-11T15:45:45Z,2025-07-11T15:46:02Z,refactor,refactor,9
scale5000,,,,,644499668,SimonHalvdansson/Harmonic-HN,Java,746,3129392610,216,OpenAI_Codex,2025-06-09T07:09:50Z,2025-06-09T09:10:27Z,feat,feat,9
scale5000,,,,,647509652,jxxghp/MoviePilot,Python,9129,3212993541,4566,Cursor,2025-07-08T15:38:01Z,2025-07-08T16:12:56Z,feat,feat,9
scale5000,,,,,463116412,seasonedcc/remix-forms,TypeScript,517,3095747340,368,OpenAI_Codex,2025-05-28T02:06:48Z,2025-05-28T02:12:26Z,feat,feat,9
scale5000,,,,,529729250,thirdweb-dev/js,TypeScript,538,3250440158,7669,Cursor,2025-07-22T00:02:21Z,2025-07-22T03:39:26Z,feat,feat,10
scale5000,,,,,959682770,antiwork/gumroad,Ruby,6643,3232980564,641,Devin,2025-07-15T16:54:51Z,2025-07-15T17:45:33Z,feat,feat,9
scale5000,,,,,283046497,airbytehq/airbyte,Python,19011,2814487611,52591,Devin,2025-01-28T02:32:47Z,2025-01-28T06:38:53Z,feat,feat,10
scale5000,,,,,60844169,NewFuture/DDNS,Python,4528,3225037054,514,Copilot,2025-07-12T08:14:43Z,2025-07-13T06:10:55Z,feat,feat,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3161561228,2099,Devin,2025-06-19T23:58:47Z,2025-06-20T09:42:03Z,feat,feat,9
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3175767337,22034,Devin,2025-06-25T13:57:36Z,2025-06-25T20:39:47Z,feat,feat,10
scale5000,,,,,28589709,sakaiproject/sakai,Java,1161,3177212628,13874,Cursor,2025-06-25T23:15:25Z,2025-06-27T17:04:40Z,fix,fix,9
scale5000,,,,,820087727,onlook-dev/onlook,TypeScript,21192,3068128881,1851,Devin,2025-05-16T06:58:46Z,2025-05-16T15:40:38Z,fix,fix,10
scale5000,,,,,828119367,yamadashy/repomix,TypeScript,18206,3071309675,568,Devin,2025-05-18T02:40:32Z,2025-05-18T05:03:27Z,feat,feat,10
scale5000,,,,,400759551,johnwalley/allotment,TypeScript,1138,3133378069,858,OpenAI_Codex,2025-06-10T12:18:59Z,2025-06-10T12:20:08Z,fix,fix,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3077572963,65,OpenAI_Codex,2025-05-20T16:16:02Z,2025-05-20T16:16:10Z,feat,feat,8
scale5000,,,,,172703996,spcl/dace,Python,544,3090570894,2019,Copilot,2025-05-26T09:32:16Z,2025-06-09T16:07:13Z,feat,feat,9
scale5000,,,,,718741813,abi/screenshot-to-code,Python,70493,3144770565,512,OpenAI_Codex,2025-06-13T21:03:07Z,2025-06-18T21:08:00Z,refactor,refactor,10
scale5000,,,,,496005961,stanford-crfm/levanter,Python,628,3181412477,1018,OpenAI_Codex,2025-06-27T05:28:00Z,2025-06-27T05:29:55Z,fix,fix,8
scale5000,,,,,174731004,ikamensh/flynt,Python,718,3265574083,224,OpenAI_Codex,2025-07-26T12:55:33Z,2025-07-26T13:02:21Z,feat,feat,9
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3146957267,251511,Copilot,2025-06-15T01:20:55Z,2025-06-16T22:30:10Z,refactor,refactor,9
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3273214995,2763,Devin,2025-07-29T11:14:07Z,2025-07-30T06:51:12Z,feat,feat,10
scale5000,,,,,26785339,SchemaStore/schemastore,JavaScript,3439,3141023608,4787,Copilot,2025-06-12T17:10:08Z,2025-06-27T19:55:18Z,fix,fix,9
scale5000,,,,,283046497,airbytehq/airbyte,Python,19011,3123587172,61416,Devin,2025-06-06T04:29:09Z,2025-06-06T05:26:52Z,feat,feat,10
scale5000,,,,,50623416,parse-community/parse-dashboard,JavaScript,3773,3208524171,2871,OpenAI_Codex,2025-07-07T10:53:14Z,2025-07-07T11:27:59Z,feat,feat,10
scale5000,,,,,947387660,leonardsellem/n8n-mcp-server,TypeScript,1041,3116930850,32,OpenAI_Codex,2025-06-04T08:16:28Z,2025-06-04T08:16:51Z,fix,fix,9
scale5000,,,,,284805743,primer/view_components,Ruby,537,3123500242,3521,Copilot,2025-06-06T03:16:28Z,2025-06-10T20:07:49Z,refactor,refactor,9
scale5000,,,,,820087727,onlook-dev/onlook,TypeScript,21192,2885384121,1484,Devin,2025-02-27T19:14:29Z,2025-02-28T02:16:06Z,feat,feat,9
scale5000,,,,,689765175,different-ai/note-companion,TypeScript,696,2889086831,338,Devin,2025-03-01T18:47:53Z,2025-03-01T18:49:56Z,feat,feat,9
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3214936781,2451,Devin,2025-07-09T08:01:16Z,2025-07-09T08:41:20Z,feat,feat,10
scale5000,,,,,209376972,jilleb/mib2-toolbox,Python,711,3199432460,299,OpenAI_Codex,2025-07-03T13:36:05Z,2025-07-03T13:37:31Z,fix,fix,10
scale5000,,,,,895253710,Blaizzy/mlx-audio,Python,2524,3071093339,162,OpenAI_Codex,2025-05-17T21:56:20Z,2025-05-17T22:11:06Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3119640633,1887,Devin,2025-06-05T02:28:17Z,2025-06-05T07:27:44Z,feat,feat,9
scale5000,,,,,492128644,whitphx/stlite,TypeScript,1446,2768952674,1208,Devin,2025-01-04T18:20:19Z,2025-01-05T10:50:50Z,fix,fix,10
scale5000,,,,,859956307,aipotheosis-labs/aci,Python,4464,3267051989,554,Devin,2025-07-27T12:23:00Z,2025-07-27T13:01:41Z,feat,feat,9
scale5000,,,,,46398090,datahub-project/datahub,Java,10890,3217207276,14016,Cursor,2025-07-09T21:30:13Z,2025-07-10T16:26:22Z,fix,fix,10
scale5000,,,,,121814210,primer/react,TypeScript,3613,3180429834,6244,Copilot,2025-06-26T21:02:24Z,2025-07-01T21:12:19Z,refactor,refactor,9
scale5000,,,,,993521808,openai/openai-agents-js,TypeScript,925,3158903949,126,OpenAI_Codex,2025-06-19T04:41:36Z,2025-07-10T09:44:15Z,fix,fix,10
scale5000,,,,,60844169,NewFuture/DDNS,Python,4528,3224735740,512,Copilot,2025-07-12T03:08:22Z,2025-07-12T08:11:15Z,refactor,refactor,9
scale5000,,,,,127246132,reown-com/appkit,TypeScript,5202,3081236707,4387,Devin,2025-05-21T19:37:31Z,2025-05-23T07:19:46Z,fix,fix,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3256894007,221,Cursor,2025-07-23T15:48:17Z,2025-07-23T16:16:52Z,feat,feat,9
scale5000,,,,,782539945,miurla/morphic,TypeScript,7858,3059149099,531,Devin,2025-05-13T08:07:23Z,2025-05-13T14:54:17Z,feat,feat,9
scale5000,,,,,958026130,featureform/enrichmcp,Python,583,3140847502,48,OpenAI_Codex,2025-06-12T16:02:48Z,2025-06-12T16:03:15Z,fix,fix,9
scale5000,,,,,653589102,567-labs/instructor,Python,11095,3084795047,1555,Devin,2025-05-22T23:50:59Z,2025-05-29T01:21:57Z,feat,feat,9
scale5000,,,,,274495425,remotion-dev/remotion,TypeScript,23319,3153314282,5400,Copilot,2025-06-17T12:25:04Z,2025-06-17T13:44:03Z,feat,feat,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3225557720,182,Cursor,2025-07-12T16:31:31Z,2025-07-12T16:38:10Z,feat,feat,9
scale5000,,,,,18280236,GitbookIO/gitbook,TypeScript,28156,3192970391,3418,OpenAI_Codex,2025-07-01T15:40:52Z,2025-07-02T06:40:56Z,refactor,refactor,9
scale5000,,,,,674225653,bruin-data/bruin,Go,962,3160289208,813,OpenAI_Codex,2025-06-19T13:09:07Z,2025-06-19T14:30:40Z,feat,feat,9
scale5000,,,,,946380199,openai/openai-agents-python,Python,13119,3081557416,737,OpenAI_Codex,2025-05-21T22:32:37Z,2025-05-23T17:00:11Z,fix,fix,10
scale5000,,,,,398753576,pdfme/pdfme,TypeScript,3389,2887029130,767,Devin,2025-02-28T12:28:40Z,2025-02-28T12:37:03Z,refactor,refactor,9
scale5000,,,,,587050620,stanfordnlp/dspy,Python,26818,3114802893,8318,OpenAI_Codex,2025-06-03T17:16:18Z,2025-06-03T17:26:33Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3129085835,1943,Devin,2025-06-09T04:14:44Z,2025-06-09T04:32:38Z,refactor,refactor,9
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3197534051,22230,Devin,2025-07-03T00:23:22Z,2025-07-03T10:37:16Z,fix,fix,10
scale5000,,,,,496005961,stanford-crfm/levanter,Python,628,3166860267,1009,OpenAI_Codex,2025-06-23T05:48:55Z,2025-06-23T05:49:25Z,fix,fix,10
scale5000,,,,,274495425,remotion-dev/remotion,TypeScript,23319,3153252322,5398,Copilot,2025-06-17T12:03:34Z,2025-06-17T14:02:39Z,feat,feat,9
scale5000,,,,,93882897,shader-slang/slang,C++,4349,3223643354,7728,Copilot,2025-07-11T17:09:16Z,2025-07-16T18:29:55Z,fix,fix,10
scale5000,,,,,93882897,shader-slang/slang,C++,4349,3194130560,7585,Copilot,2025-07-02T00:11:49Z,2025-07-04T08:08:25Z,feat,feat,10
scale5000,,,,,641042935,robinkarlberg/transfer.zip-web,JavaScript,1295,3226615744,39,OpenAI_Codex,2025-07-13T16:10:02Z,2025-07-13T20:20:37Z,feat,feat,9
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3080948143,21444,Devin,2025-05-21T17:24:45Z,2025-05-21T20:10:28Z,feat,feat,10
scale5000,,,,,597502256,keephq/keep,Python,10563,3187312401,5113,Cursor,2025-06-30T06:29:31Z,2025-06-30T13:31:53Z,fix,fix,10
scale5000,,,,,93882897,shader-slang/slang,C++,4349,3253454706,7864,Copilot,2025-07-22T17:10:38Z,2025-07-23T02:03:50Z,fix,fix,10
scale5000,,,,,204027578,estruyf/vscode-front-matter,TypeScript,2257,3143449861,955,Copilot,2025-06-13T12:39:39Z,2025-06-13T12:52:25Z,fix,fix,9
scale5000,,,,,737647437,0x4D31/galah,Go,564,3250199686,33,OpenAI_Codex,2025-07-21T22:25:09Z,2025-07-21T22:25:19Z,fix,fix,9
scale5000,,,,,832879402,Kiln-AI/Kiln,Python,4015,3129055380,348,OpenAI_Codex,2025-06-09T03:49:00Z,2025-06-09T12:48:31Z,feat,feat,9
scale5000,,,,,52271379,ricktu288/ray-optics,JavaScript,1519,3184444530,245,OpenAI_Codex,2025-06-28T02:01:55Z,2025-07-12T00:02:03Z,fix,fix,10
scale5000,,,,,134777298,microsoft/vscode-pull-request-github,TypeScript,2421,3238659253,7322,Copilot,2025-07-17T08:32:34Z,2025-07-17T12:44:35Z,feat,feat,10
scale5000,,,,,10458362,rsyslog/rsyslog,C,2165,3236499567,5803,OpenAI_Codex,2025-07-16T15:54:50Z,2025-07-17T18:31:06Z,fix,fix,9
scale5000,,,,,774497032,MervinPraison/PraisonAI,Python,5243,3116900770,596,OpenAI_Codex,2025-06-04T08:05:10Z,2025-06-04T09:32:07Z,feat,feat,9
scale5000,,,,,820087727,onlook-dev/onlook,TypeScript,21192,3108245528,1999,Devin,2025-06-02T01:52:10Z,2025-06-02T03:40:14Z,feat,feat,10
scale5000,,,,,100061716,nrwl/nx,TypeScript,26524,3150644025,31609,OpenAI_Codex,2025-06-16T16:46:47Z,2025-07-17T16:18:50Z,feat,feat,10
scale5000,,,,,511141524,valkey-io/valkey-glide,Java,538,3239748118,4407,Copilot,2025-07-17T14:11:05Z,2025-07-20T15:51:11Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3275595161,2770,Devin,2025-07-30T04:03:17Z,2025-07-30T05:51:41Z,feat,feat,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3225283637,177,Cursor,2025-07-12T12:21:40Z,2025-07-12T12:53:27Z,feat,feat,9
scale5000,,,,,131619646,dagster-io/dagster,Python,13669,3119387480,30489,OpenAI_Codex,2025-06-04T23:35:54Z,2025-07-03T17:15:06Z,fix,fix,10
scale5000,,,,,771479895,lingodotdev/lingo.dev,TypeScript,2784,3036542397,696,Devin,2025-05-02T17:54:45Z,2025-05-02T18:03:45Z,fix,fix,10
scale5000,,,,,674225653,bruin-data/bruin,Go,962,3137660182,778,OpenAI_Codex,2025-06-11T17:51:07Z,2025-06-11T18:22:49Z,feat,feat,9
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3236293441,256267,Copilot,2025-07-16T14:53:45Z,2025-07-16T17:11:38Z,feat,feat,9
scale5000,,,,,529729250,thirdweb-dev/js,TypeScript,538,3082127177,7123,OpenAI_Codex,2025-05-22T05:45:18Z,2025-05-22T18:00:49Z,fix,fix,9
scale5000,,,,,737647437,0x4D31/galah,Go,564,3070949239,26,OpenAI_Codex,2025-05-17T17:24:04Z,2025-05-17T17:25:44Z,feat,feat,9
scale5000,,,,,965900067,hyperbrowserai/HyperAgent,TypeScript,632,3070320313,35,OpenAI_Codex,2025-05-17T04:26:53Z,2025-05-17T22:24:11Z,fix,fix,10
scale5000,,,,,782539945,miurla/morphic,TypeScript,7858,3273079060,595,Devin,2025-07-29T10:26:11Z,2025-07-29T10:32:54Z,fix,fix,10
scale5000,,,,,963547829,Shopify/roast,Ruby,754,3138117853,245,Claude_Code,2025-06-11T21:06:50Z,2025-06-12T15:12:06Z,feat,feat,10
scale5000,,,,,633927609,promptfoo/promptfoo,TypeScript,7809,3104992434,4263,OpenAI_Codex,2025-05-31T06:24:46Z,2025-06-04T21:37:59Z,feat,feat,10
scale5000,,,,,127246132,reown-com/appkit,TypeScript,5202,3172607599,4564,Devin,2025-06-24T16:32:01Z,2025-06-26T10:19:52Z,fix,fix,10
scale5000,,,,,922278962,RAGEN-AI/RAGEN,Python,2175,3115492498,99,OpenAI_Codex,2025-06-03T21:31:23Z,2025-06-03T21:31:49Z,fix,fix,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3083752121,88,OpenAI_Codex,2025-05-22T15:20:40Z,2025-05-22T15:20:48Z,feat,feat,9
scale5000,,,,,710601088,crewAIInc/crewAI,Python,35096,2762078403,1814,Devin,2024-12-29T02:41:04Z,2024-12-29T04:57:59Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3018869549,1505,Devin,2025-04-25T03:02:56Z,2025-04-25T09:38:22Z,refactor,refactor,10
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3192252952,253266,Copilot,2025-07-01T12:17:36Z,2025-07-07T11:55:53Z,feat,feat,9
scale5000,,,,,50623416,parse-community/parse-dashboard,JavaScript,3773,3244682773,2925,OpenAI_Codex,2025-07-19T00:27:45Z,2025-07-19T02:35:01Z,feat,feat,10
scale5000,,,,,13696235,effekseer/Effekseer,C++,1567,3097347399,1059,OpenAI_Codex,2025-05-28T13:13:47Z,2025-05-28T13:46:10Z,refactor,refactor,9
scale5000,,,,,633927609,promptfoo/promptfoo,TypeScript,7809,3087364774,4146,OpenAI_Codex,2025-05-23T19:39:44Z,2025-05-26T09:09:32Z,feat,feat,10
scale5000,,,,,395140743,skypilot-org/skypilot,Python,8435,3245751377,6305,Cursor,2025-07-19T23:05:48Z,2025-07-19T23:17:52Z,fix,fix,10
scale5000,,,,,381857226,microsoft/typespec,Java,5285,3081186157,7426,Copilot,2025-05-21T19:14:26Z,2025-06-13T23:04:14Z,feat,feat,9
scale5000,,,,,678526156,marimo-team/marimo,Python,14933,2819377735,3621,Devin,2025-01-29T21:35:49Z,2025-01-29T21:50:03Z,fix,fix,10
scale5000,,,,,806618581,afadil/wealthfolio,TypeScript,5304,3161347513,307,OpenAI_Codex,2025-06-19T21:16:28Z,2025-06-27T13:36:08Z,fix,fix,10
scale5000,,,,,349372179,lightdash/lightdash,TypeScript,4935,3256421862,15978,Cursor,2025-07-23T13:31:49Z,2025-07-24T12:34:36Z,feat,feat,10
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3082729515,21468,Devin,2025-05-22T09:39:24Z,2025-05-22T15:24:58Z,refactor,refactor,10
scale5000,,,,,764723738,Skyvern-AI/skyvern,Python,13976,3085074194,2435,OpenAI_Codex,2025-05-23T04:03:53Z,2025-05-23T23:24:41Z,feat,feat,9
scale5000,,,,,49122742,binarywang/WxJava,Java,31663,3258861544,3646,Copilot,2025-07-24T07:38:33Z,2025-07-24T08:39:56Z,fix,fix,10
scale5000,,,,,958026130,featureform/enrichmcp,Python,583,3140755064,46,OpenAI_Codex,2025-06-12T15:32:23Z,2025-06-12T15:33:18Z,fix,fix,9
scale5000,,,,,774497032,MervinPraison/PraisonAI,Python,5243,3116524279,594,OpenAI_Codex,2025-06-04T05:48:40Z,2025-06-04T06:03:42Z,fix,fix,10
scale5000,,,,,398753576,pdfme/pdfme,TypeScript,3389,2896210870,811,Devin,2025-03-05T05:23:10Z,2025-03-05T05:57:53Z,fix,fix,10
scale5000,,,,,136202695,mlflow/mlflow,Python,21402,3119857154,16080,Copilot,2025-06-05T05:07:38Z,2025-06-05T16:11:21Z,feat,feat,9
scale5000,,,,,886899801,vlm-run/vlmrun-hub,Python,528,2776603613,58,Devin,2025-01-09T00:31:13Z,2025-01-09T22:30:42Z,feat,feat,10
scale5000,,,,,771479895,lingodotdev/lingo.dev,TypeScript,2784,3138863707,915,Devin,2025-06-12T05:09:21Z,2025-06-12T08:14:00Z,feat,feat,10
scale5000,,,,,500289888,formbricks/formbricks,TypeScript,11035,3070390119,5830,Devin,2025-05-17T05:42:11Z,2025-05-21T06:05:46Z,feat,feat,10
scale5000,,,,,496005961,stanford-crfm/levanter,Python,628,3213880763,1043,OpenAI_Codex,2025-07-08T22:06:28Z,2025-07-08T22:52:26Z,fix,fix,10
scale5000,,,,,511141524,valkey-io/valkey-glide,Java,538,3231935491,4381,Copilot,2025-07-15T11:41:44Z,2025-07-19T07:38:15Z,fix,fix,10
scale5000,,,,,305438235,chrxh/alien,C++,5211,3227508475,131,Copilot,2025-07-14T06:18:29Z,2025-07-14T06:28:34Z,refactor,refactor,9
scale5000,,,,,995029641,ruvnet/claude-flow,TypeScript,4630,3271081741,490,Claude_Code,2025-07-28T19:22:01Z,2025-07-28T19:33:27Z,feat,feat,9
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3226595415,197,Cursor,2025-07-13T15:38:52Z,2025-07-13T15:39:01Z,feat,feat,9
scale5000,,,,,787076358,mendableai/firecrawl,TypeScript,43970,3264510990,1856,Devin,2025-07-25T22:11:19Z,2025-07-25T22:17:55Z,feat,feat,10
scale5000,,,,,16962535,dynamoose/dynamoose,JavaScript,2223,3077533825,1745,Copilot,2025-05-20T16:01:49Z,2025-05-20T23:19:33Z,feat,feat,10
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,2761639494,18398,Devin,2024-12-28T09:05:40Z,2024-12-28T11:30:14Z,fix,fix,10
scale5000,,,,,457435290,aldinokemal/go-whatsapp-web-multidevice,Go,2131,3209432582,322,Cursor,2025-07-07T15:24:33Z,2025-07-07T16:11:01Z,feat,feat,10
scale5000,,,,,787076358,mendableai/firecrawl,TypeScript,43970,3261577801,1846,Devin,2025-07-25T00:21:25Z,2025-07-25T13:44:27Z,fix,fix,10
scale5000,,,,,234231371,gofiber/fiber,Go,37269,3246334492,3604,OpenAI_Codex,2025-07-20T12:52:55Z,2025-07-20T13:22:08Z,feat,feat,9
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3223799281,22429,Devin,2025-07-11T18:14:45Z,2025-07-11T21:03:36Z,fix,fix,10
scale5000,,,,,923332984,ryokun6/ryos,TypeScript,558,3226408097,193,Cursor,2025-07-13T11:02:02Z,2025-07-13T11:12:13Z,feat,feat,9
scale5000,,,,,305438235,chrxh/alien,C++,5211,3265287216,142,Copilot,2025-07-26T07:27:20Z,2025-07-26T08:01:00Z,feat,feat,9
scale5000,,,,,633927609,promptfoo/promptfoo,TypeScript,7809,2794549110,2723,Devin,2025-01-17T04:38:13Z,2025-01-17T19:35:19Z,fix,fix,10
scale5000,,,,,167828165,ArthurSonzogni/FTXUI,C++,8551,3117812008,1053,OpenAI_Codex,2025-06-04T13:18:10Z,2025-06-04T13:19:03Z,fix,fix,10
scale5000,,,,,705022737,tegnike/aituber-kit,TypeScript,698,2979615970,332,Devin,2025-04-08T12:18:25Z,2025-04-11T22:14:55Z,feat,feat,9
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3129475228,1947,Devin,2025-06-09T07:43:48Z,2025-06-09T11:32:31Z,refactor,refactor,9
scale5000,,,,,993521808,openai/openai-agents-js,TypeScript,925,3144152450,101,OpenAI_Codex,2025-06-13T16:46:47Z,2025-06-16T16:47:14Z,fix,fix,10
scale5000,,,,,525592995,invoke-ai/InvokeAI,TypeScript,25600,3193935940,8171,Cursor,2025-07-01T22:05:41Z,2025-07-02T14:09:22Z,feat,feat,10
scale5000,,,,,820144741,iterative/datachain,Python,2617,3213779460,1215,Cursor,2025-07-08T21:08:03Z,2025-07-12T14:51:23Z,feat,feat,9
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3209954297,254504,Copilot,2025-07-07T18:49:39Z,2025-07-09T16:50:18Z,fix,fix,10
scale5000,,,,,3618686,katspaugh/wavesurfer.js,TypeScript,9541,3172026162,4118,OpenAI_Codex,2025-06-24T13:31:06Z,2025-06-24T13:35:24Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,2968834945,1114,Devin,2025-04-03T09:04:36Z,2025-04-04T09:48:52Z,feat,feat,10
scale5000,,,,,136202695,mlflow/mlflow,Python,21402,3166683250,16385,Copilot,2025-06-23T04:01:41Z,2025-06-23T05:14:55Z,feat,feat,9
scale5000,,,,,617269166,dropseed/plain,Python,619,3086917491,40,OpenAI_Codex,2025-05-23T16:32:13Z,2025-05-23T16:34:06Z,refactor,refactor,9
scale5000,,,,,828119367,yamadashy/repomix,TypeScript,18206,3073761198,578,Devin,2025-05-19T12:58:16Z,2025-05-23T04:45:52Z,feat,feat,9
scale5000,,,,,398753576,pdfme/pdfme,TypeScript,3389,2855417406,717,Devin,2025-02-15T11:26:54Z,2025-02-15T11:30:57Z,feat,feat,10
scale5000,,,,,482225540,busser/tfautomv,Go,839,3124293906,107,Claude_Code,2025-06-06T10:02:14Z,2025-06-06T10:21:58Z,feat,feat,10
scale5000,,,,,296373527,pterm/pterm,Go,5194,3127626091,724,OpenAI_Codex,2025-06-07T22:50:17Z,2025-06-07T22:53:03Z,fix,fix,10
scale5000,,,,,839216423,liam-hq/liam,TypeScript,4194,3222606436,2528,Devin,2025-07-11T11:43:05Z,2025-07-14T02:12:00Z,fix,fix,10
scale5000,,,,,134777298,microsoft/vscode-pull-request-github,TypeScript,2421,3211948604,7258,Copilot,2025-07-08T10:24:38Z,2025-07-10T08:23:01Z,feat,feat,9
scale5000,,,,,674225653,bruin-data/bruin,Go,962,3135062390,759,OpenAI_Codex,2025-06-10T23:30:26Z,2025-06-11T18:54:16Z,feat,feat,9
scale5000,,,,,174731004,ikamensh/flynt,Python,718,3267211349,228,OpenAI_Codex,2025-07-27T15:44:38Z,2025-07-27T15:48:37Z,fix,fix,10
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3119335069,250694,Copilot,2025-06-04T23:01:03Z,2025-06-06T15:23:31Z,feat,feat,9
scale5000,,,,,881458615,browser-use/browser-use,Python,66661,3194931081,2240,Cursor,2025-07-02T07:43:28Z,2025-07-02T08:15:12Z,refactor,refactor,9
scale5000,,,,,873328,getsentry/sentry,Python,41579,3138534395,93402,Cursor,2025-06-12T02:01:39Z,2025-06-17T13:31:13Z,feat,feat,10
scale5000,,,,,136202695,mlflow/mlflow,Python,21402,3184850059,16482,Claude_Code,2025-06-28T11:04:32Z,2025-06-28T11:39:55Z,refactor,refactor,10
scale5000,,,,,32944298,Z3Prover/z3,C++,11228,3176871505,7695,Copilot,2025-06-25T20:28:05Z,2025-06-28T23:06:03Z,fix,fix,10
scale5000,,,,,894659403,goat-sdk/goat,TypeScript,798,2788022491,223,Devin,2025-01-14T18:36:42Z,2025-01-15T15:48:09Z,feat,feat,10
scale5000,,,,,529729250,thirdweb-dev/js,TypeScript,538,3101355536,7206,OpenAI_Codex,2025-05-29T20:01:20Z,2025-05-30T20:08:28Z,feat,feat,9
scale5000,,,,,54298946,camunda/camunda,Java,3746,3230682144,35347,Copilot,2025-07-15T04:05:35Z,2025-07-24T02:46:39Z,feat,feat,10
scale5000,,,,,787076358,mendableai/firecrawl,TypeScript,43970,3261008079,1840,Devin,2025-07-24T19:30:35Z,2025-07-24T22:02:48Z,feat,feat,10
scale5000,,,,,350360184,calcom/cal.com,TypeScript,37399,3220346925,22397,Devin,2025-07-10T18:53:55Z,2025-07-11T07:39:22Z,refactor,refactor,10
scale5000,,,,,41881900,microsoft/vscode,TypeScript,175171,3146933358,251509,Copilot,2025-06-15T00:48:18Z,2025-06-16T06:27:28Z,feat,feat,9
scale5000,,,,,400215964,novuhq/novu,TypeScript,37349,3074160943,8337,Devin,2025-05-19T15:02:59Z,2025-05-19T16:10:24Z,feat,feat,10
scale5000,,,,,787462297,Blaizzy/mlx-vlm,Python,1551,3070113078,360,OpenAI_Codex,2025-05-17T00:45:03Z,2025-05-17T01:20:32Z,feat,feat,9
