batch_id,job_id,repo_id,repo_name,pr_id,pr_number,agent,revision,checkout_ref,base_sha,head_sha,language,codeql_language,codeql_version,query_suite,build_mode,build_command,comparison_status,status,attempts,retry_excluded,retry_excluded_reason
scale5000,elie222_inbox-zero__pr-504__before,665613753,elie222/inbox-zero,3138324128,504,Cursor,before,93b2e8a06533de725ef39bc2d53025db42ab0a77,93b2e8a06533de725ef39bc2d53025db42ab0a77,29b3e7a410b62c2662b6271600174de26be58754,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,elie222_inbox-zero__pr-504__after,665613753,elie222/inbox-zero,3138324128,504,Cursor,after,29b3e7a410b62c2662b6271600174de26be58754,93b2e8a06533de725ef39bc2d53025db42ab0a77,29b3e7a410b62c2662b6271600174de26be58754,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,stanford-crfm_levanter__pr-1049__before,496005961,stanford-crfm/levanter,3220800812,1049,OpenAI_Codex,before,11e62fe0f274ca733416a3995fe2694910e5cac1,11e62fe0f274ca733416a3995fe2694910e5cac1,f96d1b84976472d452ba05537626f32b7c31dea2,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,stanford-crfm_levanter__pr-1049__after,496005961,stanford-crfm/levanter,3220800812,1049,OpenAI_Codex,after,f96d1b84976472d452ba05537626f32b7c31dea2,11e62fe0f274ca733416a3995fe2694910e5cac1,f96d1b84976472d452ba05537626f32b7c31dea2,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,owid_owid-grapher__pr-5078__before,35030133,owid/owid-grapher,3198423879,5078,Copilot,before,e410bcb87b652627f74af2c34647b032a6f4d25b,e410bcb87b652627f74af2c34647b032a6f4d25b,31e9be18ce9221e85209fe6705a05f5ae5320b6b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,owid_owid-grapher__pr-5078__after,35030133,owid/owid-grapher,3198423879,5078,Copilot,after,31e9be18ce9221e85209fe6705a05f5ae5320b6b,e410bcb87b652627f74af2c34647b032a6f4d25b,31e9be18ce9221e85209fe6705a05f5ae5320b6b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,liam-hq_liam__pr-2510__before,839216423,liam-hq/liam,3221517081,2510,Devin,before,6b436066fe07799665f87b65625caff8bc5fcc76,6b436066fe07799665f87b65625caff8bc5fcc76,a32866dc47c3fc518411b31430987e9bcb3f1f7a,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,liam-hq_liam__pr-2510__after,839216423,liam-hq/liam,3221517081,2510,Devin,after,a32866dc47c3fc518411b31430987e9bcb3f1f7a,6b436066fe07799665f87b65625caff8bc5fcc76,a32866dc47c3fc518411b31430987e9bcb3f1f7a,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,celestiaorg_celestia-core__pr-2063__before,221931137,celestiaorg/celestia-core,3172410605,2063,Copilot,before,04fa139b0b770612cc69ffdecea7a2e98793420e,04fa139b0b770612cc69ffdecea7a2e98793420e,e8f6e1f72bb0f98d902c65575abd6b98a2a3e1e4,Go,go,2.23.2,security-and-quality,manual,go build ./...,compared,completed,1,,
scale5000,celestiaorg_celestia-core__pr-2063__after,221931137,celestiaorg/celestia-core,3172410605,2063,Copilot,after,e8f6e1f72bb0f98d902c65575abd6b98a2a3e1e4,04fa139b0b770612cc69ffdecea7a2e98793420e,e8f6e1f72bb0f98d902c65575abd6b98a2a3e1e4,Go,go,2.23.2,security-and-quality,manual,go build ./...,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1753__before,787076358,mendableai/firecrawl,3196981192,1753,Devin,before,179737104d2dec84b36827ae67e11d5e127b8cd1,179737104d2dec84b36827ae67e11d5e127b8cd1,23bfc7c30f50e1ae0fd02c528120d9c2579fc6a8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1753__after,787076358,mendableai/firecrawl,3196981192,1753,Devin,after,23bfc7c30f50e1ae0fd02c528120d9c2579fc6a8,179737104d2dec84b36827ae67e11d5e127b8cd1,23bfc7c30f50e1ae0fd02c528120d9c2579fc6a8,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,LeagueAkari_LeagueAkari__pr-254__before,733416574,LeagueAkari/LeagueAkari,3128027061,254,OpenAI_Codex,before,bfec2cc1dffc21bfe959472021874a924cdfc563,bfec2cc1dffc21bfe959472021874a924cdfc563,29cf4362c25c363b06fb0ec384aa6d56c8c7a861,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,LeagueAkari_LeagueAkari__pr-254__after,733416574,LeagueAkari/LeagueAkari,3128027061,254,OpenAI_Codex,after,29cf4362c25c363b06fb0ec384aa6d56c8c7a861,bfec2cc1dffc21bfe959472021874a924cdfc563,29cf4362c25c363b06fb0ec384aa6d56c8c7a861,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,microsoft_vscode__pr-255991__before,41881900,microsoft/vscode,3231681142,255991,Copilot,before,b5d2dfbd1133331d3ff6f9fca1a4d8920d5cbeb9,b5d2dfbd1133331d3ff6f9fca1a4d8920d5cbeb9,92afe0dd907a87f039215cb26d24a598937eadba,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,microsoft_vscode__pr-255991__after,41881900,microsoft/vscode,3231681142,255991,Copilot,after,92afe0dd907a87f039215cb26d24a598937eadba,b5d2dfbd1133331d3ff6f9fca1a4d8920d5cbeb9,92afe0dd907a87f039215cb26d24a598937eadba,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,OpenPipe_ART__pr-165__before,946178371,OpenPipe/ART,3177433178,165,Cursor,before,f19bc9198516c7ddea5afe85b5340742c30702fe,f19bc9198516c7ddea5afe85b5340742c30702fe,2d0a7c2e629ed58e5db830c008af508977e5d1de,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,OpenPipe_ART__pr-165__after,946178371,OpenPipe/ART,3177433178,165,Cursor,after,2d0a7c2e629ed58e5db830c008af508977e5d1de,f19bc9198516c7ddea5afe85b5340742c30702fe,2d0a7c2e629ed58e5db830c008af508977e5d1de,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,julep-ai_julep__pr-1387__before,781914762,julep-ai/julep,3070860351,1387,OpenAI_Codex,before,8cfb876fbf356f15f78aad9ebeef9134d9994099,8cfb876fbf356f15f78aad9ebeef9134d9994099,7702e4a470ba941bafae297aeec3b432cf496baf,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,julep-ai_julep__pr-1387__after,781914762,julep-ai/julep,3070860351,1387,OpenAI_Codex,after,7702e4a470ba941bafae297aeec3b432cf496baf,8cfb876fbf356f15f78aad9ebeef9134d9994099,7702e4a470ba941bafae297aeec3b432cf496baf,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,liam-hq_liam__pr-1007__before,839216423,liam-hq/liam,2952003676,1007,Devin,before,1f13eb1bd720ef8eafcabd9d3dc28462b38f6a4c,1f13eb1bd720ef8eafcabd9d3dc28462b38f6a4c,a373dbdc51d7fc5a8d9555252db0d893f49088d5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,liam-hq_liam__pr-1007__after,839216423,liam-hq/liam,2952003676,1007,Devin,after,a373dbdc51d7fc5a8d9555252db0d893f49088d5,1f13eb1bd720ef8eafcabd9d3dc28462b38f6a4c,a373dbdc51d7fc5a8d9555252db0d893f49088d5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ArthurSonzogni_FTXUI__pr-1055__before,167828165,ArthurSonzogni/FTXUI,3118566947,1055,OpenAI_Codex,before,44dcd41b5ef4ceb012a678aed5bc597c06734806,44dcd41b5ef4ceb012a678aed5bc597c06734806,137f434d3e361e1761a861e307e594400c682680,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ArthurSonzogni_FTXUI__pr-1055__after,167828165,ArthurSonzogni/FTXUI,3118566947,1055,OpenAI_Codex,after,137f434d3e361e1761a861e307e594400c682680,44dcd41b5ef4ceb012a678aed5bc597c06734806,137f434d3e361e1761a861e307e594400c682680,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,PriorLabs_TabPFN__pr-344__before,509436902,PriorLabs/TabPFN,3176989811,344,OpenAI_Codex,before,6102d8b175c5e66c4790469be2b8d9ec034c6a68,6102d8b175c5e66c4790469be2b8d9ec034c6a68,92aa025d41efa22c7d76d20bad3291b4e572aade,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,PriorLabs_TabPFN__pr-344__after,509436902,PriorLabs/TabPFN,3176989811,344,OpenAI_Codex,after,92aa025d41efa22c7d76d20bad3291b4e572aade,6102d8b175c5e66c4790469be2b8d9ec034c6a68,92aa025d41efa22c7d76d20bad3291b4e572aade,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,BlueWallet_BlueWallet__pr-8010__before,117463191,BlueWallet/BlueWallet,3226738627,8010,Cursor,before,a406d6ae12e8e52343db8e4f11216e0f514927bd,a406d6ae12e8e52343db8e4f11216e0f514927bd,c5c0dccf719e1c0b1132a999bbf6714d4cf921d2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,BlueWallet_BlueWallet__pr-8010__after,117463191,BlueWallet/BlueWallet,3226738627,8010,Cursor,after,c5c0dccf719e1c0b1132a999bbf6714d4cf921d2,a406d6ae12e8e52343db8e4f11216e0f514927bd,c5c0dccf719e1c0b1132a999bbf6714d4cf921d2,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1851__before,787076358,mendableai/firecrawl,3263622772,1851,Devin,before,a9fa2f0aa5f9ac9cd4d8cfec07c7789b6a3690e6,a9fa2f0aa5f9ac9cd4d8cfec07c7789b6a3690e6,2b185b8500bda4637c67a380f90bc74be626184d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1851__after,787076358,mendableai/firecrawl,3263622772,1851,Devin,after,2b185b8500bda4637c67a380f90bc74be626184d,a9fa2f0aa5f9ac9cd4d8cfec07c7789b6a3690e6,2b185b8500bda4637c67a380f90bc74be626184d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,dalathegreat_Battery-Emulator__pr-1290__before,603860295,dalathegreat/Battery-Emulator,3203534257,1290,Copilot,before,289021712785fca361b86d4feebe04e44054b9e3,289021712785fca361b86d4feebe04e44054b9e3,52ee84905625214d50d33c97da4abf0227ed46a0,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,dalathegreat_Battery-Emulator__pr-1290__after,603860295,dalathegreat/Battery-Emulator,3203534257,1290,Copilot,after,52ee84905625214d50d33c97da4abf0227ed46a0,289021712785fca361b86d4feebe04e44054b9e3,52ee84905625214d50d33c97da4abf0227ed46a0,C++,cpp,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,gensx-inc_gensx__pr-837__before,899766976,gensx-inc/gensx,3216135866,837,Cursor,before,bde4630002c3df5961806edce56457b6ff00c7c6,bde4630002c3df5961806edce56457b6ff00c7c6,882d7e09ac5de5e98b19277a4b37ef0fe775eecb,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,gensx-inc_gensx__pr-837__after,899766976,gensx-inc/gensx,3216135866,837,Cursor,after,882d7e09ac5de5e98b19277a4b37ef0fe775eecb,bde4630002c3df5961806edce56457b6ff00c7c6,882d7e09ac5de5e98b19277a4b37ef0fe775eecb,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,cartography-cncf_cartography__pr-1614__before,172811550,cartography-cncf/cartography,3131034017,1614,OpenAI_Codex,before,47accf4ebee28c7cd059e42728679be2fb06ea07,47accf4ebee28c7cd059e42728679be2fb06ea07,c38481a133925c39e80712e7273d0e4ad0ecdc25,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,cartography-cncf_cartography__pr-1614__after,172811550,cartography-cncf/cartography,3131034017,1614,OpenAI_Codex,after,c38481a133925c39e80712e7273d0e4ad0ecdc25,47accf4ebee28c7cd059e42728679be2fb06ea07,c38481a133925c39e80712e7273d0e4ad0ecdc25,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,imbhargav5_rooks__pr-1801__before,156734327,imbhargav5/rooks,3222884032,1801,Cursor,before,2b65024e5acae77868134b8b97904624fa872351,2b65024e5acae77868134b8b97904624fa872351,7a2fb23b6942a46a37628986686df4b7f80e885e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,imbhargav5_rooks__pr-1801__after,156734327,imbhargav5/rooks,3222884032,1801,Cursor,after,7a2fb23b6942a46a37628986686df4b7f80e885e,2b65024e5acae77868134b8b97904624fa872351,7a2fb23b6942a46a37628986686df4b7f80e885e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,basetenlabs_truss__pr-1679__before,511003180,basetenlabs/truss,3098163794,1679,OpenAI_Codex,before,90ff956bf2c3fb66c4dafe3a1ff372edb887f0f4,90ff956bf2c3fb66c4dafe3a1ff372edb887f0f4,d3bd465da942814a77d2299eebb4cf475ee20016,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,basetenlabs_truss__pr-1679__after,511003180,basetenlabs/truss,3098163794,1679,OpenAI_Codex,after,d3bd465da942814a77d2299eebb4cf475ee20016,90ff956bf2c3fb66c4dafe3a1ff372edb887f0f4,d3bd465da942814a77d2299eebb4cf475ee20016,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,getsentry_sentry__pr-93223__before,873328,getsentry/sentry,3133810693,93223,Cursor,before,6469a4c93e2a99e26fdef0dc49d548fcb6897064,6469a4c93e2a99e26fdef0dc49d548fcb6897064,1e90cd38ea653c0d083cedab5d19d95bb9ca2286,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,getsentry_sentry__pr-93223__after,873328,getsentry/sentry,3133810693,93223,Cursor,after,1e90cd38ea653c0d083cedab5d19d95bb9ca2286,6469a4c93e2a99e26fdef0dc49d548fcb6897064,1e90cd38ea653c0d083cedab5d19d95bb9ca2286,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,onlook-dev_onlook__pr-2171__before,820087727,onlook-dev/onlook,3141785922,2171,Devin,before,192a3314085478e7010282765f44e6d9433dfebe,192a3314085478e7010282765f44e6d9433dfebe,3fa434aff9baebc630a9946c90e8484e5544d661,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,onlook-dev_onlook__pr-2171__after,820087727,onlook-dev/onlook,3141785922,2171,Devin,after,3fa434aff9baebc630a9946c90e8484e5544d661,192a3314085478e7010282765f44e6d9433dfebe,3fa434aff9baebc630a9946c90e8484e5544d661,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,onlook-dev_onlook__pr-2149__before,820087727,onlook-dev/onlook,3137770850,2149,OpenAI_Codex,before,30fe433a8b538f90770da5ce3ab422397d4a4d4d,30fe433a8b538f90770da5ce3ab422397d4a4d4d,c058ce5b816fd469bfbc7e0eaa6d7041b50e0442,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,onlook-dev_onlook__pr-2149__after,820087727,onlook-dev/onlook,3137770850,2149,OpenAI_Codex,after,c058ce5b816fd469bfbc7e0eaa6d7041b50e0442,30fe433a8b538f90770da5ce3ab422397d4a4d4d,c058ce5b816fd469bfbc7e0eaa6d7041b50e0442,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,Blaizzy_mlx-vlm__pr-361__before,787462297,Blaizzy/mlx-vlm,3070158820,361,OpenAI_Codex,before,3d5cbb9dcf27a9eca685efd5a136b469cd0fe13e,3d5cbb9dcf27a9eca685efd5a136b469cd0fe13e,7aaba9fd0a640102f087bfa5f52b2927dddbb877,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,Blaizzy_mlx-vlm__pr-361__after,787462297,Blaizzy/mlx-vlm,3070158820,361,OpenAI_Codex,after,7aaba9fd0a640102f087bfa5f52b2927dddbb877,3d5cbb9dcf27a9eca685efd5a136b469cd0fe13e,7aaba9fd0a640102f087bfa5f52b2927dddbb877,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,openai_openai-agents-python__pr-872__before,946380199,openai/openai-agents-python,3148003743,872,OpenAI_Codex,before,0eee6b8305e52aa4de7cae74db4c22633019522a,0eee6b8305e52aa4de7cae74db4c22633019522a,7e258f0fe0fcd15aff07fc4bccf164e588e39d19,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,openai_openai-agents-python__pr-872__after,946380199,openai/openai-agents-python,3148003743,872,OpenAI_Codex,after,7e258f0fe0fcd15aff07fc4bccf164e588e39d19,0eee6b8305e52aa4de7cae74db4c22633019522a,7e258f0fe0fcd15aff07fc4bccf164e588e39d19,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,tegnike_aituber-kit__pr-375__before,705022737,tegnike/aituber-kit,3024124229,375,Devin,before,261504cc408c77ed18cf0d145ecbcf6777dc79a0,261504cc408c77ed18cf0d145ecbcf6777dc79a0,636b6adacab0bb5497da818fb01eea79c794729b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,tegnike_aituber-kit__pr-375__after,705022737,tegnike/aituber-kit,3024124229,375,Devin,after,636b6adacab0bb5497da818fb01eea79c794729b,261504cc408c77ed18cf0d145ecbcf6777dc79a0,636b6adacab0bb5497da818fb01eea79c794729b,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-89__before,923332984,ryokun6/ryos,3084668583,89,OpenAI_Codex,before,b666c7f14522804af63532e0c24a4396bf52c8f9,b666c7f14522804af63532e0c24a4396bf52c8f9,338b10623628a5a514a28b776802a58d683ad4f9,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-89__after,923332984,ryokun6/ryos,3084668583,89,OpenAI_Codex,after,338b10623628a5a514a28b776802a58d683ad4f9,b666c7f14522804af63532e0c24a4396bf52c8f9,338b10623628a5a514a28b776802a58d683ad4f9,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,writer_writer-framework__pr-888__before,460609164,writer/writer-framework,3095207256,888,OpenAI_Codex,before,29acd63e1f4e15c029c1db701e4fb9c9b12a5451,29acd63e1f4e15c029c1db701e4fb9c9b12a5451,c59e9130fa3902fe5f29cd40d85155db3921a562,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,writer_writer-framework__pr-888__after,460609164,writer/writer-framework,3095207256,888,OpenAI_Codex,after,c59e9130fa3902fe5f29cd40d85155db3921a562,29acd63e1f4e15c029c1db701e4fb9c9b12a5451,c59e9130fa3902fe5f29cd40d85155db3921a562,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,lingodotdev_lingo.dev__pr-995__before,771479895,lingodotdev/lingo.dev,3198960717,995,Devin,before,a9f5330c759dda59f6ae6faec05cf93134fb3eda,a9f5330c759dda59f6ae6faec05cf93134fb3eda,6d150d5814d4200eece0172c09ba8bef0ad29899,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,lingodotdev_lingo.dev__pr-995__after,771479895,lingodotdev/lingo.dev,3198960717,995,Devin,after,6d150d5814d4200eece0172c09ba8bef0ad29899,a9f5330c759dda59f6ae6faec05cf93134fb3eda,6d150d5814d4200eece0172c09ba8bef0ad29899,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,KittyCAD_modeling-app__pr-7038__before,587937846,KittyCAD/modeling-app,3070229503,7038,OpenAI_Codex,before,416de9a9fb00975fca6b7f18da9c1d50edf46a20,416de9a9fb00975fca6b7f18da9c1d50edf46a20,f38181e2dc6c6880e6f900e1e6cd4afd47d96790,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,KittyCAD_modeling-app__pr-7038__after,587937846,KittyCAD/modeling-app,3070229503,7038,OpenAI_Codex,after,f38181e2dc6c6880e6f900e1e6cd4afd47d96790,416de9a9fb00975fca6b7f18da9c1d50edf46a20,f38181e2dc6c6880e6f900e1e6cd4afd47d96790,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,dropseed_plain__pr-38__before,617269166,dropseed/plain,3086890905,38,OpenAI_Codex,before,1347f9a705318824272f1ee8a65182a80a28da88,1347f9a705318824272f1ee8a65182a80a28da88,c6dcb332fe2501da04906245578c95d4af44f4a2,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,dropseed_plain__pr-38__after,617269166,dropseed/plain,3086890905,38,OpenAI_Codex,after,c6dcb332fe2501da04906245578c95d4af44f4a2,1347f9a705318824272f1ee8a65182a80a28da88,c6dcb332fe2501da04906245578c95d4af44f4a2,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,lynx-family_lynx-stack__pr-1197__before,939393745,lynx-family/lynx-stack,3191789111,1197,Copilot,before,16f402f557ba12ec34a35a1b9b00115bf576c20f,16f402f557ba12ec34a35a1b9b00115bf576c20f,17d9a4a8ad7d256244585b6acc265baee50871e1,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,lynx-family_lynx-stack__pr-1197__after,939393745,lynx-family/lynx-stack,3191789111,1197,Copilot,after,17d9a4a8ad7d256244585b6acc265baee50871e1,16f402f557ba12ec34a35a1b9b00115bf576c20f,17d9a4a8ad7d256244585b6acc265baee50871e1,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,pixijs_pixijs__pr-11429__before,7741856,pixijs/pixijs,3077536986,11429,OpenAI_Codex,before,08d20e09236c64a4b380fbf709574aa18b4d7bcc,08d20e09236c64a4b380fbf709574aa18b4d7bcc,a76304b77f2aa7d4a22d8baef8818e8e4117687e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,pixijs_pixijs__pr-11429__after,7741856,pixijs/pixijs,3077536986,11429,OpenAI_Codex,after,a76304b77f2aa7d4a22d8baef8818e8e4117687e,08d20e09236c64a4b380fbf709574aa18b4d7bcc,a76304b77f2aa7d4a22d8baef8818e8e4117687e,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1847__before,787076358,mendableai/firecrawl,3261582130,1847,Devin,before,0f477beafd023f84c81cb4ee1b0f4115d742f656,0f477beafd023f84c81cb4ee1b0f4115d742f656,1afd8eab25c3c8e1a59aa0d6ffc0dd95b2f9d735,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,mendableai_firecrawl__pr-1847__after,787076358,mendableai/firecrawl,3261582130,1847,Devin,after,1afd8eab25c3c8e1a59aa0d6ffc0dd95b2f9d735,0f477beafd023f84c81cb4ee1b0f4115d742f656,1afd8eab25c3c8e1a59aa0d6ffc0dd95b2f9d735,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-134__before,923332984,ryokun6/ryos,3129799587,134,OpenAI_Codex,before,347aaf5bf3c8ee11c64775decd691f44890dd858,347aaf5bf3c8ee11c64775decd691f44890dd858,45be8b8df2fc0d9d28847a71c03c3520219e447d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-134__after,923332984,ryokun6/ryos,3129799587,134,OpenAI_Codex,after,45be8b8df2fc0d9d28847a71c03c3520219e447d,347aaf5bf3c8ee11c64775decd691f44890dd858,45be8b8df2fc0d9d28847a71c03c3520219e447d,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ikamensh_flynt__pr-214__before,174731004,ikamensh/flynt,3264201969,214,OpenAI_Codex,before,2bc555844152fac5e42734831b4898c707c2037d,2bc555844152fac5e42734831b4898c707c2037d,b6e7c04465e73579fe7e102006e9691d6959903a,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ikamensh_flynt__pr-214__after,174731004,ikamensh/flynt,3264201969,214,OpenAI_Codex,after,b6e7c04465e73579fe7e102006e9691d6959903a,2bc555844152fac5e42734831b4898c707c2037d,b6e7c04465e73579fe7e102006e9691d6959903a,Python,python,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-109__before,923332984,ryokun6/ryos,3092479741,109,OpenAI_Codex,before,6c45d95038f31b6a19fd6f98e8558278d34ab8f2,6c45d95038f31b6a19fd6f98e8558278d34ab8f2,43bd0d7e68ab65e7b9557ee42fcd896863c71174,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,ryokun6_ryos__pr-109__after,923332984,ryokun6/ryos,3092479741,109,OpenAI_Codex,after,43bd0d7e68ab65e7b9557ee42fcd896863c71174,6c45d95038f31b6a19fd6f98e8558278d34ab8f2,43bd0d7e68ab65e7b9557ee42fcd896863c71174,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,analogdotnow_Analog__pr-166__before,984965707,analogdotnow/Analog,3195201108,166,OpenAI_Codex,before,548cc1aa389a607f549832325522dc04fbd6e1ff,548cc1aa389a607f549832325522dc04fbd6e1ff,b2cc1d17a792c53bbc25e309979fa5d8e3ce46c5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,analogdotnow_Analog__pr-166__after,984965707,analogdotnow/Analog,3195201108,166,OpenAI_Codex,after,b2cc1d17a792c53bbc25e309979fa5d8e3ce46c5,548cc1aa389a607f549832325522dc04fbd6e1ff,b2cc1d17a792c53bbc25e309979fa5d8e3ce46c5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,goat-sdk_goat__pr-236__before,894659403,goat-sdk/goat,2794907896,236,Devin,before,8f292c954d9ceb0cc0aa19641492ab0e3f893f13,8f292c954d9ceb0cc0aa19641492ab0e3f893f13,85a20f6868552eb37ab629a8bf9ce6cad9fb50ad,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,goat-sdk_goat__pr-236__after,894659403,goat-sdk/goat,2794907896,236,Devin,after,85a20f6868552eb37ab629a8bf9ce6cad9fb50ad,8f292c954d9ceb0cc0aa19641492ab0e3f893f13,85a20f6868552eb37ab629a8bf9ce6cad9fb50ad,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
scale5000,katspaugh_wavesurfer.js__pr-4166__before,3618686,katspaugh/wavesurfer.js,3247650827,4166,OpenAI_Codex,before,44fd55e88762351fd8913f02a37060cbea88c0e3,44fd55e88762351fd8913f02a37060cbea88c0e3,5f6bde9cc5bfeab3b18bc7b9e62491c63aacd1f5,TypeScript,javascript-typescript,2.23.2,security-and-quality,none,,compared,completed,1,,
