repo_name,pr_number,pr_id,agent,language,base_sha,head_sha,codeql_version,query_suite,rule_id,rule_name,result_level,security_severity,problem_severity,rule_tags,rule_kind,is_security_alert,is_quality_alert,alert_category,quality_category,quality_taxonomy_version,severity,precision,cwe,file_path,start_line,fingerprint,match_method,fingerprint_method,fingerprint_ambiguity_n,lifecycle
Netflix/metaflow,2467,3161557128,OpenAI_Codex,Python,cc20a0a391eca9f28f34552d520b568479519431,665bf749342b40e1fd335e074409aa9c9274892d,2.23.2,security-and-quality,py/unused-global-variable,Unused global variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-563,metaflow/_vendor/v3_5/importlib_metadata/_compat.py,27,"{""primaryLocationLineHash"": ""6250464704419c2d:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
Netflix/metaflow,2467,3161557128,OpenAI_Codex,Python,cc20a0a391eca9f28f34552d520b568479519431,665bf749342b40e1fd335e074409aa9c9274892d,2.23.2,security-and-quality,py/unused-global-variable,Unused global variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-563,metaflow/_vendor/v3_5/importlib_metadata/_compat.py,29,"{""primaryLocationLineHash"": ""7c8fc2ee5497f333:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
Netflix/metaflow,2467,3161557128,OpenAI_Codex,Python,cc20a0a391eca9f28f34552d520b568479519431,665bf749342b40e1fd335e074409aa9c9274892d,2.23.2,security-and-quality,py/unused-global-variable,Unused global variable,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-563,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-563,metaflow/_vendor/v3_5/importlib_metadata/_compat.py,151,"{""primaryLocationLineHash"": ""5595a97b8fc2115a:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
cartography-cncf/cartography,1619,3131654790,OpenAI_Codex,Python,43b82709ad8273609da93f813eae4ee3942a2432,8a67de97e7fe52825e352955f0674931ad4d74e0,2.23.2,security-and-quality,py/import-and-import-from,Module is imported with 'import' and 'import from',,,recommendation,quality|maintainability|readability,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,tests/integration/cartography/intel/aws/test_sqs.py,4,"{""primaryLocationLineHash"": ""64f81a1b11b2ce7c:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
getsentry/sentry-java,4555,3232086545,Cursor,Kotlin,88f8434b18506d5d4efabc75e2e0342de2cc5c5a,253a018f4d73f1ca4d72301664b4690b6f99bcac,2.23.2,security-and-quality,java/dereferenced-value-may-be-null,Dereferenced variable may be null,,,warning,quality|reliability|correctness|exceptions|external/cwe/cwe-476|non-local,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,high,CWE-476,sentry-android-core/src/main/java/io/sentry/android/core/ActivityLifecycleIntegration.java,194,"{""primaryLocationLineHash"": ""573781a7d4f5c643:1"", ""primaryLocationStartColumnFingerprint"": ""35""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,contrib/imhiredis/imhiredis.c,1063,"{""primaryLocationLineHash"": ""691076c50fbab9f9:1"", ""primaryLocationStartColumnFingerprint"": ""16""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,contrib/imhiredis/imhiredis.c,994,"{""primaryLocationLineHash"": ""7e309102a45a56e0:1"", ""primaryLocationStartColumnFingerprint"": ""8""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,contrib/imkmsg/imkmsg.c,127,"{""primaryLocationLineHash"": ""beeb9b4bd6a14dca:1"", ""primaryLocationStartColumnFingerprint"": ""8""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,contrib/impcap/impcap.c,606,"{""primaryLocationLineHash"": ""5c1b452e68b987c4:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,plugins/imkafka/imkafka.c,205,"{""primaryLocationLineHash"": ""18af36de83c5c7d8:1"", ""primaryLocationStartColumnFingerprint"": ""8""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,plugins/omruleset/omruleset.c,140,"{""primaryLocationLineHash"": ""5a9a02719532702c:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,tools/omusrmsg.c,220,"{""primaryLocationLineHash"": ""a85a9c3f66ae7fb0:1"", ""primaryLocationStartColumnFingerprint"": ""18""}",fingerprint,fingerprint,1,introduced
rsyslog/rsyslog,5662,3125184736,OpenAI_Codex,C,b1bd4f958e66b8513acdeec5d83c9787ddff7979,bf200a5227c2f06a2a93eec9a9d32d376d3356a2,2.23.2,security-and-quality,cpp/mistyped-function-arguments,Call to a function with one or more incompatible arguments,,,warning,correctness|maintainability,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,medium,,tools/omusrmsg.c,223,"{""primaryLocationLineHash"": ""a6602bafcb1c94fc:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
x64dbg/x64dbg,3641,3223857318,Cursor,C++,98291b35b78fc5e409449f23390896c1a85ad485,ad8cc1f4e83e34935573de39ba178c4e833fd264,2.23.2,security-and-quality,cpp/ambiguously-signed-bit-field,Ambiguously signed bit-field member,,,warning,reliability|readability|language-features|external/cwe/cwe-190,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,warning,high,CWE-190,src/gui/Src/Bridge/Bridge.h,31,"{""primaryLocationLineHash"": ""feb7a03c2a2aac41:1"", ""primaryLocationStartColumnFingerprint"": ""8""}",fingerprint,fingerprint,1,introduced
trylinky/linky,18,3191323328,Cursor,TypeScript,3cadb38edc93534fbb7ab82c096f2bf6c7e982e4,606676b31135cb63148227356161a090781c277b,2.23.2,security-and-quality,js/tainted-format-string,Use of externally-controlled format string,,7.3,warning,security|external/cwe/cwe-134,path-problem,true,false,security,,,7.3,high,CWE-134,app.api/src/modules/reactions/service.ts,129,"{""primaryLocationLineHash"": ""2b5daa2b8f8330f8:1"", ""primaryLocationStartColumnFingerprint"": ""14""}",fingerprint,fingerprint,1,introduced
trylinky/linky,18,3191323328,Cursor,TypeScript,3cadb38edc93534fbb7ab82c096f2bf6c7e982e4,606676b31135cb63148227356161a090781c277b,2.23.2,security-and-quality,js/log-injection,Log injection,,6.1,error,security|external/cwe/cwe-117,path-problem,true,false,security,,,6.1,medium,CWE-117,app.api/src/modules/reactions/service.ts,129,"{""primaryLocationLineHash"": ""2b5daa2b8f8330f8:1"", ""primaryLocationStartColumnFingerprint"": ""14""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,66,3077747496,OpenAI_Codex,TypeScript,5779f2a028db8281d425e55ed6390402a361bb75,2a5aebce74bd52c9ad527cff0d6aba1177682803,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,src/apps/terminal/components/TerminalAppComponent.tsx,20,"{""primaryLocationLineHash"": ""4ba0d2b0bbebb7aa:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,66,3077747496,OpenAI_Codex,TypeScript,5779f2a028db8281d425e55ed6390402a361bb75,2a5aebce74bd52c9ad527cff0d6aba1177682803,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,src/apps/terminal/components/TerminalAppComponent.tsx,31,"{""primaryLocationLineHash"": ""cbc1b78f7dfbc519:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,66,3077747496,OpenAI_Codex,TypeScript,5779f2a028db8281d425e55ed6390402a361bb75,2a5aebce74bd52c9ad527cff0d6aba1177682803,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,src/apps/terminal/components/TerminalAppComponent.tsx,42,"{""primaryLocationLineHash"": ""7eba899f725478a4:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,66,3077747496,OpenAI_Codex,TypeScript,5779f2a028db8281d425e55ed6390402a361bb75,2a5aebce74bd52c9ad527cff0d6aba1177682803,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,src/apps/terminal/components/TerminalAppComponent.tsx,3328,"{""primaryLocationLineHash"": ""23c0bd88c37413f4:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
marimo-team/marimo,3723,2839339063,Devin,Python,7b1b782a6d1e1f0f9195ba8b30a3e9223119f85e,c2361e43b1877e58c6838d55851522d4eac4d4bb,2.23.2,security-and-quality,py/ineffectual-statement,Statement has no effect,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-561,marimo/_smoke_tests/dropdowns.py,50,"{""primaryLocationLineHash"": ""3c82f60d59340c93:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
marimo-team/marimo,3723,2839339063,Devin,Python,7b1b782a6d1e1f0f9195ba8b30a3e9223119f85e,c2361e43b1877e58c6838d55851522d4eac4d4bb,2.23.2,security-and-quality,py/ineffectual-statement,Statement has no effect,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-561,marimo/_smoke_tests/dropdowns.py,103,"{""primaryLocationLineHash"": ""9ff7599eceb80c33:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
lingodotdev/lingo.dev,867,3126505002,Devin,TypeScript,b9e0d7eee587546b86e504bf458756fdfeec7a60,9a439bca58f9c9ac49e6bd8d7a07910eb032c3e3,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/react/src/core/component.tsx,163,"{""primaryLocationLineHash"": ""ddc372991e0043a1:1"", ""primaryLocationStartColumnFingerprint"": ""18""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/components/RenameDialog/index.tsx,7,"{""primaryLocationLineHash"": ""3c4ed4d45acb341a:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/components/RenameDialog/index.tsx,134,"{""primaryLocationLineHash"": ""ae786e5d0a1289ef:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/AccountEdit/AccountRenameButton.tsx,31,"{""primaryLocationLineHash"": ""fe054428406465d2:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/HardwareLabelSetDialog.tsx,7,"{""primaryLocationLineHash"": ""a777061967f6f202:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,4,"{""primaryLocationLineHash"": ""fc7284a580c73b7d:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,14,"{""primaryLocationLineHash"": ""9a546f3e5ff19861:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,15,"{""primaryLocationLineHash"": ""fa408822a360b0df:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,28,"{""primaryLocationLineHash"": ""7e1c74979741a26b:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AccountManagerStacks/components/WalletRename/WalletRenameButton.tsx,29,"{""primaryLocationLineHash"": ""c950a4ed2f6a631e:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AddressBook/components/CreateOrEditContent.tsx,31,"{""primaryLocationLineHash"": ""f5b2aad22ffb9618:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/AddressBook/components/CreateOrEditContent.tsx,81,"{""primaryLocationLineHash"": ""7e376917e0cb339c:1"", ""primaryLocationStartColumnFingerprint"": ""6""}",fingerprint,fingerprint,1,introduced
OneKeyHQ/app-monorepo,6756,2886897797,Devin,TypeScript,2be6e311ae96194159183836f77fe3c81c12a6d1,707586dd09af712a2d0169e7e1200395a7b97dec,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,packages/kit/src/views/Discovery/pages/BookmarkListModal/index.tsx,5,"{""primaryLocationLineHash"": ""84f7241ca60a862e:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,131,3115293602,OpenAI_Codex,TypeScript,af4568ac2fb61885c3d2b8631c8c8e5494e65bb0,a893a3a7e2ea4c9674253909ee64d96c9e407125,2.23.2,security-and-quality,js/unused-loop-variable,Unused loop iteration variable,,,error,quality|reliability|correctness,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,,api/chat-rooms.js,1680,"{""primaryLocationLineHash"": ""aee168f2b5045104:1"", ""primaryLocationStartColumnFingerprint"": ""5""}",fingerprint,fingerprint,1,introduced
ryokun6/ryos,131,3115293602,OpenAI_Codex,TypeScript,af4568ac2fb61885c3d2b8631c8c8e5494e65bb0,a893a3a7e2ea4c9674253909ee64d96c9e407125,2.23.2,security-and-quality,js/unused-local-variable,"Unused variable, import, function or class",,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,api/chat-rooms.js,1680,"{""primaryLocationLineHash"": ""aee168f2b5045104:1"", ""primaryLocationStartColumnFingerprint"": ""11""}",fingerprint,fingerprint,1,introduced
DeepLabCut/DeepLabCut,3047,3205514535,Copilot,Python,92866993443fece9f5399a105e0e597494c39be8,47eb9ce5db4b192f66b155c362fd74665ee2dcbd,2.23.2,security-and-quality,py/unused-import,Unused import,,,recommendation,quality|maintainability|useless-code,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,deeplabcut/pose_estimation_pytorch/runners/inference.py,18,"{""primaryLocationLineHash"": ""bdfdc407e330dc2d:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
DeepLabCut/DeepLabCut,3047,3205514535,Copilot,Python,92866993443fece9f5399a105e0e597494c39be8,47eb9ce5db4b192f66b155c362fd74665ee2dcbd,2.23.2,security-and-quality,py/unreachable-statement,Unreachable code,,,warning,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,warning,very-high,CWE-561,deeplabcut/gui/tabs/modelzoo.py,291,"{""primaryLocationLineHash"": ""f5b4728d25c15021:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
cameroncooke/XcodeBuildMCP,52,3117029222,OpenAI_Codex,TypeScript,f4ec81c9aaf6a70bbc1a89bceea00904520184b1,d8c3c8a79615febb1b24b53ab6094ceeae082773,2.23.2,security-and-quality,js/shell-command-injection-from-environment,Shell command built from environment values,,6.3,warning,correctness|security|external/cwe/cwe-078|external/cwe/cwe-088,path-problem,true,false,security,,,6.3,high,CWE-078|CWE-088,src/utils/command.ts,65,"{""primaryLocationLineHash"": ""84e1a76104411209:1"", ""primaryLocationStartColumnFingerprint"": ""16""}",fingerprint,fingerprint,1,introduced
jina-ai/node-DeepResearch,8,2825851994,Devin,TypeScript,3f032bbdccd38b784a461b9270ebcec3ff310fd1,8a04d4e43664248ee2771c3703dca7c85c0df3ad,2.23.2,security-and-quality,js/automatic-semicolon-insertion,Semicolon insertion,,,recommendation,quality|maintainability|readability|language-features|statistical|non-attributable,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,very-high,,src/agent.ts,636,"{""primaryLocationLineHash"": ""776d57844dca7936:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
jina-ai/node-DeepResearch,8,2825851994,Devin,TypeScript,3f032bbdccd38b784a461b9270ebcec3ff310fd1,8a04d4e43664248ee2771c3703dca7c85c0df3ad,2.23.2,security-and-quality,js/property-access-on-non-object,Property access on null or undefined,,,error,quality|reliability|correctness|external/cwe/cwe-476,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,CWE-476,src/tools/dedup.ts,122,"{""primaryLocationLineHash"": ""2a3f14ae0e19a4c3:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
jina-ai/node-DeepResearch,8,2825851994,Devin,TypeScript,3f032bbdccd38b784a461b9270ebcec3ff310fd1,8a04d4e43664248ee2771c3703dca7c85c0df3ad,2.23.2,security-and-quality,js/property-access-on-non-object,Property access on null or undefined,,,error,quality|reliability|correctness|external/cwe/cwe-476,problem,false,true,quality,correctness_reliability,codeql-rule-tags-v1.0.0,error,high,CWE-476,src/tools/error-analyzer.ts,128,"{""primaryLocationLineHash"": ""ed57e3c6179d8ccc:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
Codehagen/Badget,289,3166202915,OpenAI_Codex,TypeScript,18694324fc96bc607595add896cfd1e5556ee5ad,895d8570587e960737c273a4f777d65fefc973f2,2.23.2,security-and-quality,js/log-injection,Log injection,,6.1,error,security|external/cwe/cwe-117,path-problem,true,false,security,,,6.1,medium,CWE-117,src/actions/ai-budget-actions.ts,59,"{""primaryLocationLineHash"": ""e2129d90896fdc27:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,fingerprint,1,introduced
Codehagen/Badget,289,3166202915,OpenAI_Codex,TypeScript,18694324fc96bc607595add896cfd1e5556ee5ad,895d8570587e960737c273a4f777d65fefc973f2,2.23.2,security-and-quality,js/log-injection,Log injection,,6.1,error,security|external/cwe/cwe-117,path-problem,true,false,security,,,6.1,medium,CWE-117,src/actions/ai-budget-actions.ts,216,"{""primaryLocationLineHash"": ""dec50bd3428f2eff:1"", ""primaryLocationStartColumnFingerprint"": ""69""}",fingerprint,fingerprint,1,introduced
Codehagen/Badget,289,3166202915,OpenAI_Codex,TypeScript,18694324fc96bc607595add896cfd1e5556ee5ad,895d8570587e960737c273a4f777d65fefc973f2,2.23.2,security-and-quality,js/log-injection,Log injection,,6.1,error,security|external/cwe/cwe-117,path-problem,true,false,security,,,6.1,medium,CWE-117,src/actions/ai-budget-actions.ts,401,"{""primaryLocationLineHash"": ""4ae9421e87863beb:1"", ""primaryLocationStartColumnFingerprint"": ""52""}",fingerprint,fingerprint,1,introduced
marimo-team/marimo,3479,2795821755,Devin,Python,11be99f3672a261bcb5e3c247efd05767f7409f9,2ccd52d5802dfcd687e7db461f1901b5c182aff4,2.23.2,security-and-quality,py/ineffectual-statement,Statement has no effect,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-561,marimo/_runtime/params.py,43,"{""primaryLocationLineHash"": ""4dd22cefd6d0c65c:1"", ""primaryLocationStartColumnFingerprint"": ""60""}",fingerprint,fingerprint,1,introduced
marimo-team/marimo,3479,2795821755,Devin,Python,11be99f3672a261bcb5e3c247efd05767f7409f9,2ccd52d5802dfcd687e7db461f1901b5c182aff4,2.23.2,security-and-quality,py/ineffectual-statement,Statement has no effect,,,recommendation,quality|maintainability|useless-code|external/cwe/cwe-561,problem,false,true,quality,maintainability,codeql-rule-tags-v1.0.0,recommendation,high,CWE-561,marimo/_runtime/params.py,46,"{""primaryLocationLineHash"": ""598182f46fbe5b89:1"", ""primaryLocationStartColumnFingerprint"": ""65""}",fingerprint,fingerprint,1,introduced
