alert_id,duplicate_ordinal,case_id,group,repo_name,pr_number,pr_id,language,task_type,base_sha,head_sha,issue_domain,is_quality_alert,rule_id,rule_name,problem_severity,precision,quality_category,rule_tags,file_path,start_line,fingerprint,fingerprint_method,fingerprint_ambiguity_n,source_group,source_row_number,batch_id,attempt,execution_sha256,condition_present,valid_issue,introduced_by_pr,actionability,confidence,model_supported_introduced_issue,model_supported_actionable_issue
qalert-18e0b930ca54310d83cba148,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""123698""}",fingerprint,1,human,837,adjbatch-2a271fd400b0873fef89e4e8,1,39729a2124f8c37ebfed584d97e8befb482f958f81105588497e434250e53e0b,yes,contextual_exception,yes,no_fix,high,0,0
qalert-18eacc3e5d0107175499bedc,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/malformed-html-id,Malformed id attribute,warning,very-high,correctness_reliability,quality|reliability|correctness|external/cwe/cwe-758,docs/webSdk/applicationinsights-common/interfaces/IConfig.html,175,"{""primaryLocationLineHash"": ""f77bc0ef97a15e3e:1"", ""primaryLocationStartColumnFingerprint"": ""77""}",fingerprint,1,human,1192,adjbatch-72bc908372a1ee2793600804,1,8dc29be91413f8c651f19dee4a26dbea2ff9441b5d97fcb22bcc54f61adc79f6,yes,yes,yes,should_fix,high,1,1
qalert-18fe2dcce510cd6ad0190d60,1,adjcase-06781e6895c51cd5148fb63f,human,elizaOS/eliza,3526,2338146242,TypeScript,refactor,48b91212d2967fa9b5296e7add66873132b48850,15fd3725aca657b26b7f6b77794f89b54a766a4f,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/agent/src/swarm/complianceOfficer/index.ts,5,"{""primaryLocationLineHash"": ""b449a295fee47b7c:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,2132,adjbatch-79cb3140f4af6ecc904dbe28,1,4229e67cb181791c6990655757fb07a17b830669ba0640eae4c2be93f93290e9,yes,yes,yes,optional,high,1,0
qalert-1908d1902a443dd4fce77996,1,adjcase-54c56391f834141a0fbedd44,human,crewAIInc/crewAI,2758,2499368647,Python,feat,17474a3a0c90a6d79169eb3a3164f622090777f8,5461de4ff376f132439e7b13fa07fe77dc7b6244,quality,true,py/unsafe-cyclic-import,Module-level cyclic import,error,high,correctness_reliability,reliability|correctness|types,src/crewai/telemetry/telemetry.py,41,"{""primaryLocationLineHash"": ""cddd894da70eb522:1"", ""primaryLocationStartColumnFingerprint"": ""24""}",fingerprint,1,human,2155,adjbatch-a81d17b428ad032536dc1874,1,2843e73612fb66e51d060b09b81614ae45c00497530fbf98439765057bd0de13,yes,contextual_exception,no,no_fix,high,0,0
qalert-1911da4dcbee84486dc6dbe9,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""55072""}",fingerprint,1,human,802,adjbatch-ce6ff3e8e32b66858f96d2be,1,3e6a07f16a5dc020fdb607c0a6b2fe4179a4fdec51af20cc87aa2d98f9e134ce,yes,contextual_exception,yes,no_fix,high,0,0
qalert-1928952b3ed5d0302bd46bd6,1,adjcase-691801c87b59d5964b337d36,human,prebid/Prebid.js,12666,2282314792,JavaScript,feat,e0fe3ac3701460263fa0cfe0567bb752c420702d,4643dc74c6a607abedb6a205a6dbeaab6b4ac1f1,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,modules/ixBidAdapter.js,501,"{""primaryLocationLineHash"": ""b51bc634682d1e41:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,60,adjbatch-edd4ace57dd8e7b4b3011331,1,4ca32dc133b737e9e999aea9d917e66c07048b853c3be2e7d57e88fe4e882848,yes,yes,yes,optional,high,1,0
qalert-1931a14f0e4cc5e853804293,1,adjcase-1dd70dd2e238d5c047ed20d6,human,different-ai/note-companion,314,2289250040,TypeScript,feat,f155d3c1e8798e52b0922f5c9266c299d9fa208c,1d99cea1aff6e08d22322080dc15e428e39f5e23,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/plugin/views/assistant/ai-chat/message-renderer.tsx,2,"{""primaryLocationLineHash"": ""f17d897bd2574e2f:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3639,adjbatch-40dab960b30b5a650a776b11,1,cafe42698b60224bb14ea62982e5714c52fe0d3f1fe3eda4685a55c5c50164a3,yes,yes,no,optional,high,0,0
qalert-193c7034384d16b6b85a71e2,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""49847""}",fingerprint,1,human,381,adjbatch-ce6ff3e8e32b66858f96d2be,1,3e6a07f16a5dc020fdb607c0a6b2fe4179a4fdec51af20cc87aa2d98f9e134ce,yes,contextual_exception,yes,no_fix,high,0,0
qalert-193d6c0701e9d81fb53c1a33,1,adjcase-34450ef239e653889d47370f,ai,dagster-io/dagster,30864,3172579381,Python,fix,be210d7c1e824dd352093865978cbdd5671134ab,9e1e3c28e30b07a97e2b77117d370426552daf6f,quality,true,py/unused-local-variable,Unused local variable,recommendation,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-563,examples/docs_snippets/docs_snippets/concepts/resources/pythonic_resources.py,520,"{""primaryLocationLineHash"": ""8cb116208695aaf6:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,244,adjbatch-72def0bf9f0ac4db8d2e9642,2,44d3e84815fa3709868495b96848a6a376fdcc55cc3c8ed54c91163252e088b2,yes,yes,yes,should_fix,high,1,1
qalert-193f0459275e2235bab05e11,1,adjcase-a1ca952c90b7a6aedfb420d9,human,different-ai/note-companion,378,2423549474,TypeScript,fix,04179b3a174aac57fb37778058d28aaa1639f3c7,74f865dca841155ffe6133a00e4eae64c59bbfbe,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,packages/web/app/api/public-usage/route.ts,16,"{""primaryLocationLineHash"": ""3238adf1cef9bf00:1"", ""primaryLocationStartColumnFingerprint"": ""16""}",fingerprint,1,human,2518,adjbatch-d156e8e0a5825786ab0703fa,1,13a287c1eca26e6a1f45f36b4a488982d1bb4d1de6d4ddf69459d3dc5885e98e,yes,yes,yes,should_fix,high,1,1
qalert-1947dc24486f7998b1f7f0ca,1,adjcase-d3b70f44199ee4c8c60e4b09,ai,dotCMS/core,32609,3216706697,Java,feat,232444a0d8c9e3e5924ea08a2a481ba26592e5c6,b0f6687b349b4943a5934cde0a8afed26340be80,quality,true,java/missing-override-annotation,Missing Override annotation,recommendation,high,maintainability,quality|maintainability|readability,dotCMS/src/main/java/com/dotmarketing/db/HibernateUtil.java,645,"{""primaryLocationLineHash"": ""53cc297a29c7367c:1"", ""primaryLocationStartColumnFingerprint"": ""12""}",fingerprint,1,ai,2209,adjbatch-21c298ae1d40864da573692b,2,1eccbaaa7277044c6b6e70cdf209d429cafd47115137bda3e953b6c12aa474a5,yes,yes,no,no_fix,high,0,0
qalert-1947e1ae247b2efeeae57d42,1,adjcase-c464e5115933540f41ce45d9,human,SoftFever/OrcaSlicer,9643,2523130576,C++,fix,57a6f613497879fd3bbe3f5eeeb32e9892f76e9e,cb89b717a8b10d07e9a674b18e73a6851f265cba,quality,true,cpp/short-global-name,Short global name,recommendation,very-high,maintainability,maintainability,src/libigl/igl/Singular_Value_Decomposition_Givens_QR_Factorization_Kernel.hpp,28,"{""primaryLocationLineHash"": ""dd944dd81a9e341e:1"", ""primaryLocationStartColumnFingerprint"": ""29""}",fingerprint,1,human,2926,adjbatch-a57f0bc14a15aae37d5f4759,1,d44b1ac3eb6517d0e9e9b5ef2fdbaaab9780b9e63802dc6255d5dd7726a99309,no,no,no,no_fix,high,0,0
qalert-1959cac808a8198006c0d3f0,2,adjcase-11d7ec4fcbc18953a9e671ef,ai,nextcloud/desktop,8406,3179152890,C++,fix,6f45119fe147733b1faa3d857e63c745753a0c5a,18bca269187a753662717450684c37164ac87fb0,quality,true,cpp/duplicate-include-guard,Duplicate include guard,error,high,correctness_reliability,reliability|maintainability|modularity,src/gui/tray/activitylistmodel.h,7,"{""primaryLocationLineHash"": ""37a06e7e55f90a63:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,2,ai,505,adjbatch-1570d5671035ba7d4275b88b,1,81d92a389e731760ff9d55354aa10d691cc8b96be8d62ecd5c0b9402db54dec3,no,no,no,no_fix,high,0,0
qalert-195a628c9ed097504debea4f,1,adjcase-b1006ad61c17cbbc8a963dfc,human,microsoft/ApplicationInsights-JS,2493,2418025347,TypeScript,feat,864441d1b55e207bbd52200f3108ab9b46efcbf4,3097337f5df484870bf332339dad5859e11a030b,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,common/scripts/install-run.js,34,"{""primaryLocationLineHash"": ""1397b0d851ea29f2:1"", ""primaryLocationStartColumnFingerprint"": ""25""}",fingerprint,2,human,1269,adjbatch-1c7da68cd025f79fef0c0d25,1,3dfa6aa560bcc5c3acf52d1dceef2fc20e10881886c48c5da7288246e47b81fe,yes,contextual_exception,yes,no_fix,high,0,0
qalert-1960028516ac2fee172dad2f,1,adjcase-8a4e143526cb07ed79202f0e,ai,Netflix/metaflow,2467,3161557128,Python,refactor,cc20a0a391eca9f28f34552d520b568479519431,665bf749342b40e1fd335e074409aa9c9274892d,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,metaflow/cli.py,17,"{""primaryLocationLineHash"": ""9484f349fe09fe3:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,428,adjbatch-535ad71bc65df4cff6b1c2f0,2,627e35a716e897bfb25f140f45a53c660d3199fe120eca717b143c74db44d0d5,yes,yes,no,should_fix,high,0,0
qalert-19646a275d914b7caf1e27d5,1,adjcase-acae388d79c61fc7169c0682,ai,marimo-team/marimo,3479,2795821755,Python,feat,11be99f3672a261bcb5e3c247efd05767f7409f9,2ccd52d5802dfcd687e7db461f1901b5c182aff4,quality,true,py/ineffectual-statement,Statement has no effect,recommendation,high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-561,marimo/_runtime/params.py,175,"{""primaryLocationLineHash"": ""fea401d96f50ed3e:1"", ""primaryLocationStartColumnFingerprint"": ""61""}",fingerprint,1,ai,500,adjbatch-745306f9d1a5c4eb91875d4e,3,935a41758079b45bd508f062265a368e920ae3bf07b759cf0e2b0c470be51fca,yes,contextual_exception,yes,no_fix,high,0,0
qalert-1984d91b0a63af557d73f0d0,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""52088""}",fingerprint,1,human,561,adjbatch-ce6ff3e8e32b66858f96d2be,1,3e6a07f16a5dc020fdb607c0a6b2fe4179a4fdec51af20cc87aa2d98f9e134ce,yes,contextual_exception,yes,no_fix,high,0,0
qalert-1991c91a783851fe8b5476d5,1,adjcase-9199ad4d09a5bb5780634d6e,human,SimonHalvdansson/Harmonic-HN,210,2527529501,Java,feat,64d3d48a25986b78cf690ab85ec28fefd6f9c6d7,0c1cb491939ae89d2ea3962bdabc248eeb4ffc2c,quality,true,java/uncaught-number-format-exception,Missing catch of NumberFormatException,recommendation,high,correctness_reliability,quality|reliability|error-handling|external/cwe/cwe-248,app/src/main/java/com/simon/harmonichackernews/StoriesFragment.java,664,"{""primaryLocationLineHash"": ""bd99aed4ea48049a:1"", ""primaryLocationStartColumnFingerprint"": ""9""}",fingerprint,1,human,2066,adjbatch-f34bcf72cb2a14cf558685e9,1,047881a021f58c8270604a751a411190a40780d6d104b56bb07cb079ce0b0b42,yes,yes,no,optional,high,0,0
qalert-19a6087ea3af4774eda677cf,1,adjcase-095b1f4be334351184edd49c,human,microsoft/typespec,7530,2562810418,Java,fix,ee910c8945ee58aafd70cc9d6dfdb5f71c33ea38,ec48d01b400a28057e1ad66a85fc1917f037e8d6,quality,true,java/ignored-error-status-of-call,Ignored error status of call,recommendation,high,correctness_reliability,quality|reliability|error-handling|external/cwe/cwe-391,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/Customization.java,37,"{""primaryLocationLineHash"": ""ed53af999245f364:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1072,adjbatch-08a9b861c2db37c39afa6abd,1,0aacf1091b493b3d5475d2cfb70b1dff620f7f5c2b4ef1c765307308077c6024,yes,yes,yes,should_fix,high,1,1
qalert-19a8fa463b4f6f4ae4935d0d,1,adjcase-34450ef239e653889d47370f,ai,dagster-io/dagster,30864,3172579381,Python,fix,be210d7c1e824dd352093865978cbdd5671134ab,9e1e3c28e30b07a97e2b77117d370426552daf6f,quality,true,py/import-and-import-from,Module is imported with 'import' and 'import from',recommendation,very-high,maintainability,quality|maintainability|readability,examples/docs_snippets/docs_snippets/concepts/partitions_schedules_sensors/schedule_from_partitions.py,6,"{""primaryLocationLineHash"": ""644a13d47c599b71:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,200,adjbatch-b40678220f22abdf52229cfa,2,8ca50a5d23c8004dd50ae10ddee582f760d63e0d1613e4666b20e385f75f7322,yes,yes,yes,should_fix,medium,1,1
qalert-19b4e984ded32994e4535099,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""50357""}",fingerprint,1,human,422,adjbatch-ce6ff3e8e32b66858f96d2be,1,3e6a07f16a5dc020fdb607c0a6b2fe4179a4fdec51af20cc87aa2d98f9e134ce,yes,contextual_exception,yes,no_fix,high,0,0
qalert-19ca666e3d3d0957a31a3cb6,1,adjcase-b8e8750d01eec6440e26c064,human,Kanaries/graphic-walker,437,2523648264,TypeScript,fix,0fe36e928887d0b989732d9e761b18b48250025f,806929b66c9ac14302d4fc9d64a6d69053a0416c,security,false,js/remote-property-injection,Remote property injection,warning,medium,,security|external/cwe/cwe-250|external/cwe/cwe-400,packages/graphic-walker/src/lib/op/dateTimeFeature.ts,116,"{""primaryLocationLineHash"": ""5dcfb2e5903c3ef1:1"", ""primaryLocationStartColumnFingerprint"": ""1""}",fingerprint,1,human,2876,adjbatch-1bd6aeeed6f2ec7a87898206,1,afb7a821f5d982d0d747712605512dc055d8c18f1e13983155d9e4b5a3c3e601,yes,yes,no,should_fix,medium,0,0
qalert-19d307e508f33b8d0c6905a6,1,adjcase-7fae33502d1a44b0b6059a35,ai,spcl/dace,2077,3214122373,Python,feat,894079e82da7552bf598993c9a473bb9a2fa771e,1ca938ba0ccf300ba9e6b894339dc0ef4c2453bf,quality,true,py/unused-import,Unused import,recommendation,very-high,maintainability,quality|maintainability|useless-code,tests/library/library_node_expand_test.py,9,"{""primaryLocationLineHash"": ""a450ccce613ed9e9:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,ai,1155,adjbatch-41cd86c759cfe088e08fd5a4,1,ffc333c5c2e1dc6aadff3f54bad16177ef34415282591330db6d13f12d5c31f0,yes,yes,yes,optional,high,1,0
qalert-19e544995492d3706f7d44d3,1,adjcase-87b8d519e91959dfb1d6b6a2,human,Stirling-Tools/Stirling-PDF,3606,2546991296,Java,refactor,ff602a20a0b156a54961861b7322552a74aff66e,7a29b667bf25292a16685245db0b506a1f63e0d7,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,src/main/java/stirling/software/SPDF/config/security/SecurityConfiguration.java,298,"{""primaryLocationLineHash"": ""2a9064da02018275:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4170,adjbatch-9668be8056f19f2805cc1dd8,1,c0306ad8db181d37293dc7db4c6293c5428fc7a5828a24857d97f67913ff8e42,yes,yes,no,optional,high,0,0
qalert-19e613903596c84763e2049f,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""51968""}",fingerprint,1,human,552,adjbatch-ce6ff3e8e32b66858f96d2be,1,3e6a07f16a5dc020fdb607c0a6b2fe4179a4fdec51af20cc87aa2d98f9e134ce,yes,contextual_exception,yes,no_fix,high,0,0
qalert-19f121edcdcdfa1f416cdc36,1,adjcase-d3b70f44199ee4c8c60e4b09,ai,dotCMS/core,32609,3216706697,Java,feat,232444a0d8c9e3e5924ea08a2a481ba26592e5c6,b0f6687b349b4943a5934cde0a8afed26340be80,quality,true,java/missing-override-annotation,Missing Override annotation,recommendation,high,maintainability,quality|maintainability|readability,dotCMS/src/main/java/com/liferay/portal/struts/PortalRequestProcessor.java,120,"{""primaryLocationLineHash"": ""930cc3f4e425df16:1"", ""primaryLocationStartColumnFingerprint"": ""12""}",fingerprint,1,ai,2271,adjbatch-aaf4521459f6285e0aa3a390,2,38fc8c38334e27f6f8f1877d96726146edda1a325fb96db54e2bc1548ddcfbd3,yes,yes,no,no_fix,high,0,0
qalert-19faf0ebe426c0ce0789b38c,1,adjcase-e3643904e0e9993b0eba57e1,ai,microsoft/typespec,7426,3081186157,Java,feat,2d139cc915f8023ce7950032e8cc52339644964f,5ef409b54c2c50a97ba51fe852b0df73bf65c573,quality,true,java/deprecated-call,Deprecated method or constructor invocation,recommendation,high,maintainability,maintainability|readability|non-attributable|external/cwe/cwe-477,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/customization/PropertyCustomization.java,155,"{""primaryLocationLineHash"": ""f76551fc05b407f6:1"", ""primaryLocationStartColumnFingerprint"": ""35""}",fingerprint,2,ai,655,adjbatch-b557a80385ec6cfd4d9de05f,3,328bdc71c2b00932e820af33c824b55ac37487c58bb2fa5d88d131afd4562225,yes,yes,yes,should_fix,high,1,1
qalert-1a005beb90be1a1479c297e7,1,adjcase-b3d564cb6aea795578fe4b51,human,prebid/Prebid.js,13093,2513475786,JavaScript,feat,3c0c769590c7eb60a86c950492300e7c36d68dbc,55cea5322179510742bce9e2a3783988d93a36f5,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,test/spec/modules/richaudienceBidAdapter_spec.js,657,"{""primaryLocationLineHash"": ""72b23d05803f00bb:2"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3101,adjbatch-27f248c62e82218900047c39,1,7d566b9173a082493c8606f1e3da9a3d0024f99d49c74c30b9c2522580288add,yes,yes,yes,should_fix,high,1,1
qalert-1a0a0f2b0ff9e0bd902ef8b6,1,adjcase-2fe8193b84ae20d020f747b9,human,prebid/Prebid.js,12808,2357373629,JavaScript,feat,f50b606919d0340a43f2072234cfda9c66fa8132,124fa12761c241979f2df30042b9193342e7fa2d,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,modules/rubiconBidAdapter.js,568,"{""primaryLocationLineHash"": ""316c05271a290888:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,3745,adjbatch-ebde4cd7dad5df62f512133f,1,1ce0b422a7bb21cf9bed7f83bfc8956a8b273473b0eefebaff9467b8389e6eac,yes,yes,yes,should_fix,high,1,1
qalert-1a19e666b9a92d44f82a7e9f,1,adjcase-3d41606864d969d6a1c2feaa,human,OneKeyHQ/app-monorepo,6480,2268115815,TypeScript,feat,9583e085b073c033207fd38233118d492a42cd73,f43173a44eda431fa4ada2f0b179ee194493d13e,quality,true,js/useless-expression,Expression has no effect,warning,very-high,maintainability,quality|maintainability|useless-code|external/cwe/cwe-480|external/cwe/cwe-561,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,"{""primaryLocationLineHash"": ""4a83a2821530ecd4:1"", ""primaryLocationStartColumnFingerprint"": ""34155""}",fingerprint,1,human,333,adjbatch-cd42c990198443991f1555e5,1,957a631988cf601ccaffc45e2262b0d1ca119204ca93f2830ae8e15f734080b2,yes,contextual_exception,yes,no_fix,high,0,0
qalert-1a2ae298f0241de462677378,1,adjcase-5abd30b112a01560f66abfd1,human,prebid/Prebid.js,12878,2389128937,JavaScript,feat,9ab17e099f7f7a3531f44f7de9facbcde32fcd33,fc7cefe3125aaa0b45404dcf015d8d560aab1239,quality,true,js/automatic-semicolon-insertion,Semicolon insertion,recommendation,very-high,maintainability,quality|maintainability|readability|language-features|statistical|non-attributable,modules/vdoaiBidAdapter.js,172,"{""primaryLocationLineHash"": ""2b923bda2fb54320:1"", ""primaryLocationStartColumnFingerprint"": ""-8""}",fingerprint,1,human,1935,adjbatch-ddcffea56311a58a7300a2f1,1,39e63b82bd34fe86a3e96d048bf1367509c4a4db3c4cb78af780b35c17db2863,yes,yes,yes,optional,high,1,0
qalert-1a2e76f1d92478523d451479,1,adjcase-7d690b1c3ed5817cb031b88e,human,crewAIInc/crewAI,2523,2437697330,Python,feat,ced3c8f0e0ed0d3712de22a6e6f0bd8100015b5c,151ba5b9719513aad2e7dbe338dd45723b7d7a3d,quality,true,py/inheritance/signature-mismatch,Signature mismatch in overriding method,warning,very-high,correctness_reliability,quality|reliability|correctness,tests/agents/agent_adapters/test_base_agent_adapter.py,33,"{""primaryLocationLineHash"": ""dd71e85b0c2abcfa:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,269,adjbatch-0e7228dbbc1ee0692d156b1e,1,b3084a3186ad01052259acac6e3fd389657406552ad70fbf3b65928460206b53,yes,yes,yes,should_fix,high,1,1
qalert-1a325d481d29256df3eefbd2,1,adjcase-e6654329a2ced930f0244e87,human,onlook-dev/onlook,1839,2520828481,TypeScript,feat,e093008f8fda300e26915a2671714eea5feadb0b,854099927a7f871a82a4838914fe58163f71f466,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,apps/web/client/src/app/project/[id]/_components/right-panel/dev-tab/index.tsx,16,"{""primaryLocationLineHash"": ""fd8c093f4b11c2f4:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4014,adjbatch-07aade78d4d144811a14c058,1,e560e3f586cc585f4692f251da7b1090d7eee64bd7a023e29d073d243917f5fc,yes,yes,yes,should_fix,high,1,1
qalert-1a332b3576ea105cb2fc2ea8,1,adjcase-486ceb55e30a2aa4e0856be2,human,Azure/azure-storage-azcopy,3010,2445397083,Go,feat,671329b37acc7d6d50b1b531a1a29329cfaac81c,e77efcc1924e8860baf5dd87c07881aa82bb00e1,quality,true,go/missing-error-check,Missing error check,warning,high,correctness_reliability,quality|reliability|error-handling|external/cwe/cwe-252,ste/sourceInfoProvider-Local_linux.go,305,"{""primaryLocationLineHash"": ""b12d0e6ee5939e4b:1"", ""primaryLocationStartColumnFingerprint"": ""15""}",fingerprint,1,human,2835,adjbatch-83e09a8701cc8dc64ed35e58,1,a314f62fbb0a858432d71ce48d166d601e13fa7362a6eb1e5eccc5052bed4408,yes,yes,yes,should_fix,high,1,1
qalert-1a389e543bcfedf30e0575f4,1,adjcase-0f4d13e2bcfd0e476eb52161,human,rsyslog/rsyslog,5699,2592053669,C,refactor,2e385d4431de38c2eab66f1111e1334b565293b6,e7dfcc9a744918235217ea429fff492e8a63f122,quality,true,cpp/implicit-function-declaration,Implicit function declaration,warning,medium,correctness_reliability,correctness|maintainability,runtime/net.c,762,"{""primaryLocationLineHash"": ""83f6cd768f710d5d:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,4210,adjbatch-07a01e7367644fcd921bc147,2,a4f21c8fdbbedbfedc346ead4492d2da93c23915948ae8c4118875595df5f8c4,no,no,no,no_fix,high,0,0
qalert-1a3a00236e53d95d4380f91d,1,adjcase-5abd30b112a01560f66abfd1,human,prebid/Prebid.js,12878,2389128937,JavaScript,feat,9ab17e099f7f7a3531f44f7de9facbcde32fcd33,fc7cefe3125aaa0b45404dcf015d8d560aab1239,quality,true,js/unused-local-variable,"Unused variable, import, function or class",recommendation,very-high,maintainability,quality|maintainability|useless-code,test/spec/modules/tpmnBidAdapter_spec.js,2,"{""primaryLocationLineHash"": ""c570c8ab455e611c:1"", ""primaryLocationStartColumnFingerprint"": ""0""}",fingerprint,1,human,1925,adjbatch-c2f2ff4692ee83a764bf1860,1,b7e5ee2437184cf79c1e94161da2bc18ea96dfa51a79d4bc6dad8bf3c793dad0,yes,yes,yes,should_fix,high,1,1
