alert_id,source_set,source_reviewer_role,source_reviewer_disposition,group,issue_domain,repo_name,pr_number,rule_id,file_path,start_line,payload_sha256,second_disposition,second_confidence,second_notes,agreement,consensus_disposition,consensus_notes
qalert-dfc5513ae5789f5b12b97c5f,model_retained,reviewer_a_retained_census,confirmed_valid,ai,quality,jina-ai/node-DeepResearch,8,js/property-access-on-non-object,src/tools/dedup.ts,122,2dbffb43417b4ac6b34bb4d54408be4afeeca9ca4a3ab66c29a405d939e4a554,not_pr_introduced,high,dedup.ts 本 PR 无 diff，tokenTracker.trackUsage 与基线相同。,false,not_pr_introduced,dedup.ts 本 PR 无 diff，tokenTracker.trackUsage 与基线相同。
qalert-e2f0e4fa022240abff902e5c,model_retained,reviewer_a_retained_census,confirmed_valid,ai,quality,a16z/halmos,544,py/equals-hash-mismatch,src/halmos/config.py,213,d20011bbefbd51d94309d7bc563ac0246e7ca419955e21a633bbddb3aba6967a,condition_absent,high,Config 是 @dataclass(frozen=True)，解释器会生成 __eq__；本 PR 虽加自定义 __hash__，CodeQL 所称“未实现 __eq__”的状态不成立。,false,condition_absent,Config 是 @dataclass(frozen=True)，解释器会生成 __eq__；本 PR 虽加自定义 __hash__，CodeQL 所称“未实现 __eq__”的状态不成立。
qalert-e715b221e76632e2a91a9183,model_retained,reviewer_a_retained_census,confirmed_valid,human,quality,getsentry/sentry,89622,py/unsafe-cyclic-import,src/sentry/api/base.py,67,ce4380b185958ce44c9d82458aac1b2cd63bd6f505c9911fd7548e8317e2b6f5,not_pr_introduced,high,SuperuserOrStaffFeatureFlaggedPermission import already existed in baseline api/base.py.,false,not_pr_introduced,SuperuserOrStaffFeatureFlaggedPermission import already existed in baseline api/base.py.
qalert-ec06cb64e1fd9cd808f5ec82,model_retained,reviewer_a_retained_census,confirmed_valid,ai,quality,getsentry/sentry,95801,py/cyclic-import,src/sentry/snuba/uptime_results.py,6,f872f937369828a5ef77ba5fffb544b7241ff687e7d717fa91cbdbdeee4c45c5,not_pr_introduced,high,"第 6 行 sentry.search.eap.types。before 已是 from sentry.search.eap.types import EAPResponse, SearchResolverConfig，本 PR 只删了 EAPResponse。",false,not_pr_introduced,"第 6 行 sentry.search.eap.types。before 已是 from sentry.search.eap.types import EAPResponse, SearchResolverConfig，本 PR 只删了 EAPResponse。"
qalert-ef9c7e3374f2b3523029ef46,model_excluded,reviewer_b_excluded_census,confirmed_valid,ai,quality,3rdIteration/btcrecover,613,py/call/wrong-arguments,btcrecover/btcrseed.py,1048,56ed7d0773d3c9ebe0356a7b8178dcb5232402cf5bcd5e39af2abf0749b56831,not_pr_introduced,high,"bytes_to_int(str_bytes[:4], 4) 在基线 decode_v3456 已存在，本 PR 只改 password_bytes 切片。",false,not_pr_introduced,"bytes_to_int(str_bytes[:4], 4) 在基线 decode_v3456 已存在，本 PR 只改 password_bytes 切片。"
qalert-f1a97ae52205e09bfa256935,model_retained,reviewer_a_retained_census,confirmed_valid,ai,quality,openai/openai-agents-python,729,py/unsafe-cyclic-import,src/agents/tracing/setup.py,14,8dfbaf27e2a9c82a1927242e66d67e6c12d1d24761c3f7c76c274d9700d3b2bd,not_pr_introduced,high,setup.py 基线已 from .traces import TraceImpl，本 PR 只加 uuid/datetime 辅助方法，循环导入并非本 PR 引入。,false,not_pr_introduced,setup.py 基线已 from .traces import TraceImpl，本 PR 只加 uuid/datetime 辅助方法，循环导入并非本 PR 引入。
qalert-f36b2914730976f882268bf0,model_retained,reviewer_a_retained_census,confirmed_valid,ai,quality,jina-ai/node-DeepResearch,8,js/property-access-on-non-object,src/tools/error-analyzer.ts,128,8a650d7d6e520b1384bceefd8cb5ce2118a9bbda91687da2b143cfdd5dc83fbe,not_pr_introduced,high,error-analyzer.ts 本 PR 无 diff，tokenTracker.trackUsage 基线已存在。,false,not_pr_introduced,error-analyzer.ts 本 PR 无 diff，tokenTracker.trackUsage 基线已存在。
qalert-f39ab2e21410035abaf0d0aa,model_excluded,reviewer_b_excluded_census,confirmed_valid,human,quality,Skyvern-AI/skyvern,2231,py/unsafe-cyclic-import,skyvern/forge/agent.py,92,eda97332979bb0039a23924b991afdb3d9379655d32cdda3b5ee7a68c7a3a2df,not_pr_introduced,high,agent.py 基线已导入 parse_actions，与 parse_actions 模块的环并非本 PR 接上。,false,not_pr_introduced,agent.py 基线已导入 parse_actions，与 parse_actions 模块的环并非本 PR 接上。
qalert-f4350d084fb74cc9bc6c3904,model_retained,reviewer_a_retained_census,confirmed_valid,human,quality,prebid/Prebid.js,12637,js/useless-expression,test/spec/modules/adtrgtmeBidAdapter_spec.js,104,f7ae139fb48afac930599a19bb399c0c4c0ed4c09648b976ed663a1326838314,not_pr_introduced,high,adtrgtmeBidAdapter_spec 的 default 分支无赋值表达式在基线已存在，本 PR 只改了脚本字符串。,false,not_pr_introduced,adtrgtmeBidAdapter_spec 的 default 分支无赋值表达式在基线已存在，本 PR 只改了脚本字符串。
qalert-fe3620b0b28aa1161b520c76,model_retained,reviewer_a_retained_census,confirmed_valid,human,quality,prebid/Prebid.js,13093,js/automatic-semicolon-insertion,test/spec/modules/priceFloors_spec.js,1954,098dca96db690af281ac03e2ee170f72a029242b3368d98283d43481abfd988f,not_pr_introduced,high,mediaTypeFactors 对象字面量缺分号在基线同一测试里已存在。,false,not_pr_introduced,mediaTypeFactors 对象字面量缺分号在基线同一测试里已存在。
