alert_id,group,repo_name,pr_number,rule_id,file_path,start_line,issue_domain,source_set,source_reviewer_role,source_disposition,independent_rereview_disposition,consensus_disposition,status,disposition,human_condition_present,human_introduced_by_pr,human_valid_issue,resolution_basis,notes
qalert-0c1ba617548979efdd918b80,human,Azure/azure-sdk-for-python,40443,py/unused-import,sdk/ai/azure-ai-projects-onedp/samples/deployments/sample_deployments.py,26,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已检查样例全部导入和凭据构造：DefaultAzureCredential 只出现在注释中，在 Before/Head 均未实际使用；PR 仅新增调试日志配置，未引入该无用导入。
qalert-0c21d0d7a28f94d4ea556191,human,onlook-dev/onlook,1902,js/useless-expression,apps/web/preload/dist/index.js,153225,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同一 preload dist 第 153225 行无效果表达式，打包/压缩残留。
qalert-0c25672a20c68e19b31ddf45,human,onlook-dev/onlook,1711,js/syntax-error,apps/web/src/app/project/[id]/_components/canvas/hotkeys/index.tsx,85,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,OPEN_DEV_TOOL 的 () => ( // inspect ) 同样缺少表达式。本 PR 引入的语法错误。
qalert-0c2a7c266fe31a452ab7541f,ai,dotCMS/core,32609,java/missing-override-annotation,dotCMS/src/main/java/com/liferay/portlet/PortletURLImpl.java,170,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已比较该方法 Before 与 Head：setSecure 的签名、实现以及缺少 @Override 的状态完全一致，本 PR 未引入该注解问题。
qalert-0c2aecb1eb7930b4aa32c0f2,human,mendableai/firecrawl,1434,js/useless-assignment-to-local,apps/api/src/lib/__tests__/job-priority.test.ts,74,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,测试里 plan='free' 后 getJobPriority 已不再接收 plan，该赋值无读取。
qalert-0c3f2403dbfaf2cb13afa3ec,human,Azure/azure-sdk-for-go,23933,go/log-injection,sdk/messaging/azservicebus/internal/stress/shared/stress_context.go,129,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"Before 中已存在完全相同的 log.Printf(""Error: %#v, %T"", err, err)；PR 修改的是遥测包装逻辑，没有新增此日志。"
qalert-0c427a55c998d51de0e35724,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,shared/1ds-core-js/test/Unit/src/DynamicProtoTests.ts,3,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,DynamicProtoTests.ts 新文件 import * as sinon from 'sinon'，测试体未见 sinon.useFakeTimers 等调用。
qalert-0c44279a6893e38343a2e3e9,human,gridaco/grida,291,js/unused-local-variable,editor/app/(tenant)/~/[tenant]/(r)/r/[slug]/page.tsx,15,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新页面 r/[slug]/page.tsx 从 useLayout 解构 template 后未使用。
qalert-0c50f16f71ec7fade60b809d,ai,dartsim/dart,1965,cpp/large-parameter,tests/integration/test_PackageResourceRetriever.cpp,348,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,"焦点 TEST(PackageResourceRetriever, retrieve_FallsBackOnSecondUri) 同样是 gtest 套件名；本文件非版权行 diff 为空，也不存在按值传递该类型参数。"
qalert-0c55740ace45e29718e37fc5,human,different-ai/note-companion,386,js/unused-local-variable,packages/mobile/utils/image-utils.ts,31,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 image-utils.ts pickImage 里 await FileSystem.getInfoAsync 赋给 fileInfo，返回对象没用它。
qalert-0c5d55b13c7a316bbd0422ad,ai,featureform/enrichmcp,120,py/unsafe-cyclic-import,src/enrichmcp/tool.py,8,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,tool.py:8 的 from .app import EnrichMCP 包在 if TYPE_CHECKING 内，运行时不会执行。不存在运行时循环导致 EnrichMCP 未定义。
qalert-0c71291670b359dbbbb738c3,human,microsoft/typespec,7115,java/unused-parameter,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/clientcore/ClientCoreClientMethodTemplate.java,1196,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,New getPagingNextPageExpression takes clientMethod and never uses it.
qalert-0c77315ecc12de762a6e0b83,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3 压缩包另一处 useless-expression。vendored 打包噪声。
qalert-0c83260be3e132320e5653d1,human,tradingview/lightweight-charts,1826,js/unused-local-variable,tests/e2e/interactions/test-cases/markers/text-hit-test.js,21,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,text-hit-test.js 的 finalInteractionsToPerform 是 e2e 约定钩子，diff 里该函数未改，只删了 console.log。
qalert-0c87aaad3f920965aae9bc32,human,prebid/Prebid.js,12637,js/automatic-semicolon-insertion,modules/rubiconBidAdapter.js,568,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,modules/rubiconBidAdapter.js 第 568 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-0c9b4042b521fce5cdd53fd6,human,prebid/Prebid.js,12878,js/unused-local-variable,test/spec/modules/telariaBidAdapter_spec.js,8,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 telariaBidAdapter_spec.js 声明 const SUPPLY_CODE 后从未读取。本 PR 引入的未用常量。
qalert-0ca611019fb9b299d78ae2c7,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js 单行 IIFE 上的无效果表达式。生成物不必改。
qalert-0ca7f26bf561d359990a6e9e,human,OneKeyHQ/app-monorepo,6770,js/unused-local-variable,packages/kit/src/views/AssetDetails/pages/TokenDetails/TokenDetailsHeader.tsx,51,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,TokenDetailsHeader 本 PR 去掉 deriveInfo 用法，仍从 props 解构。
qalert-0cb348569f0c6ae039690c2c,human,mlflow/mlflow,15481,py/not-named-cls,mlflow/utils/search_logged_model_utils.py,46,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 把 Entity.from_str 的 @classmethod 第一参数从 cls 改成 self，同时 return Entity(...) 不再用第一参数；classmethod 仍应收 cls，属引入的命名/约定问题。
qalert-0cba129f73d96c3a89e83516,human,liam-hq/liam,854,js/unused-local-variable,frontend/apps/app/app/api/webhook/github/route.ts,2,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,github/route.ts 导入 validateConfig。before 第 7 行已有同一未使用导入，本 PR 只把处理逻辑拆到 webhooks。
qalert-0cbbc12719d814d1e94078c9,ai,modelcontextprotocol/inspector,511,js/file-system-race,scripts/update-version.js,70,security,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,逐项复核：这是人工运行的版本发布脚本，packagePaths 是固定仓库文件，脚本同步地读取、修改并写回 package.json，运行约定就是独占工作树。告警假设另一个进程恰在发布脚本执行的极短窗口内修改同一文件；该项目语境下不构成需要修复的竞争问题。
qalert-0cbcc9ebff51dd47d51e3437,human,calcom/cal.com,18990,js/unused-local-variable,apps/web/playwright/organization/organization-creation.e2e.ts,53,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,organization-creation.e2e.ts 基线测试调用了 expectOrganizationCreationEmailToBeSentWithLinks，本 PR 改成 handover 后删掉唯一调用，函数仍保留。
qalert-0cc1b93b0ac6bdd973c1bfff,ai,microsoft/react-native-windows,14931,cpp/unused-static-variable,vnext/Shared/CppRuntimeOptions.h,41,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,CppRuntimeOptions.h:41 的 __cdecl 是调用约定说明符，不是未使用的 static 变量。该行是 const std::int32_t __cdecl GetRuntimeOptionInt(...) 函数声明。diff 为空。
qalert-0cc6ebaebd11cd8d8b72fb4d,human,microsoft/ApplicationInsights-JS,2493,js/automatic-semicolon-insertion,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts,100,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,channels/offline-channel-js/Tests/Unit/src/webprovider.tests.ts 第 100 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-0cc717a8b3983f9a727d9a7b,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3 再一处 useless-expression。本 PR 引入的是第三方压缩包，不是业务缺陷。
qalert-0cd08488f55f05704b275c49,human,OneKeyHQ/app-monorepo,7207,js/unused-local-variable,packages/shared/src/storage/WebStorage.ts,286,quality,model_excluded,reviewer_b_excluded_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,WebStorage.multiSet 本 PR 新增 const indexed = await this.indexed 后未使用，直接 setItem。
qalert-0cd543bbd8e47cc7b96ecb0b,human,microsoft/ApplicationInsights-JS,2493,js/malformed-html-id,docs/webSdk/1ds-core-js/interfaces/IExtendedConfiguration.html,44,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"docs/webSdk/1ds-core-js/interfaces/IExtendedConfiguration.html 第 44 行 TypeDoc 产物实际生成了含 ASCII 空格的 id/href（如 ""Default Value-…""）；这是无效 HTML 锚点，需从文档生成配置/模板修复，不能因文件是生成物而判为无效。"
qalert-0cf4aa38bdc98b0cc9e8c37f,human,mendableai/firecrawl,1137,js/unused-local-variable,apps/api/src/controllers/v1/crawl-errors.ts,2,quality,model_excluded,reviewer_b_excluded_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,crawl-errors.ts 本 PR 新增 CrawlStatusResponse、ErrorResponse 类型导入，控制器签名仍用 CrawlErrorsResponse。
qalert-0cf6dffe6a08c0406bbdd175,ai,ESPresense/ESPresense,1724,cpp/unused-static-variable,src/ui_html.h,167,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,ui_html.h 167行 NETWORK_HTML[] PROGMEM 声明 before/head 相同，本 PR 改的是其它 HTML 字节数组。
qalert-0d05b5cd8000e7029c6b1bd0,human,OneKeyHQ/app-monorepo,6480,js/useless-expression,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js:1 压缩包 useless-expression。第三方 webpack 生成物。
qalert-0d19b32e7b75963afef0f571,human,OpenHFT/Chronicle-Wire,1197,java/deprecated-call,src/test/java/net/openhft/chronicle/wire/MarshallableOutBuilderTest.java,194,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,"MarshallableOutBuilderTest 194行 new URL 上方已有 @SuppressWarnings(""deprecation"")，测试故意构造 localhost URL。"
qalert-0d1e84e7d7a552d97989cc72,human,microsoft/typespec,7115,java/missing-override-annotation,packages/http-client-java/generator/http-client-generator-core/src/main/java/com/microsoft/typespec/http/client/generator/core/template/clientcore/ClientCoreServiceSyncClientTemplate.java,24,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,该方法在本 PR 新增或改写后覆盖父类方法，但声明前没有 @Override；覆盖关系经父类定位确认。
qalert-0d28e2c0a99aae19ff62ec30,ai,getsentry/sentry,95801,py/cyclic-import,src/sentry/snuba/uptime_checks.py,10,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,uptime_checks.py 本 PR 新增 from sentry.snuba.metrics.extraction import MetricSpecType。before 无此导入，CodeQL 指其打开指向 extraction 的环。
qalert-0d2eaccb31748a0205911f62,human,bitcoin/bitcoin,32318,cpp/local-variable-hides-global-variable,src/script/descriptor.cpp,243,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,"descriptor.cpp 243行 GetPubKey(..., KeyOriginInfo& info, ...) 形参名 info 是 Bitcoin 描述符惯例，不造成错误使用全局。"
qalert-0d371abb2da0bb21a5429398,ai,rsyslog/rsyslog,5754,cpp/mistyped-function-arguments,plugins/mmaitag/ai_provider_gemini.c,203,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,`req` and the `json_object_to_json_string` parameter are both `struct json_object *`; the reported incompatibility is not present in the source.
qalert-0d434cf9124cce95a4eedae3,human,Azure/azure-sdk-for-python,40333,py/empty-except,sdk/monitor/azure-monitor-query/azure/monitor/query/_generated/metrics/_serialization.py,1831,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,azure-monitor-query _generated/_serialization.py:1831 的 except ValueError: pass 在 Before/Head 相同，文件 diff 为空。本 PR 改的是 containerservicefleet 等其它包，不能归因本变更。
qalert-0d45c99944c778f48fd31d0a,human,Stirling-Tools/Stirling-PDF,3606,java/tainted-arithmetic,src/main/java/stirling/software/SPDF/controller/api/misc/StampController.java,335,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,StampController.java 第335行算术依赖用户输入。该文件 Before/Head 相同，本 PR 只改 SecurityConfiguration.java，溢出风险不能归因本 PR。
qalert-0d514e33dbfb3fca0fd5649b,human,microsoft/ApplicationInsights-JS,2493,js/malformed-html-id,docs/webSdk/1ds-core-js/interfaces/IConfiguration.html,44,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"docs/webSdk/1ds-core-js/interfaces/IConfiguration.html 第 44 行 TypeDoc 产物实际生成了含 ASCII 空格的 id/href（如 ""Default Value-…""）；这是无效 HTML 锚点，需从文档生成配置/模板修复，不能因文件是生成物而判为无效。"
qalert-0d516b25357febaaebd0275e,human,different-ai/note-companion,378,js/unused-local-variable,packages/plugin/views/settings/account-data.tsx,19,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,"account-data.tsx 去掉用量拉取后仍 const [loading, setLoading]，setLoading 再未被调用。"
qalert-0d53076e5d6aef267f771534,ai,disler/just-prompt,11,py/clear-text-logging-sensitive-data,src/just_prompt/atoms/shared/validator.py,115,security,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"before/head 第115行相同或 diff 未改：`115                  logger.warning(f""  - {provider}: Missing configuration"")`。"
qalert-0d5769063d7f0d9339578b64,human,microsoft/ApplicationInsights-JS,2493,js/use-of-returnless-function,AISKU/Tests/Manual/aisku-example-index.gbl.js,8471,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,ordinal 3658。aisku-example-index.gbl.js:8471 同样是打包示例里的 _super.call(...) || this，related 为 BaseSendBuffer。Manual 示例 bundle 的 TS 降级代码，不是需改源码。
qalert-0d693bc5980c35bd58408a98,human,stanfordnlp/dspy,8231,py/unused-import,tests/utils/test_saving.py,4,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,test_saving.py 本 PR 新增 import pytest，测试体未使用 pytest.raises/mark 等，tmp_path 也不需要该导入。
qalert-0d719dc6580aa5de0f045ffe,human,microsoft/ApplicationInsights-JS,2493,js/implicit-operand-conversion,docs/webSdk/applicationinsights-clickanalytics-js/assets/main.js,4,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,ordinal 3659。js/implicit-operand-conversion 命中 TypeDoc 生成的 applicationinsights-clickanalytics-js/assets/main.js:4。隐式转字符串发生在文档站点压缩脚本中，属于生成物。
qalert-0d7633924f8e65826b752843,human,microsoft/etl2pcapng,79,cpp/implicit-function-declaration,src/main.c,660,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,同一 Windows 抓包程序，windows.h 已包含，第660行 GetLastError 并非隐式声明。
qalert-0d788e4c9833c79e5c6a5eb6,human,crewAIInc/crewAI-tools,285,py/unused-import,crewai_tools/tools/serply_api_tool/serply_job_search_tool.py,2,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,serply_job_search_tool 本 PR 删除 **kwargs: Any / -> Any，Any 导入未删。
qalert-0d847592b436796a28efc3f3,ai,vlm-run/vlmrun-hub,60,py/unused-import,vlmrun/hub/schemas/contrib/document/w2_form.py,2,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同文件导入 typing.List，未声明任何 List 字段。
qalert-0d84e01bcd90d7a655613c39,human,prebid/Prebid.js,12974,js/automatic-semicolon-insertion,test/spec/modules/vdoaiBidAdapter_spec.js,155,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,test/spec/modules/vdoaiBidAdapter_spec.js 第 155 行由本 PR 引入的语句末尾缺少显式分号；该文件其他语句以显式分号为主，属于真实的一致性/可维护性问题。
qalert-0d956e152a980ae1212a8adc,human,mlflow/mlflow,14938,py/unused-local-variable,tests/tracking/test_rest_tracking.py,2457,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,本 PR 新增测试最后一次 loaded_model = get_logged_model(...) 未再断言或使用。
qalert-0da93e2650d14447ea72a4c3,ai,dust-tt/dust,10572,js/trivial-conditional,front/components/app/blocks/DataSource.tsx,353,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,DataSource.tsx tags.in：本 PR 在 {readOnly ? null : (...)} 内给 input 的 className 再判断 readOnly，此处恒为 false，true 分支死代码。
qalert-0db0329612080484a1052364,ai,CapSoftware/Cap,567,js/tainted-format-string,apps/web/app/api/video/status/route.ts,43,security,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,videoId 来自查询参数并进入 console.error 第一个动态参数；可控 % 占位符会参与后续 error 参数格式化。
qalert-0dc10f9c63ac8f3740dfdb9e,ai,CapSoftware/Cap,567,js/log-injection,apps/web/app/api/video/ai/route.ts,49,security,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,
qalert-0dc324cec04f0fe094170226,ai,dotCMS/core,32609,java/missing-override-annotation,dotCMS/src/main/java/com/liferay/portlet/RenderRequestImpl.java,275,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,同文件第275行 getRemoteUser 缺 @Override。diff_empty。
qalert-0dc33bf4d215f10b1784f2db,human,gridaco/grida,218,js/unused-local-variable,apps/forms/grida-io-svg/index.ts,699,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,同一 case line 解构出的 stroke 同样在注释掉的 return 之后未被读取，属引入的未使用局部变量。
qalert-0dcaa70599eb7f2275e5de5d,ai,CapSoftware/Cap,567,js/log-injection,apps/web/app/api/video/status/route.ts,39,security,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,
qalert-0dd4f452c4ffe90afb7864e5,human,OneKeyHQ/app-monorepo,6480,js/unreachable-statement,packages/shared/src/modules3rdParty/stripe-v3/index.js,1,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,stripe-v3/index.js:1 unreachable-statement。压缩后的 webpack 运行时死代码，vendored 包不必改。
qalert-0dd99c980aeebaf60610097e,human,microsoft/ApplicationInsights-JS,2493,js/implicit-operand-conversion,docs/webSdk/applicationinsights-web/assets/main.js,4,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,TypeDoc applicationinsights-web/assets/main.js 隐式转字符串。生成资源。
qalert-0dda5830082d460e84deb340,human,microsoft/ApplicationInsights-JS,2493,js/unused-local-variable,AISKU/Tests/Unit/src/testSnippetV6.ts,18,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,testSnippetV6.ts 是刻意复制的 v6 snippet 测试桩，文件头写明不要修 helper 里的差异。scriptText 是 snippet 里的字符串常量残留。
qalert-0de1b09c366d5c7019aed0fe,human,onlook-dev/onlook,1902,js/unused-local-variable,apps/web/preload/dist/index.js,156957,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,preload/dist/index.js:156957 未使用的 import_lodash2。esbuild 注入的 lodash 绑定，bundled 产物。
qalert-0de46d338e94146c2ede2dde,human,SoftFever/OrcaSlicer,9643,cpp/short-global-name,src/libigl/igl/Singular_Value_Decomposition_Givens_QR_Factorization_Kernel.hpp,32,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,已核对 SVD kernel 中 Sch 的宏展开上下文：代码在 Before/Head 完全相同且PR diff为空。
qalert-0dec504c4d0a590197a0307a,ai,vgmtrans/vgmtrans,612,cpp/trivial-switch,src/main/formats/NinSnes/NinSnesSeq.cpp,758,quality,model_excluded,reviewer_b_excluded_census,condition_absent,not_in_positive_rereview_frame,,completed,condition_absent,no,not_assessed,not_assessed,source_census_negative,NinSnesTrack::readEvent 的 switch(eventType) 实际有数十个 EVENT_* case，并不是 CodeQL 所说的 trivial switch/应改写成 if。
qalert-0dec983ab69509f04abf0b20,human,different-ai/note-companion,386,js/unused-local-variable,packages/mobile/components/ThemedText.tsx,1,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,新文件 ThemedText.tsx 从 react-native 导入 StyleProp，类型和实现都没用 StyleProp。
qalert-0df01c2b6baa44b1c34a4720,ai,dotCMS/core,32609,java/deprecated-call,dotCMS/src/main/java/com/dotcms/rendering/velocity/services/VTLLoader.java,70,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,VTLLoader.java 第70行 Config.getStringProperty 已弃用。diff_empty。
qalert-0dff2121fd1f3ef2c13863d4,human,different-ai/note-companion,314,js/unused-local-variable,packages/plugin/views/assistant/ai-chat/chat.tsx,42,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,PR 删掉 errorMessage 的 UI 展示，仍保留 useState 的 errorMessage 绑定。
qalert-0e02ee4a3ee13281ad666ce3,human,marimo-team/marimo,4737,py/cyclic-import,marimo/_ast/toplevel.py,19,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,"toplevel.py:19 from marimo._ast.visitor import Name。before 已是 from marimo._ast.visitor import Name, VariableData，本 PR 只删掉未用的 VariableData，对 visitor 的导入本身基线就有。循环若存在也不是本 PR 引入。"
qalert-0e06678bbfcb645cd8486928,human,langchain-ai/langsmith-sdk,1694,py/unsafe-cyclic-import,python/langsmith/evaluation/_arunner.py,45,quality,model_excluded,reviewer_b_excluded_census,not_pr_introduced,not_in_positive_rereview_frame,,completed,not_pr_introduced,yes,no,not_assessed,source_census_negative,_resolve_evaluators 在 before 第 45 行已从 _runner 导入。本 PR 未新引入这条循环依赖。
qalert-0e10517c6e949213cb683417,ai,CapSoftware/Cap,567,js/unused-local-variable,apps/desktop/src/components/SignInButton.tsx,2,quality,model_retained,reviewer_a_retained_census,confirmed_valid,confirmed_valid,,completed,confirmed_valid,yes,yes,yes,source_and_independent_rereview_agreement,SignInButton.tsx 本 PR 不再调用 createMutation，改用 createSignInMutation，原 import 未删。
qalert-0e112828756cc0259b7f71f8,ai,dagster-io/dagster,30864,py/import-and-import-from,examples/docs_snippets/docs_snippets/concepts/resources/pythonic_resources.py,376,quality,model_excluded,reviewer_b_excluded_census,not_valid_issue,not_in_positive_rereview_frame,,completed,not_valid_issue,yes,yes,no,source_census_negative,同文件 376 行 start_resource_adapter 段 import dagster as dg，文档按段重复导入。
