case_id,case_control,target_family,group,repo_name,pr_number,pr_id,language,task_type,changed_kloc,merge_calendar_quarter,silver_finding_n,matched_positive_case_id,same_repository_match,control_match_score,selection_probability,sampling_weight,split,random_seed
case-aafc976b852cd121ef7e,positive,quality,ai,keephq/keep,5074,3165822621,Python,feat,1.110000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-b0fb6829dda02eb08ec0,positive,quality,ai,Significant-Gravitas/AutoGPT,10483,3275609390,Python,fix,0.600000,2025-Q3,1,,,,1.0,1.0,formal,20260623
case-baa524bc3570dded5648,positive,quality,ai,OpenHFT/Chronicle-Wire,1060,3103197010,Java,refactor,0.194000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-bd12d899319fd7a1cd2e,positive,quality,ai,logancyang/obsidian-copilot,1497,3090126527,TypeScript,feat,2.132000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-bd5b217579b468056361,positive,quality,ai,airbytehq/airbyte,55005,2889084115,Python,feat,0.630000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-bdc46ccfb585e0813fba,positive,quality,ai,mendableai/firecrawl,1447,2990261228,TypeScript,feat,0.198000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-be4814e7e2c136ec014f,positive,quality,ai,prebid/Prebid.js,13167,3088710464,JavaScript,refactor,0.346000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-bf504bf40300ad6e13d5,positive,quality,ai,airbytehq/airbyte,54164,2864468865,Python,refactor,0.221000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-c1c67da67371cc6f4e74,positive,quality,ai,TobikoData/sqlmesh,4713,3136176153,Python,feat,0.085000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-c1f71d6f3f82b8cb893c,positive,quality,ai,TobikoData/sqlmesh,4712,3136057497,Python,feat,0.045000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-c4848de88db37b12c136,positive,quality,ai,mlflow/mlflow,16112,3123684653,Python,fix,0.022000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-c7587212ad97b8e4dbd6,positive,quality,ai,microsoft/typespec,7927,3234241930,Java,fix,7.602000,2025-Q3,4,,,,1.0,1.0,formal,20260623
case-cdcb44d35c9fd57cf181,positive,quality,ai,robinkarlberg/transfer.zip-web,36,3204644354,JavaScript,feat,0.766000,2025-Q3,1,,,,1.0,1.0,formal,20260623
case-d316f6c41322a9e21b99,positive,quality,ai,featureform/enrichmcp,120,3218542528,Python,feat,0.200000,2025-Q3,7,,,,1.0,1.0,formal,20260623
case-dc87cd42d1e9b184415b,positive,quality,ai,Netflix/metaflow,2467,3161557128,Python,refactor,0.253000,2025-Q2,13,,,,1.0,1.0,formal,20260623
case-dd8a6cbe3c950793b3a1,positive,quality,ai,TobikoData/sqlmesh,4667,3121742299,Python,feat,0.256000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-de715ff30c32d51c5df9,positive,quality,ai,Azure/azure-sdk-for-python,41852,3193634550,Python,fix,0.198000,2025-Q3,2,,,,1.0,1.0,formal,20260623
case-e05358259ffc4ca862c7,positive,quality,ai,x64dbg/x64dbg,3641,3223857318,C++,refactor,0.023000,2025-Q3,1,,,,1.0,1.0,formal,20260623
case-e1149ac47af28879db97,positive,quality,ai,parse-community/parse-dashboard,2915,3238351006,JavaScript,feat,0.284000,2025-Q3,2,,,,1.0,1.0,formal,20260623
case-e17525ec35113f1fa642,positive,quality,ai,crewAIInc/crewAI,1818,2763242692,Python,fix,0.191000,2024-Q4,2,,,,1.0,1.0,formal,20260623
case-e7abb649407ce2a06e66,positive,quality,ai,liam-hq/liam,1880,3117158959,TypeScript,feat,0.337000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-e89c9074a262db9762f8,positive,quality,ai,chrxh/alien,138,3254883514,C++,refactor,0.248000,2025-Q3,12,,,,1.0,1.0,formal,20260623
case-eb632a8157027d4e78d3,positive,quality,ai,SimonHalvdansson/Harmonic-HN,220,3141336026,Java,feat,0.169000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-ec595a9d4a209dd1c064,positive,quality,ai,jina-ai/node-DeepResearch,8,2825851994,TypeScript,feat,0.168000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-ed5b3f75ec8a328974da,positive,quality,ai,OpenHFT/Chronicle-Wire,1058,3103193760,Java,refactor,0.164000,2025-Q2,5,,,,1.0,1.0,formal,20260623
case-ed9ae96c6bb9c789e7e4,positive,quality,ai,liuliu/ccv,268,3074687225,C,feat,0.054000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-f6e573c08f4abfb387e2,positive,quality,ai,stanfordnlp/dspy,8478,3194053710,Python,feat,0.133000,2025-Q3,1,,,,1.0,1.0,formal,20260623
case-f81566b1a6263aebc2fc,positive,quality,ai,getsentry/sentry,93304,3135538721,Python,feat,0.409000,2025-Q2,5,,,,1.0,1.0,formal,20260623
case-faac3cfabce2584d7a03,positive,quality,ai,langfuse/langfuse,7731,3209290574,TypeScript,fix,0.275000,2025-Q3,1,,,,1.0,1.0,formal,20260623
case-ff75976eee40d72f7511,positive,quality,ai,openai/openai-agents-python,729,3080774467,Python,feat,0.048000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-10fff4befc55cc64d234,positive,quality,human,Kiln-AI/Kiln,308,2512329986,Python,feat,0.277000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-144b11f4f95ea43bdd29,positive,quality,human,marimo-team/marimo,3628,2307381985,Python,fix,0.162000,2025-Q1,4,,,,1.0,1.0,formal,20260623
case-165e7025bc0ca85902b7,positive,quality,human,CapSoftware/Cap,484,2487340922,TypeScript,feat,2.315000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-1882b202ff282a7c3526,positive,quality,human,getsentry/sentry,88748,2438086945,Python,fix,0.032000,2025-Q2,4,,,,1.0,1.0,formal,20260623
case-1bd23fd02f55f8ceb10d,positive,quality,human,bespokelabsai/curator,445,2317330363,Python,feat,2.560000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-1cee12de60b9ec498450,positive,quality,human,Azure/azure-storage-azcopy,3010,2445397083,Go,feat,4.468000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-2306add458da3672e85f,positive,quality,human,prebid/Prebid.js,12909,2407665373,JavaScript,fix,0.012000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-255b98f2886754608eeb,positive,quality,human,novuhq/novu,8262,2504680709,TypeScript,feat,0.247000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-2ad9b8e9de705077d61e,positive,quality,human,Veloera/Veloera,73,2565880248,Go,fix,0.306000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-2c3cde6b08772acb6fc2,positive,quality,human,opencv/opencv,26842,2297770994,C++,feat,0.620000,2025-Q1,7,,,,1.0,1.0,formal,20260623
case-2cdd9473970f9f723f9e,positive,quality,human,microsoft/react-native-windows,14648,2505643359,C++,feat,1.546000,2025-Q2,6,,,,1.0,1.0,formal,20260623
case-376baaaedc0c65b1cc07,positive,quality,human,onlook-dev/onlook,1366,2335332277,TypeScript,fix,0.017000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-3a453fb29262930df26d,positive,quality,human,huggingface/huggingface_hub,3005,2460147666,Python,feat,0.405000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-3c8177202cf6cc19c412,positive,quality,human,sakaiproject/sakai,13683,2494027419,Java,refactor,0.427000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-3f20570dc7a7eb7615c6,positive,quality,human,crewAIInc/crewAI,2816,2513949410,Python,feat,0.149000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-3fb516ef59e99ebefe90,positive,quality,human,SimonHalvdansson/Harmonic-HN,210,2527529501,Java,feat,0.200000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-4095aca83f88f54e46ec,positive,quality,human,bytebot-ai/bytebot,7,2442096129,TypeScript,feat,2.237000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-40fa8beab703be9d9368,positive,quality,human,prebid/Prebid.js,12648,2274027926,JavaScript,feat,1.855000,2025-Q1,3,,,,1.0,1.0,formal,20260623
case-4161a92d63b830e8d25b,positive,quality,human,tegnike/aituber-kit,360,2469761206,TypeScript,feat,1.269000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-43645709b6ff2623e8d8,positive,quality,human,bentoml/BentoML,5317,2455025552,Python,fix,0.005000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-4578c4889514db7150cf,positive,quality,human,tinygrad/tinygrad,8731,2294642912,Python,refactor,0.643000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-4cf1ca9870497fac9821,positive,quality,human,Kiln-AI/Kiln,205,2340845626,Python,refactor,0.677000,2025-Q1,2,,,,1.0,1.0,formal,20260623
case-4e52a2d6c64a01088271,positive,quality,human,prebid/Prebid.js,13372,2588002374,JavaScript,feat,0.090000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-4f8afc12e67d17483588,positive,quality,human,promptfoo/promptfoo,3507,2421585261,TypeScript,fix,0.482000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-525728e1a062e44ee133,positive,quality,human,uxlfoundation/oneDAL,3046,2282210055,C++,feat,0.849000,2025-Q1,5,,,,1.0,1.0,formal,20260623
case-531a14c51b5c84477849,positive,quality,human,crewAIInc/crewAI,2948,2565281191,Python,fix,0.061000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-5692e89beef2e6430372,positive,quality,human,liam-hq/liam,1677,2518960791,TypeScript,feat,0.822000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-58063cca6b2b2e55d6c8,positive,quality,human,Kanaries/graphic-walker,437,2523648264,TypeScript,fix,0.044000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-5a5d102c7e9aef574fc5,positive,quality,human,mlflow/mlflow,15481,2478962352,Python,refactor,5.425000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-5c4295a4e29dfd518b81,positive,quality,human,microsoft/HydraLab,698,2583791477,Java,feat,0.790000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-5d259ad82985046d8794,positive,quality,human,Kiln-AI/Kiln,210,2345504485,Python,feat,0.835000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-614e7b1427a1306c4e95,positive,quality,human,prebid/Prebid.js,13429,2616350431,JavaScript,feat,0.992000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-620175c9a99c49119a2d,positive,quality,human,OpenHFT/Java-Thread-Affinity,178,2539539646,Java,refactor,1.014000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-6810e3569e902f4a518f,positive,quality,human,microsoft/typespec,7669,2597986199,Java,fix,0.056000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-6941800e5dad967c8891,positive,quality,human,Skyvern-AI/skyvern,2231,2484533924,Python,feat,0.423000,2025-Q2,6,,,,1.0,1.0,formal,20260623
case-6a297efc4f39098889c7,positive,quality,human,rsyslog/rsyslog,5699,2592053669,C,refactor,0.214000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-6ad10cf412f11c064208,positive,quality,human,syedazharmbnr1/claude-chatgpt-mcp,3,2427144857,JavaScript,feat,1.953000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-6bb65ffd9cdede1d6b6b,positive,quality,human,OpenHFT/Chronicle-Wire,1170,2560122629,Java,feat,8.385000,2025-Q2,8,,,,1.0,1.0,formal,20260623
case-72d9d34b8bd7f1c63abc,positive,quality,human,microsoft/onnxruntime,24962,2569040246,C++,feat,0.481000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-7752a6d9d5c913b909f9,positive,quality,human,different-ai/note-companion,394,2477679801,TypeScript,feat,2.845000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-781243d89e391c3fb5dd,positive,quality,human,OpenPipe/ART,51,2461648574,Python,feat,3.058000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-7a8a934168b2b85d88cc,positive,quality,human,mtrojnar/osslsigncode,423,2425134209,C,feat,0.647000,2025-Q1,3,,,,1.0,1.0,formal,20260623
case-7e619218951594d5155d,positive,quality,human,crewAIInc/crewAI,2042,2318504207,Python,refactor,0.182000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-7edd902574e5d13c004d,positive,quality,human,AgentOps-AI/agentops,919,2454776899,Python,fix,0.083000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-7fb6be0a9ff351d07097,positive,quality,human,keepassxreboot/keepassxc,11787,2352602858,C++,fix,0.547000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-825e526ce8d150c686e2,positive,quality,human,dropseed/plain,28,2467087648,Python,refactor,0.297000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-82870bc3110df4617202,positive,quality,human,prebid/Prebid.js,12839,2376571152,JavaScript,feat,0.857000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-83c0f8f7a5df2722fc6c,positive,quality,human,prebid/Prebid.js,12666,2282314792,JavaScript,feat,0.017000,2025-Q1,3,,,,1.0,1.0,formal,20260623
case-84c82eee85b78c55a60c,positive,quality,human,marimo-team/marimo,3926,2360768678,Python,fix,0.143000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-85f1a4f70f22fb6fa58f,positive,quality,human,crewAIInc/crewAI,2727,2490479931,Python,feat,3.023000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-8759efacbf1ad8eda644,positive,quality,human,onlook-dev/onlook,2231,2600167226,TypeScript,feat,2.372000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-8770662c4f6043153da7,positive,quality,human,crewAIInc/crewAI,2869,2532696552,Python,feat,0.246000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-8951dec5ce285d98965c,positive,quality,human,mlflow/mlflow,14632,2341061114,Python,feat,0.242000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-8e80f8f75b18fc1f2c20,positive,quality,human,crewAIInc/crewAI,2731,2492065021,Python,fix,0.072000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-925775ad39947c2066a7,positive,quality,human,blorm-network/ZerePy,62,2265140449,Python,feat,0.019000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-9258fcf27373a933e7e2,positive,quality,human,crewAIInc/crewAI,3057,2615049612,Python,feat,0.220000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-9597ed92b1be9122fd86,positive,quality,human,reflex-dev/reflex,5069,2430313600,Python,feat,0.255000,2025-Q2,5,,,,1.0,1.0,formal,20260623
case-97ffe4b940da60fc3723,positive,quality,human,PriorLabs/TabPFN,184,2333329270,Python,feat,0.215000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-9d5b1f099bc198089f82,positive,quality,human,AgentOps-AI/agentops,915,2448959577,Python,feat,0.181000,2025-Q2,9,,,,1.0,1.0,formal,20260623
case-9dbfa7a0c3210e05dad8,positive,quality,human,langchain-ai/langsmith-sdk,1694,2482170552,Python,feat,0.252000,2025-Q2,8,,,,1.0,1.0,formal,20260623
case-9e05553c2cc8257de803,positive,quality,human,mlflow/mlflow,16059,2566068573,Python,feat,0.379000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-a4fa4865dc303b1dca39,positive,quality,human,mlflow/mlflow,14689,2348777785,Python,fix,0.037000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-a8f8a3338967bf8c953b,positive,quality,human,MaiM-with-u/MaiBot,401,2394359557,Python,feat,0.129000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-abeeda63ad07c7938f14,positive,quality,human,prebid/Prebid.js,12705,2304631547,JavaScript,fix,0.027000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-b46393c556b0e1ab8e03,positive,quality,human,crewAIInc/crewAI,1986,2300872354,Python,fix,0.332000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-b8af4d9b4865f25701f6,positive,quality,human,Netflix/metaflow,2207,2272586142,Python,feat,0.194000,2025-Q1,2,,,,1.0,1.0,formal,20260623
case-bb513ea234bdfc13c5a1,positive,quality,human,microsoft/etl2pcapng,79,2555717990,C,feat,1.228000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-bb9f107e8c4492d808f0,positive,quality,human,marimo-team/marimo,3755,2329914697,Python,feat,0.525000,2025-Q1,7,,,,1.0,1.0,formal,20260623
case-c4f7afe4573a5fc51cc1,positive,quality,human,stack-auth/stack-auth,454,2348194449,TypeScript,feat,0.664000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-c812fbc20a056cc30f2a,positive,quality,human,Azure/azure-sdk-for-python,40382,2440441097,Python,feat,0.373000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-ca17bd7389a0f6607c96,positive,quality,human,cameroncooke/XcodeBuildMCP,62,2578163660,TypeScript,feat,1.410000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-cc06a36391a666250d94,positive,quality,human,microsoft/onnxruntime-genai,1264,2345763476,C++,feat,2.247000,2025-Q1,3,,,,1.0,1.0,formal,20260623
case-ceeab167e6eb9cc30b63,positive,quality,human,crewAIInc/crewAI,2851,2524441113,Python,feat,0.369000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-d43932c2523bb6005b6b,positive,quality,human,Kanaries/pygwalker,673,2356246191,Python,feat,0.495000,2025-Q1,6,,,,1.0,1.0,formal,20260623
case-d4ea05c67dc5b4b78eca,positive,quality,human,OneKeyHQ/app-monorepo,7207,2478231534,TypeScript,feat,5.362000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-d6dde2f26a32c9bff76d,positive,quality,human,TobikoData/sqlmesh,4427,2522826360,Python,feat,0.551000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-d7154845bbf7bf4e183a,positive,quality,human,zenml-io/zenml,3314,2295215962,Python,fix,0.697000,2025-Q1,8,,,,1.0,1.0,formal,20260623
case-da8176df9d4c3da588f6,positive,quality,human,allenai/open-instruct,670,2512266582,Python,feat,3.342000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-df4aa08de27bda8bfe40,positive,quality,human,jina-ai/node-DeepResearch,61,2332812290,TypeScript,fix,0.096000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-e2873dbaad5aa9b00625,positive,quality,human,chhoumann/quickadd,823,2554422043,TypeScript,fix,0.516000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-e5ea5da2a535c77cde60,positive,quality,human,mlflow/mlflow,15807,2530551941,Python,fix,0.122000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-e644dabe399c62ffb568,positive,quality,human,voideditor/void,389,2453465333,TypeScript,fix,0.922000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-e6e36b8bcc69c4977c43,positive,quality,human,CapSoftware/Cap,427,2451545993,TypeScript,feat,0.597000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-e7925d2971d434bc38de,positive,quality,human,langchain-ai/langgraph,4819,2542040727,Python,feat,1.110000,2025-Q2,2,,,,1.0,1.0,formal,20260623
case-eb681d918af8f53202fa,positive,quality,human,OpenHFT/Chronicle-Wire,1092,2554887063,Java,refactor,0.720000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-f43ddbe01d48c57e3d09,positive,quality,human,AgentOps-AI/agentops,823,2391540821,Python,fix,0.001000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-f73cb6778f797cd03992,positive,quality,human,OpenHFT/Chronicle-Wire,1088,2554864825,Java,feat,0.364000,2025-Q2,3,,,,1.0,1.0,formal,20260623
case-f79f81c705927327894b,positive,quality,human,crewAIInc/crewAI,2059,2323035316,Python,refactor,0.016000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-f8ec934ad36d9c3fff54,positive,quality,human,OneKeyHQ/app-monorepo,7601,2606273932,TypeScript,fix,0.065000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-fd1bb152abf59358660e,positive,quality,human,mlflow/mlflow,14265,2283939870,Python,feat,0.414000,2025-Q1,1,,,,1.0,1.0,formal,20260623
case-fec39babcb4d42292e9b,positive,quality,human,microsoft/azuredatastudio,26290,2484918046,TypeScript,feat,0.016000,2025-Q2,1,,,,1.0,1.0,formal,20260623
case-ff1dc77e4f7787b90c70,positive,quality,human,spcl/dace,1975,2390765352,Python,fix,1.270000,2025-Q1,1,,,,1.0,1.0,formal,20260623
